season,sc_pitches,sc_bip,sc_chase_den,sc_whiff_den,sc_zcontact_den,sc_barrel_den,sc_hardhit_den,sc_EV,sc_LA,sc_barrel_pct,sc_barrel_se,sc_hardhit_pct,sc_hardhit_se,sc_chase_pct,sc_chase_se,sc_zswing_pct,sc_zswing_se,sc_whiff_pct,sc_whiff_se,sc_zcontact_pct,sc_zcontact_se,sc_swstr_pct,sc_babip,sc_babip_den,sc_babip_se,sc_xbabip
2021,429,68,224,222,144,68,68,88.84411764705884,8.529411764705882,0.04411764705882353,0.02490313005274184,0.39705882352941174,0.05933493096110905,0.3482142857142857,0.031831104014193264,0.7024390243902439,0.03193120970445505,0.3108108108108108,0.031062814208459393,0.8125,0.03252603124165832,0.16083916083916083,0.3181818181818182,66,0.05733238398971739,0.3460769230769231
2022,881,142,447,440,299,142,142,87.31126760563379,6.612676056338028,0.07746478873239436,0.02243362592417718,0.38028169014084506,0.04073856240458203,0.31543624161073824,0.0219790534352322,0.6889400921658986,0.022221219234508004,0.2409090909090909,0.02038671028939543,0.8695652173913043,0.019476557394507165,0.12031782065834279,0.302158273381295,139,0.03894828255174326,0.31261594202898557
2023,1405,244,703,720,509,244,244,89.42622950819673,10.270491803278688,0.05327868852459016,0.01437781617085819,0.46311475409836067,0.03192200270502933,0.30014224751066854,0.017285852048374222,0.7334293948126801,0.016784389517226234,0.21666666666666667,0.015353348450483865,0.8919449901768173,0.013760448766161603,0.1110320284697509,0.3813559322033898,236,0.03161765659209636,0.35541880341880344
2024,2852,515,1414,1373,975,515,514,90.18268482490272,9.122330097087378,0.09320388349514563,0.01281056296532215,0.4396887159533074,0.02189302560340353,0.2814710042432815,0.011959534495795584,0.6818181818181818,0.01231697188175306,0.21849963583394028,0.011152049347212494,0.8738461538461538,0.010633235426979753,0.10518934081346423,0.3441295546558704,494,0.021375020622582692,0.3328466257668712
2025,2631,455,1350,1238,818,455,454,91.6262114537445,12.035242290748899,0.0967032967032967,0.013855753683285945,0.46916299559471364,0.023421491277347484,0.3111111111111111,0.012599852663874641,0.6420722135007849,0.013430894297312403,0.2617124394184168,0.012492939475170496,0.8691931540342298,0.011789536563795364,0.12314709236031927,0.32574031890660593,439,0.02236748186492484,0.32636866359447003
2026,1450,240,774,716,447,240,237,88.71181434599156,13.184873949579831,0.1125,0.0203964610901009,0.38396624472573837,0.03159181700095361,0.3475452196382429,0.01711631963541115,0.6612426035502958,0.01820335584187163,0.3240223463687151,0.017490295210991616,0.8366890380313199,0.01748380469330948,0.16,0.23788546255506607,227,0.028260584875992294,0.30883486238532115
