Name,Team,Season,Age,G,PA,AB,HR,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,xwOBA,wRC+,WAR,K%,BB%,Barrel%,HardHit%,EV,O-Swing%,Z-Contact%,Contact%,SwStr%,Spd
Heliot Ramos,SFG,2026,26.0,48.0,191.0,179.0,6.0,0.268156424,0.308900523,0.458100558,0.767001081,0.189944134,0.333333333,0.3292936055283797,0.34167048000396893,110.02829703056513,0.5490924610438708,0.2513089,0.057591623,0.15151515,0.5,92.0,0.39910314,0.88607595,0.75903614,0.13089005,3.522574115
Nathan Church,STL,2026,25.0,65.0,215.0,200.0,6.0,0.255,0.297674418,0.4,0.697674418,0.145,0.3,0.3050334043281023,0.29366458626680597,93.43431531557138,0.5419464025875771,0.213953488,0.05116279,0.08974359,0.32051282,86.15751378676471,0.45548654,0.84978541,0.77483444,0.12393682,5.194904557773735
Griffin Conine,MIA,2026,28.0,20.0,57.0,50.0,3.0,0.28,0.368421052,0.52,0.888421052,0.24,0.34375,0.3856981407132065,0.4160475814551638,144.3304786139755,0.5145186915247003,0.263157894,0.105263157,0.14285714,0.54285714,89.07714146205358,0.35114504,0.70175439,0.60194175,0.19248826,5.2178098728461055
Jordan Lawlar,ARI,2026,23.0,12.0,44.0,38.0,1.0,0.315789473,0.409090909,0.447368421,0.85645933,0.131578948,0.407407407,0.38365715471181,0.3481605919924649,143.30957277831007,0.5046691568706421,0.227272727,0.068181818,0.03571429,0.25,86.46296296296296,0.31192661,0.95555556,0.79746835,0.09142857,6.169108102324824
Braden Montgomery,CHW,2026,23.0,20.0,80.0,71.0,2.0,0.239436619,0.3125,0.422535211,0.735035211,0.183098592,0.294117647,0.3206674635410309,0.3132063708727873,103.11155948381358,0.5023277717004626,0.2375,0.1,0.05660377,0.43396226,90.00576547475961,0.28220859,0.8627451,0.75,0.12802768,2.713509311607143
Matt Shaw,CHC,2026,24.0,56.0,147.0,130.0,4.0,0.246153846,0.321917808,0.415384615,0.737302423,0.169230769,0.28,0.32438575078363285,0.30140348983137577,106.12323963072501,0.500395409517727,0.183673469,0.081632653,0.04761905,0.36190476,86.77548636642157,0.37606838,0.89333333,0.82269504,0.08347245,7.06241985480472
Randal Grichuk,- - -,2026,34.0,54.0,124.0,117.0,9.0,0.264957264,0.298387096,0.564102564,0.86248966,0.2991453,0.271604938,0.3647381706583884,0.38281592246024837,133.749820814096,0.4788813229750934,0.225806451,0.04032258,0.14444444,0.47777778,90.41666531032986,0.332,0.86131387,0.76363636,0.11529933,2.295634915
Tommy Edman,LAD,2026,31.0,12.0,46.0,41.0,1.0,0.365853658,0.434782608,0.536585365,0.971367973,0.170731707,0.451612903,0.42318636697271594,0.3747323906939963,171.4344643225329,0.46843752187802806,0.195652173,0.108695652,0.09375,0.375,89.8031234741211,0.32323232,0.92156863,0.81927711,0.08474576,2.6757518712499997
Dane Myers,CIN,2026,30.0,63.0,137.0,117.0,3.0,0.256410256,0.357664233,0.384615384,0.742279617,0.128205128,0.3375,0.33415615819666505,0.3551220749363755,106.07643025064313,0.4538209285079104,0.255474452,0.124087591,0.07228916,0.3253012,89.95405537373311,0.2278481,0.87586207,0.83870968,0.06227758,5.109081152097801
Kyle Isbel,KCR,2026,29.0,56.0,183.0,164.0,3.0,0.243902439,0.297752808,0.353658536,0.651411344,0.109756097,0.305785123,0.2898858474211746,0.2753080518058177,79.19202266198009,0.4497427041984491,0.224043715,0.054644808,0.03100775,0.34108527,88.59914196047009,0.35917313,0.95061728,0.84717608,0.0694864,5.777559525283754
Ryan Waldschmidt,ARI,2026,23.0,33.0,122.0,112.0,0.0,0.258928571,0.314049586,0.357142857,0.671192443,0.098214286,0.402777777,0.29925532528191556,0.2887337739802589,86.42712705026774,0.4483272320308057,0.327868852,0.06557377,0.08219178,0.35616438,86.75971815321181,0.27586207,0.86259542,0.69458128,0.13219616,6.445321634374526
Steven Kwan,CLE,2026,28.0,79.0,320.0,271.0,1.0,0.21402214,0.319620253,0.265682656,0.585302909,0.051660516,0.238493723,0.27413571145799426,0.30082017947465944,72.60655094556692,0.4435929071277256,0.103125,0.125,0.00409836,0.09836066,83.20432562229438,0.22916667,0.98571429,0.9258427,0.02648475,3.991221251160436
Dylan Crews,WSN,2026,24.0,38.0,155.0,145.0,5.0,0.234482758,0.283870967,0.372413793,0.65628476,0.137931035,0.268518518,0.29066150342264485,0.32540700342748075,81.6335180012285,0.42772081722714445,0.206451612,0.038709677,0.08849558,0.45132743,90.80088495575221,0.41719745,0.8343949,0.72569444,0.14821764,5.752727102593996
Derek Hill,- - -,2026,30.0,66.0,125.0,113.0,6.0,0.238938053,0.295081967,0.415929203,0.71101117,0.17699115,0.333333333,0.31202308222895764,0.2894197337883563,96.28426182702012,0.40921430849583745,0.352,0.064,0.11111111,0.34722222,89.69677340599799,0.35438596,0.78014184,0.64876033,0.17346939,5.085478669729142
Bryan Torres,STL,2026,28.0,20.0,53.0,47.0,3.0,0.234042553,0.307692307,0.468085106,0.775777413,0.234042553,0.222222222,0.33603349786538345,0.3288174423516965,114.32676693788257,0.4028042656403717,0.150943396,0.094339622,0.075,0.275,85.90000131967905,0.33628319,0.92156863,0.80898876,0.085,6.737401458337414
Taylor Trammell,HOU,2026,28.0,38.0,109.0,98.0,3.0,0.265306122,0.333333333,0.428571428,0.761904761,0.163265306,0.389830508,0.33539395641397546,0.3021233876546224,114.06394299476916,0.39581524114259337,0.330275229,0.082568807,0.11111111,0.38095238,90.01147861168033,0.32627119,0.81818182,0.65656566,0.16306954,5.42912670730418
Spencer Steer,CIN,2026,28.0,81.0,320.0,284.0,13.0,0.235915492,0.313479623,0.415492957,0.72897258,0.179577465,0.272727272,0.3208909931601402,0.33966101609267196,97.13639855511697,0.3915803737471869,0.234375,0.09375,0.12735849,0.37264151,89.26900390625,0.29291553,0.8487395,0.77097902,0.10339384,4.124023045667186
Max Schuemann,NYY,2026,29.0,26.0,48.0,37.0,1.0,0.189189189,0.375,0.378378378,0.753378378,0.189189189,0.25,0.3465351623793443,0.31089186668395996,122.27237227145741,0.36319735036669176,0.25,0.1875,0.12,0.44,88.167998046875,0.21705426,0.81034483,0.72093023,0.11428571,5.109792810262487
Brandon Lockridge,MIL,2026,29.0,28.0,96.0,85.0,0.0,0.294117647,0.368421052,0.34117647,0.709597522,0.047058823,0.416666666,0.32374036876778856,0.2764295821494244,104.65697872524807,0.3136548319030361,0.260416666,0.104166666,0.01639344,0.32786885,86.23636363636363,0.32352941,0.85436893,0.77222222,0.09927361,4.893587266857794
Roman Anthony,BOS,2026,22.0,30.0,130.0,109.0,1.0,0.229357798,0.353846153,0.321100917,0.67494707,0.091743119,0.32,0.3101791794909987,0.35220083594322205,91.9412511066201,0.29616861795881644,0.253846153,0.153846153,0.09210526,0.47368421,92.33866536458333,0.23529412,0.84732824,0.74384236,0.0952381,5.274614413311127
Myles Straw,TOR,2026,31.0,76.0,152.0,134.0,3.0,0.23880597,0.3,0.350746268,0.650746268,0.111940298,0.258928571,0.2886856770515442,0.2982799530029297,82.0141374167184,0.29570532813849815,0.144736842,0.085526315,0.03418803,0.27350427,86.19911504424779,0.2006079,0.91823899,0.89333333,0.04013378,4.422044074370646
Carlos Cortes,ATH,2026,29.0,66.0,209.0,184.0,6.0,0.27173913,0.354066985,0.429347826,0.783414811,0.157608696,0.285714285,0.34648960429515563,0.352081298828125,118.2650902585258,0.2928410541095614,0.119617224,0.100478468,0.08125,0.4,89.79108404657643,0.26679842,0.88235294,0.8230563,0.07701284,2.8880881621242445
Ryan Ward,LAD,2026,28.0,20.0,60.0,55.0,3.0,0.218181818,0.283333333,0.454545454,0.737878787,0.236363636,0.257142857,0.3190598686536153,0.31655405335507153,101.25861707496759,0.2650057103528529,0.283333333,0.083333333,0.10526316,0.28947368,88.50540408572635,0.37748344,0.84415584,0.79104478,0.11111111,1.7499999962500001
Everson Pereira,CHW,2026,25.0,21.0,77.0,69.0,3.0,0.231884057,0.298701298,0.420289855,0.718991153,0.188405798,0.295454545,0.3138793288887321,0.3024630856204343,98.44959960528554,0.26207457974933984,0.298701298,0.064935064,0.10638298,0.42553191,87.87659990026596,0.43870968,0.8372093,0.65584416,0.20152091,3.366330108542929
Heriberto Hernandez,MIA,2026,26.0,57.0,192.0,172.0,8.0,0.220930232,0.296875,0.40116279,0.69803779,0.180232558,0.25,0.30725992408891517,0.34362586339314777,91.46719792120696,0.2619656807881885,0.234375,0.09375,0.0859375,0.484375,91.99296569824219,0.27488152,0.79620853,0.6941896,0.13908206,4.740429493491677
Jonah Cox,SFG,2026,24.0,22.0,28.0,25.0,1.0,0.28,0.28,0.52,0.8,0.24,0.6,0.33878517150878906,0.2730000114440918,116.42511911844674,0.260783253359562,0.5,0.0,0.07142857,0.35714286,90.05,0.43137255,0.55555556,0.55172414,0.26262626,10.0
Tyler Callihan,PIT,2026,26.0,25.0,69.0,59.0,3.0,0.237288135,0.333333333,0.491525423,0.824858756,0.254237288,0.323529411,0.35394370987795404,0.2934606800908628,122.39047101947477,0.2585144759972257,0.333333333,0.115942028,0.10810811,0.32432432,84.45135003167229,0.36419753,0.78494624,0.69736842,0.16487455,6.4965848664466375
Ramon Laureano,SDP,2026,31.0,53.0,206.0,182.0,7.0,0.203296703,0.286407766,0.373626373,0.660034139,0.17032967,0.267857142,0.29199523543848577,0.3122171198280112,86.22820485308306,0.2466697741514586,0.31553398,0.097087378,0.14285714,0.41176471,87.98991432510505,0.34730539,0.83464567,0.70093458,0.15112161,6.549150498888485
Jose Azocar,ATL,2026,30.0,9.0,16.0,15.0,0.0,0.333333333,0.375,0.466666666,0.841666666,0.133333333,0.416666666,0.36853695660829544,0.2995336353778839,133.62951171368854,0.23412598485219796,0.1875,0.0625,0.0,0.25,86.81818181818181,0.47222222,0.83333333,0.74285714,0.14516129,4.7023809482142855
John Rave,KCR,2026,28.0,9.0,21.0,18.0,1.0,0.222222222,0.333333333,0.611111111,0.944444444,0.388888889,0.3,0.3936031914892651,0.4196306705474854,150.4230929810087,0.2296454044119887,0.333333333,0.142857142,0.27272727,0.63636364,100.33333333333333,0.25925926,0.84,0.69230769,0.13333333,4.10119047125
Victor Bericoto,SFG,2026,24.0,19.0,40.0,39.0,4.0,0.307692307,0.325,0.641025641,0.966025641,0.333333334,0.32,0.40974322259426116,0.31883845329284666,164.24715706597266,0.22630254460848534,0.25,0.025,0.17241379,0.51724138,89.96206559806035,0.45360825,0.95744681,0.74725275,0.14285714,1.8551587294642855
Eli White,ATL,2026,32.0,51.0,115.0,107.0,3.0,0.214953271,0.260869565,0.355140186,0.616009751,0.140186915,0.25,0.2702608549076578,0.28140974881356223,67.39652767637699,0.22586567204096505,0.217391304,0.052173913,0.06024096,0.3253012,87.04750366210938,0.32442748,0.81560284,0.73893805,0.13111111,7.1199166607439475
Parker Meadows,DET,2026,26.0,12.0,39.0,36.0,0.0,0.25,0.307692307,0.333333333,0.64102564,0.083333333,0.346153846,0.2878092450973315,0.2500143540211213,80.55164617213983,0.22522674779748755,0.256410256,0.051282051,0.03846154,0.19230769,85.28077110877403,0.31958763,0.88372093,0.81081081,0.08588957,8.141510696074823
Lane Thomas,KCR,2026,30.0,72.0,227.0,193.0,5.0,0.212435233,0.321585903,0.331606217,0.65319212,0.119170984,0.258992805,0.298367834826398,0.3136832955650296,85.01728792243581,0.20001593657940833,0.224669603,0.13215859,0.04166667,0.375,87.38749864366319,0.23272727,0.86561265,0.81889764,0.07293869,2.697265071655034
Joey Loperfido,HOU,2026,27.0,39.0,120.0,102.0,1.0,0.215686274,0.313559322,0.333333333,0.646892655,0.117647059,0.295774647,0.28961225452586115,0.2971322801378038,82.62195365520247,0.19106233386518537,0.258333333,0.116666666,0.06756757,0.35135135,89.04444715711806,0.35018051,0.79699248,0.72173913,0.13473684,4.592818052684252
Jose Fermin,STL,2026,27.0,49.0,134.0,122.0,3.0,0.262295081,0.315789473,0.385245901,0.701035374,0.12295082,0.284313725,0.3098075089598061,0.2811306831531955,96.65181367368993,0.1844407088531676,0.134328358,0.074626865,0.01886792,0.30188679,85.10666852678571,0.26984127,0.93023256,0.88317757,0.04578755,4.075573671718839
Nate Eaton,BOS,2026,29.0,11.0,29.0,23.0,1.0,0.173913043,0.344827586,0.391304347,0.736131933,0.217391304,0.1875,0.335218267194156,0.3487972391062769,109.1376133248525,0.18413630022688485,0.206896551,0.137931034,0.11764706,0.35294118,90.95293830422794,0.22222222,0.77777778,0.7,0.13392857,5.9194840385131275
Kerry Carpenter,DET,2026,28.0,64.0,205.0,181.0,13.0,0.23756906,0.308823529,0.50276243,0.811585959,0.26519337,0.272727272,0.34671127416339576,0.3178888453115331,121.00442301517043,0.18403390093505428,0.297560975,0.07804878,0.11290323,0.49193548,90.94628099173553,0.39243028,0.8115942,0.72277228,0.13742331,2.74068322125
Nelson Velazquez,STL,2026,27.0,17.0,44.0,39.0,3.0,0.307692307,0.386363636,0.589743589,0.976107225,0.282051282,0.36,0.41892760314724664,0.42312808470292523,170.19308496345042,0.17842925873341076,0.25,0.09090909,0.14285714,0.64285714,94.04643031529018,0.31958763,0.76470588,0.65853659,0.16184971,1.4409340587500001
Victor Mesa Jr.,TBR,2026,24.0,24.0,75.0,65.0,3.0,0.2,0.297297297,0.353846153,0.65114345,0.153846153,0.227272727,0.29351477043048757,0.3406600178898992,83.83409861920303,0.1706997584159587,0.24,0.12,0.10416667,0.41666667,87.40869671365489,0.35428571,0.825,0.76056338,0.12056738,3.135661180883451
Dustin Harris,- - -,2026,26.0,17.0,52.0,43.0,0.0,0.232558139,0.333333333,0.302325581,0.635658914,0.069767442,0.27027027,0.29242319452996346,0.3341708183288574,83.85548984645426,0.1651301266020921,0.134615384,0.115384615,0.0,0.15789474,83.68611145019531,0.31304348,0.90909091,0.8625,0.05820106,8.62775886841677
Jorge Barrosa,ARI,2026,25.0,59.0,124.0,109.0,2.0,0.183486238,0.258333333,0.348623853,0.606957186,0.165137615,0.25,0.2689427281419436,0.21304887135823566,65.99801226286066,0.1505432030036663,0.282258064,0.080645161,0.06410256,0.23076923,86.36176614200367,0.32317073,0.87179487,0.74887892,0.10447761,4.39285714
Justin Dean,CHC,2026,29.0,7.0,5.0,4.0,0.0,0.5,0.6,1.0,1.6,0.5,0.666666666,0.6372503280639649,0.43610758781433107,316.9777016439857,0.14054674405436382,0.2,0.2,0.0,0.33333333,80.33333333333333,0.5,0.85714286,0.84615385,0.10526316,5.14285714
Tommy Troy,ARI,2026,24.0,32.0,108.0,98.0,3.0,0.234693877,0.305555555,0.37755102,0.683106575,0.142857143,0.28169014,0.30348803047780637,0.3119757263748734,89.27975033123637,0.13824104474705412,0.222222222,0.092592592,0.10810811,0.31081081,84.70277913411458,0.27935223,0.81896552,0.75675676,0.10321101,4.39285714
David Fry,CLE,2026,30.0,56.0,137.0,117.0,5.0,0.213675213,0.328467153,0.376068376,0.704535529,0.162393163,0.28169014,0.3149534608511364,0.2680089894463034,100.63939350831734,0.13586419506395792,0.299270072,0.145985401,0.06578947,0.32894737,85.78800130208333,0.28888889,0.78947368,0.71875,0.11842105,1.08035714
LaMonte Wade Jr.,HOU,2026,32.0,4.0,13.0,12.0,1.0,0.333333333,0.384615384,0.75,1.134615384,0.416666667,0.375,0.4740078082451454,0.30027215297405535,209.2612613959755,0.13211463041026336,0.23076923,0.076923076,0.11111111,0.44444444,84.57777913411458,0.25806452,0.9375,0.875,0.05357143,1.08035714
Junior Perez,CHW,2026,24.0,10.0,17.0,16.0,2.0,0.25,0.294117647,0.625,0.919117647,0.375,0.333333333,0.38688329037498026,0.3485022432663861,148.58731148865866,0.12832525540722634,0.470588235,0.058823529,0.125,0.625,92.36250305175781,0.31707317,0.72727273,0.62857143,0.18309859,3.5202985773248234
Luis Robert Jr.,NYM,2026,28.0,24.0,98.0,85.0,2.0,0.223529411,0.326530612,0.329411764,0.655942376,0.105882353,0.257575757,0.30050639777767413,0.323346877584652,91.52936072230993,0.12347699010855412,0.173469387,0.132653061,0.02941176,0.42647059,90.23823816636029,0.35169492,0.89247312,0.75,0.11640212,2.836919362860809
Jo Adell,LAA,2026,27.0,86.0,362.0,338.0,11.0,0.24556213,0.290055248,0.393491124,0.683546372,0.147928994,0.291497975,0.30030199210288117,0.32007873790890146,88.19739451832353,0.11763337127264051,0.226519337,0.027624309,0.08139535,0.44186047,90.20630075049213,0.40892642,0.87788018,0.75679172,0.13564214,4.350065235029761
Sal Frelick,MIL,2026,26.0,78.0,278.0,242.0,3.0,0.252066115,0.32103321,0.342975206,0.664008416,0.090909091,0.267281105,0.2969071143203311,0.29498282475257986,86.57276005221505,0.11435487927256038,0.089928057,0.089928057,0.02202643,0.26431718,85.91805917245371,0.25171233,0.95205479,0.90888383,0.03766478,3.901887680730904
Jake Fraley,TBR,2026,31.0,28.0,90.0,82.0,2.0,0.231707317,0.3,0.390243902,0.690243902,0.158536585,0.309090909,0.3048396388689677,0.2796852805397727,91.61179971002097,0.11160096568948231,0.277777777,0.088888888,0.0877193,0.21052632,84.1107177734375,0.25471698,0.90517241,0.80588235,0.08707124,4.09228886514271
Justin Crawford,PHI,2026,22.0,81.0,265.0,246.0,2.0,0.25609756,0.306818181,0.345528455,0.652346636,0.089430895,0.322751322,0.2915278887658408,0.2722721462467324,80.59680385513663,0.11018181700739113,0.207547169,0.060377358,0.01041667,0.33854167,87.01351351351352,0.3772242,0.88087774,0.83615819,0.08613861,5.964299646669572
Drew Gilbert,SFG,2026,25.0,67.0,192.0,167.0,3.0,0.22754491,0.315789473,0.353293413,0.669082886,0.125748503,0.267175572,0.29691617698111433,0.2936534676500546,88.20759320704025,0.10709036571777064,0.177083333,0.09375,0.02205882,0.32352941,85.41307842548076,0.27941176,0.90960452,0.79725086,0.0821727,4.07305722596019
MJ Melendez,NYM,2026,27.0,56.0,144.0,120.0,4.0,0.191666666,0.314685314,0.35,0.664685314,0.158333334,0.283582089,0.30226092405252525,0.28064031534261635,92.71182022919231,0.09748818614733545,0.347222222,0.118055555,0.11111111,0.55555556,94.2436592209507,0.31891892,0.77380952,0.69230769,0.14308943,3.5131617666863733
Zach McKinstry,DET,2026,31.0,62.0,213.0,187.0,3.0,0.192513368,0.274881516,0.288770053,0.563651569,0.096256685,0.22,0.25476866705077034,0.2656330126894718,57.86001480264707,0.09537436921192327,0.169014084,0.103286384,0.01935484,0.2,84.09013286389802,0.32666667,0.94594595,0.87192118,0.0625,3.5196189839909375
Kahlil Watson,CLE,2026,23.0,13.0,43.0,42.0,1.0,0.285714285,0.302325581,0.428571428,0.730897009,0.142857143,0.407407407,0.3177121780639471,0.3025241452594136,102.53402725103085,0.09175529132916253,0.325581395,0.023255813,0.14285714,0.42857143,92.77407045717592,0.3452381,0.88888889,0.71621622,0.1372549,3.641411538682288
Gabriel Gonzalez,MIN,2026,22.0,1.0,4.0,2.0,0.0,0.5,0.75,0.5,1.25,0.0,0.5,0.5725134462118149,0.42301899194717413,275.5701868717897,0.08279433232389018,0.0,0.5,0.0,0.0,63.099998474121094,0.23076923,1.0,1.0,0.0,1.60119047125
Starling Marte,KCR,2026,37.0,39.0,109.0,97.0,1.0,0.268041237,0.330275229,0.340206185,0.670481414,0.072164948,0.357142857,0.3015121325440363,0.31655806082266347,87.17673091474785,0.0680196578040273,0.256880733,0.073394495,0.12676056,0.36619718,89.0,0.34862385,0.84126984,0.74257426,0.12967581,2.568024348768369
Bryce Teodosio,LAA,2026,27.0,34.0,51.0,47.0,0.0,0.212765957,0.26,0.255319148,0.515319148,0.042553191,0.344827586,0.2350197184085846,0.20293228149414064,43.36278879363683,0.06174895165554541,0.352941176,0.058823529,0.06666667,0.23333333,83.51851851851852,0.38541667,0.76363636,0.66304348,0.17514124,5.989205034347345
Jesus Sanchez,TOR,2026,28.0,73.0,234.0,215.0,7.0,0.274418604,0.316239316,0.437209302,0.753448618,0.162790698,0.325,0.3253616265984564,0.33508304069782124,107.20247177551343,0.06173870779619817,0.222222222,0.042735042,0.10778443,0.46706587,91.09578548569277,0.41941748,0.84644195,0.77018634,0.12642369,1.9099804890935352
Yohendrick Pinango,TOR,2026,24.0,48.0,151.0,142.0,5.0,0.267605633,0.311258278,0.422535211,0.733793489,0.154929578,0.320388349,0.32142686725452246,0.31244927210523593,104.50015499296825,0.060927801274875654,0.225165562,0.059602649,0.07407407,0.44444444,90.50648328993056,0.37654321,0.80924855,0.77288136,0.11775044,0.4107142775
Adolis Garcia,PHI,2026,33.0,67.0,259.0,231.0,7.0,0.194805194,0.27027027,0.329004329,0.599274599,0.134199135,0.265734265,0.26825113462205097,0.29373448787969053,64.90948151565017,0.05053140079227503,0.324324324,0.081081081,0.09333333,0.48,92.14600260416667,0.3323217,0.8302583,0.6877551,0.14140481,4.299157013122041
Jarren Duran,BOS,2026,29.0,78.0,339.0,312.0,12.0,0.19551282,0.250737463,0.352564102,0.603301565,0.157051282,0.243781094,0.2650809261651166,0.28562127976190477,60.96864105007704,0.04836060196156827,0.300884955,0.061946902,0.10328638,0.38028169,89.50047889122597,0.37702703,0.86167147,0.67571885,0.16136725,6.8488566963133914
Edmundo Sosa,PHI,2026,30.0,48.0,145.0,135.0,5.0,0.222222222,0.256944444,0.385185185,0.642129629,0.162962963,0.25,0.2784328907728195,0.3414621618058946,71.77145590144612,0.03796414917340157,0.220689655,0.020689655,0.0754717,0.39622642,87.08952752976191,0.53894081,0.9025974,0.76452599,0.14446529,6.071142573200664
Stuart Fairchild,CLE,2026,30.0,14.0,27.0,19.0,0.0,0.157894736,0.407407407,0.157894736,0.565302143,0.0,0.6,0.3074086418858281,0.2804536996064363,95.45775744647028,0.036319323484549595,0.518518518,0.259259259,0.0,0.4,94.25,0.27027027,0.40909091,0.33333333,0.25454545,5.34719141249985
Spencer Jones,NYY,2026,25.0,30.0,82.0,73.0,2.0,0.232876712,0.31707317,0.369863013,0.686936183,0.136986301,0.405405405,0.30780926710221823,0.2588005065917969,95.67617474598515,0.03501635869766984,0.414634146,0.109756097,0.02564103,0.58974359,94.22105006167763,0.3652968,0.69642857,0.60416667,0.20994475,2.8183288117555345
Luke Williams,ATL,2026,29.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6994842886924744,0.699537992477417,356.6708105015915,0.034097740207345226,0.0,1.0,,,,0.0,,,0.0,0.14285714
Mike Yastrzemski,ATL,2026,35.0,76.0,231.0,204.0,4.0,0.220588235,0.311688311,0.333333333,0.645021644,0.112745098,0.284722222,0.29340721518446355,0.29075890082817574,82.99597132754486,0.031155338815764377,0.242424242,0.099567099,0.0472973,0.43243243,90.3149646577381,0.29055258,0.88235294,0.78802993,0.08664628,4.023206454473642
Austin Slater,- - -,2026,33.0,28.0,74.0,65.0,0.0,0.23076923,0.31081081,0.276923076,0.587733886,0.046153846,0.333333333,0.27127937690631765,0.23546992262748823,69.22547704438001,0.0033354550817278478,0.283783783,0.108108108,0.02222222,0.17777778,85.0068192915483,0.29518072,0.8452381,0.73684211,0.11986301,5.095429484801914
Javier Baez,DET,2026,33.0,24.0,82.0,78.0,2.0,0.256410256,0.280487804,0.397435897,0.677923701,0.141025641,0.295081967,0.2941274839203532,0.29383407404393325,84.89089066339496,-0.014333318858525512,0.195121951,0.024390243,0.03174603,0.28571429,84.69354838709677,0.53038674,0.85915493,0.74850299,0.15053763,3.5635432652650634
Jakob Marsee,MIA,2026,25.0,84.0,351.0,296.0,4.0,0.189189189,0.307471264,0.287162162,0.594633426,0.097972973,0.246445497,0.27761555163339635,0.29319092855288115,71.48843183600565,-0.01829144907608292,0.233618233,0.125356125,0.03211009,0.33944954,86.55571056547619,0.26510481,0.92941176,0.82342342,0.07045291,6.759763597288585
Michael Siani,BAL,2026,26.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919999957084656,-100.0,-0.022210466899499084,0.0,0.0,0.0,0.0,79.9000015258789,0.25,,1.0,0.0,0.14285714
Luis Matos,MIL,2026,24.0,9.0,21.0,20.0,0.0,0.2,0.238095238,0.2,0.438095238,0.0,0.307692307,0.2030392913591294,0.12964466639927455,23.310726737699476,-0.035296880085497244,0.333333333,0.047619047,0.0,0.23076923,84.14615572415866,0.5106383,0.94736842,0.69767442,0.18055556,0.76785714
Steward Berroa,PHI,2026,27.0,6.0,7.0,7.0,0.0,0.142857142,0.142857142,0.142857142,0.285714284,0.0,0.333333333,0.1272978867803301,0.21114284651620047,-30.08568061182097,-0.04022304111589904,0.571428571,0.0,0.0,0.0,90.66666666666667,0.44444444,1.0,0.91666667,0.04347826,0.14285714
Addison Barger,TOR,2026,26.0,9.0,28.0,22.0,0.0,0.045454545,0.214285714,0.09090909,0.305194804,0.045454545,0.0625,0.1699766835996083,0.25566749913351877,0.4870916168882574,-0.041905893581367995,0.25,0.178571428,0.0,0.5,88.98750305175781,0.35443038,0.91666667,0.80769231,0.08403361,1.60119047125
Brice Matthews,HOU,2026,24.0,75.0,211.0,194.0,6.0,0.190721649,0.244019138,0.319587628,0.563606766,0.128865979,0.256198347,0.2500540887910213,0.26214197965768665,55.45416884092591,-0.04671464203550482,0.322274881,0.06635071,0.08527132,0.37984496,87.475830078125,0.2751004,0.76470588,0.64795918,0.1580756,3.9702739765990334
Jasson Dominguez,NYY,2026,23.0,26.0,100.0,94.0,3.0,0.212765957,0.252525252,0.382978723,0.635503975,0.170212766,0.246376811,0.2769262489646372,0.27859229270857994,74.46631388435644,-0.04819908960211933,0.22,0.04,0.02739726,0.36986301,89.39583333333333,0.4,0.87378641,0.75384615,0.12903226,5.1269428175921075
Ben Malgeri,DET,2026,26.0,5.0,13.0,10.0,0.0,0.2,0.307692307,0.2,0.507692307,0.0,0.285714285,0.2447029994084285,0.3549289336571327,50.94710851795742,-0.04936857149776873,0.307692307,0.153846153,0.0,0.57142857,96.29999651227679,0.37837838,1.0,0.68,0.14545455,1.08035714
Jared Oliva,SFG,2026,30.0,7.0,7.0,7.0,0.0,0.142857142,0.142857142,0.142857142,0.285714284,0.0,0.166666666,0.1272978867803301,0.30785713876996723,-26.10631742736709,-0.055139903103109754,0.142857142,0.0,0.0,0.66666667,93.65000406901042,0.30769231,1.0,0.84615385,0.07407407,7.5
Dylan Beavers,BAL,2026,24.0,36.0,130.0,113.0,2.0,0.230088495,0.317829457,0.3539823,0.671811757,0.123893805,0.303797468,0.30186352295468943,0.30144240505011505,91.91116915678073,-0.05624575692110735,0.253846153,0.115384615,0.06097561,0.3902439,87.47037157600309,0.24509804,0.86982249,0.79098361,0.09205776,4.369898264839877
Victor Robles,SEA,2026,29.0,31.0,76.0,73.0,0.0,0.232876712,0.263157894,0.260273972,0.523431866,0.02739726,0.283333333,0.2366918733245448,0.2457317553068462,52.27612466568811,-0.05785159541348112,0.171052631,0.039473684,0.03333333,0.2,84.65172918911638,0.4,0.86746988,0.76870748,0.12454212,5.209478367010595
Tanner Murray,CHW,2026,26.0,13.0,33.0,28.0,1.0,0.214285714,0.28125,0.321428571,0.602678571,0.107142857,0.238095238,0.2559025364537393,0.2752910429431546,58.63225742481551,-0.06198572842149369,0.212121212,0.06060606,0.08695652,0.43478261,90.66666666666667,0.36507937,0.80769231,0.67346939,0.15533981,0.4107142775
Max Kepler,ARI,2026,33.0,4.0,13.0,13.0,0.0,0.153846153,0.153846153,0.23076923,0.384615383,0.076923077,0.181818181,0.16561622344530547,0.2872307667365441,-3.638680867787042,-0.07184160266029416,0.153846153,0.0,0.09090909,0.45454545,84.89090798117898,0.46153846,0.9375,0.82142857,0.10416667,2.64285714
