Name,Team,Season,Age,G,PA,AB,H,HR,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,xwOBA,wRC+,WAR,K%,BB%,Barrel%,HardHit%,EV,maxEV,LA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,SwStr%,GB%,FB%,LD%,Pull%,Cent%,Oppo%,Spd,BaseRunning,UBR,wBsR,Defense,Fielding,Offense
Jarren Duran,BOS,2021,24.0,33.0,112.0,107.0,23.0,2.0,0.214953271,0.241071428,0.336448598,0.577520026,0.121495327,0.318181818,0.2473721887384142,0.24592178208487375,47.57752269285587,-0.3263355167074545,0.357142857,0.035714285,0.04411765,0.39705882,89.61790899020522,108.2,7.791044776119403,0.38582677,0.70857143,0.51748252,0.54081633,0.81451613,0.69369369,0.15850816,0.492537313,0.313432835,0.19402985,0.33823529,0.33823529,0.32352941,7.355344561740036,0.5257598115131259,0.10000002384185791,-0.08777362573891878,-0.4258873164653778,-0.7533906102180481,-6.662729307364097
Jarren Duran,BOS,2022,25.0,58.0,223.0,204.0,45.0,3.0,0.220588235,0.28251121,0.362745098,0.645256308,0.142156863,0.302158273,0.28385758239592135,0.28646347661724003,77.32115962421896,-0.12847948080906452,0.28251121,0.062780269,0.07746479,0.38028169,89.25147202435662,110.4,7.5661764705882355,0.34122288,0.70855615,0.49716232,0.56647399,0.87924528,0.75570776,0.12145289,0.507352941,0.338235294,0.154411764,0.35211268,0.37323944,0.27464789,7.301909899896414,2.2258524796925485,-0.800000011920929,0.8248398206196725,-4.815422862768173,-5.1829352378845215,-3.465206028340205
Jarren Duran,BOS,2023,26.0,102.0,362.0,332.0,98.0,8.0,0.295180722,0.346260387,0.48192771,0.828188097,0.186746988,0.381355932,0.3536087824238671,0.3213809977666913,121.79762522376637,2.4892974088292936,0.248618784,0.066298342,0.05306122,0.46122449,89.89545131714875,112.6,10.698347107438016,0.34525277,0.74188034,0.51146132,0.58928571,0.9124424,0.78571429,0.10920771,0.41322314,0.330578512,0.256198347,0.31967213,0.38114754,0.29918033,7.040178361320512,7.221896834671497,1.2999999523162842,3.3394340947270393,-4.062661986798048,-4.014650821685791,16.67665293656934
Jarren Duran,BOS,2024,27.0,160.0,735.0,671.0,191.0,21.0,0.284649776,0.341961852,0.491803278,0.83376513,0.207153502,0.344827586,0.3568673902286514,0.33954088805151766,130.74070663303564,6.8289343934834825,0.217687074,0.073469387,0.09320388,0.43883495,90.78228038877953,113.9,9.467583497053045,0.31238447,0.70819672,0.48223707,0.60157791,0.88657407,0.78118162,0.10533708,0.46561886,0.351669941,0.182711198,0.3223301,0.38058252,0.29708738,7.982662395677068,8.327457450330257,2.099999964237213,2.6469207033514977,7.598674058914185,9.352217674255371,34.180210206600464
Jarren Duran,BOS,2025,28.0,157.0,696.0,620.0,159.0,16.0,0.256451612,0.3323741,0.441935483,0.774309583,0.185483871,0.326484018,0.3350495208237288,0.32572161962115576,111.15078705378289,3.910729398825273,0.242816091,0.086206896,0.0967033,0.46813187,91.76246895695364,117.7,12.022075055187639,0.34663179,0.64625229,0.47159741,0.54716981,0.87977369,0.73726758,0.12371526,0.416299559,0.389867841,0.193832599,0.38241758,0.36043956,0.25714286,7.237121696850838,7.181319713592529,,1.286628246307373,-2.0396673679351807,3.661634683609009,16.328502058946526
Jarren Duran,BOS,2026,29.0,96.0,410.0,370.0,71.0,13.0,0.191891891,0.25183374,0.34054054,0.59237428,0.148648649,0.238683127,0.2601449171896377,0.29213996473791565,58.40098238313287,-0.060458435750741724,0.295121951,0.068292682,0.10505837,0.38521401,89.61035545318725,114.7,12.706349206349206,0.3679558,0.67189953,0.49351492,0.45345345,0.86682243,0.68593955,0.15499351,0.456692913,0.377952755,0.16535433,0.43579767,0.3463035,0.21789883,6.661190403875724,2.942395328078419,,1.543961285147816,1.6912546157836914,6.005383014678955,-16.99741193131987
