player_id,player_name,pa,woba,xwoba
609275,"Mondesi, Adalberto",38,0.498,0.456
605204,"Davis, J.D.",49,0.469,0.451
621439,"Buxton, Byron",110,0.487,0.446
660271,"Ohtani, Shohei",303,0.426,0.436
571970,"Muncy, Max",273,0.41,0.433
665489,"Guerrero Jr., Vladimir",337,0.461,0.432
660670,"Acuña Jr., Ronald",321,0.411,0.428
592450,"Judge, Aaron",319,0.386,0.427
665487,"Tatis Jr., Fernando",266,0.441,0.425
545361,"Trout, Mike",146,0.451,0.422
547180,"Harper, Bryce",244,0.384,0.417
665742,"Soto, Juan",285,0.363,0.416
518692,"Freeman, Freddie",342,0.357,0.413
608385,"Winker, Jesse",314,0.422,0.407
443558,"Cruz, Nelson",278,0.4,0.407
641553,"Engel, Adam",32,0.365,0.406
663656,"Tucker, Kyle",300,0.342,0.401
608701,"Refsnyder, Rob",62,0.371,0.4
446334,"Longoria, Evan",186,0.378,0.4
488771,"Castro, Jason",82,0.355,0.398
656941,"Schwarber, Kyle",298,0.377,0.397
518735,"Grandal, Yasmani",236,0.368,0.397
608070,"Ramírez, José",306,0.367,0.395
646240,"Devers, Rafael",324,0.38,0.395
641933,"O'Neill, Tyler",233,0.369,0.395
608671,"Jankowski, Travis",28,0.448,0.394
656252,"Bradley, Bobby",78,0.395,0.392
621550,"Wisdom, Patrick",97,0.439,0.392
488726,"Brantley, Michael",269,0.376,0.39
592206,"Castellanos, Nick",321,0.421,0.388
606466,"Marte, Ketel",148,0.414,0.388
608348,"Kelly, Carson",187,0.364,0.388
621566,"Olson, Matt",322,0.391,0.387
668804,"Reynolds, Bryan",316,0.403,0.384
543807,"Springer, George",49,0.358,0.384
518626,"Donaldson, Josh",247,0.352,0.381
670097,"Short, Zack",33,0.437,0.381
457763,"Posey, Buster",220,0.413,0.38
666135,"Kirilloff, Alex",173,0.311,0.378
458015,"Votto, Joey",202,0.342,0.378
608336,"Gallo, Joey",317,0.374,0.377
502054,"Pham, Tommy",295,0.358,0.376
543063,"Crawford, Brandon",262,0.357,0.374
