player_id,player_name,pa,woba,xwoba
670541,"Alvarez, Yordan",279,0.448,0.475
608701,"Refsnyder, Rob",50,0.423,0.455
592450,"Judge, Aaron",329,0.41,0.431
547180,"Harper, Bryce",275,0.413,0.427
663743,"Fortes, Nick",47,0.421,0.42
545361,"Trout, Mike",287,0.432,0.417
608596,"Murphy, Tom",42,0.397,0.416
669701,"Smith, Josh",41,0.352,0.408
663656,"Tucker, Kyle",283,0.364,0.407
547989,"Abreu, José",317,0.363,0.407
519317,"Stanton, Giancarlo",259,0.364,0.406
664247,"Garlick, Kyle",81,0.371,0.405
672386,"Kirk, Alejandro",246,0.4,0.404
518692,"Freeman, Freddie",339,0.377,0.398
656941,"Schwarber, Kyle",328,0.364,0.397
592626,"Pederson, Joc",217,0.395,0.396
660271,"Ohtani, Shohei",323,0.363,0.394
665742,"Soto, Juan",333,0.359,0.393
646240,"Devers, Rafael",328,0.415,0.39
575929,"Contreras, Willson",290,0.399,0.39
660670,"Acuña Jr., Ronald",196,0.36,0.388
571745,"Haniger, Mitch",36,0.3,0.387
502110,"Martinez, J.D.",294,0.381,0.386
665489,"Guerrero Jr., Vladimir",325,0.362,0.384
664774,"Wade Jr., LaMonte",37,0.312,0.384
572761,"Carpenter, Matt",46,0.477,0.383
502671,"Goldschmidt, Paul",325,0.447,0.383
663624,"Mountcastle, Ryan",275,0.341,0.381
641820,"Mancini, Trey",295,0.342,0.381
621493,"Ward, Taylor",228,0.408,0.378
572233,"Walker, Christian",302,0.334,0.377
669257,"Smith, Will",256,0.348,0.377
640457,"Meadows, Austin",147,0.307,0.375
663586,"Riley, Austin",325,0.356,0.375
624413,"Alonso, Pete",320,0.384,0.374
488726,"Brantley, Michael",277,0.345,0.374
658668,"Olivares, Edward",55,0.366,0.373
614173,"Cordero, Franchy",163,0.326,0.373
643376,"Jansen, Danny",62,0.382,0.372
596146,"Kepler, Max",273,0.333,0.371
621439,"Buxton, Byron",243,0.373,0.371
621043,"Correa, Carlos",243,0.368,0.37
605170,"Caratini, Victor",123,0.354,0.37
592325,"Gamel, Ben",160,0.328,0.37
608369,"Seager, Corey",317,0.313,0.368
682985,"Greene, Riley",43,0.342,0.368
643265,"Cooper, Garrett",270,0.366,0.367
593871,"Polanco, Jorge",260,0.325,0.365
622682,"Reyes, Victor",77,0.294,0.365
621020,"Swanson, Dansby",317,0.363,0.364
661388,"Contreras, William",140,0.38,0.364
519203,"Rizzo, Anthony",316,0.359,0.363
605137,"Bell, Josh",323,0.391,0.362
642133,"Tellez, Rowdy",283,0.344,0.362
608385,"Winker, Jesse",320,0.318,0.361
605204,"Davis, J.D.",171,0.305,0.361
650490,"Díaz, Yandy",269,0.341,0.359
641313,"Anderson, Tim",212,0.366,0.358
518934,"LeMahieu, DJ",287,0.338,0.357
650333,"Arraez, Luis",286,0.377,0.356
596129,"Vogelbach, Daniel",220,0.332,0.356
605119,"Anderson, Brian",131,0.344,0.356
542303,"Ozuna, Marcell",309,0.299,0.355
642715,"Adames, Willy",238,0.324,0.355
446334,"Longoria, Evan",134,0.365,0.354
613564,"Vosler, Jason",58,0.39,0.354
467793,"Santana, Carlos",223,0.308,0.354
514888,"Altuve, Jose",262,0.375,0.353
596847,"Choi, Ji Man",202,0.369,0.353
665926,"Giménez, Andrés",231,0.369,0.353
621566,"Olson, Matt",339,0.356,0.352
664034,"France, Ty",311,0.379,0.351
607208,"Turner, Trea",331,0.36,0.351
665862,"Chisholm Jr., Jazz",241,0.365,0.35
542194,"Bethancourt, Christian",167,0.294,0.349
605141,"Betts, Mookie",275,0.379,0.349
664023,"Happ, Ian",301,0.364,0.349
664913,"Brown, Seth",252,0.311,0.348
571980,"Naquin, Tyler",150,0.334,0.348
656555,"Hoskins, Rhys",324,0.356,0.347
606192,"Hernández, Teoscar",212,0.332,0.347
669357,"Gorman, Nolan",128,0.332,0.346
606115,"Arcia, Orlando",110,0.329,0.346
608324,"Bregman, Alex",308,0.342,0.346
657077,"Verdugo, Alex",295,0.306,0.345
596103,"Slater, Austin",130,0.348,0.345
605612,"Castro, Harold",166,0.314,0.345
660688,"Ruiz, Keibert",238,0.296,0.345
474832,"Belt, Brandon",157,0.32,0.344
608070,"Ramírez, José",310,0.409,0.343
680776,"Duran, Jarren",57,0.383,0.343
571657,"Farmer, Kyle",259,0.331,0.343
666969,"García, Adolis",306,0.335,0.343
607043,"Nimmo, Brandon",296,0.349,0.342
624503,"Gordon, Nick",175,0.301,0.342
553993,"Suárez, Eugenio",329,0.334,0.342
656305,"Chapman, Matt",281,0.313,0.342
641432,"Calhoun, Willie",53,0.261,0.342
502054,"Pham, Tommy",281,0.339,0.341
596117,"Stubbs, Garrett",53,0.422,0.341
593934,"Sanó, Miguel",65,0.193,0.341
680777,"Jeffers, Ryan",188,0.28,0.341
664238,"Moore, Dylan",128,0.301,0.341
673357,"Robert Jr., Luis",260,0.327,0.34
592885,"Yelich, Christian",329,0.322,0.34
443558,"Cruz, Nelson",302,0.318,0.339
677551,"Franco, Wander",208,0.299,0.339
663837,"Vierling, Matt",106,0.305,0.339
594777,"Calhoun, Kole",253,0.303,0.338
595453,"Wallach, Chad",36,0.23,0.338
573262,"Yastrzemski, Mike",260,0.336,0.337
623912,"Ramírez, Harold",199,0.333,0.337
592518,"Machado, Manny",289,0.4,0.337
572039,"Piscotty, Stephen",59,0.288,0.337
643217,"Benintendi, Andrew",308,0.338,0.336
624585,"Soler, Jorge",289,0.317,0.336
602074,"Daza, Yonathan",217,0.324,0.336
669221,"Murphy, Sean",279,0.296,0.336
