"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2026,403,253,0.19,0.226,-0.036,0.342,0.376,-0.0339999999999999,0.26,0.295,-0.0349999999999999,2026
