pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2023-08-20,98.6,-2.22,5.56,"Duran, Jarren",680776,642528,,swinging_strike,,,,,14.0,,R,L,R,NYY,BOS,S,,,2,1,2023,-1.48,1.1,0.3758664670149696,1.1944759708489538,,,,1,8,Top,,,,,,,10.519214743287804,-142.9947346476496,-8.944710745019451,-22.83685504698865,34.408086761762206,-15.106786070308395,3.42,1.71,,,,98.6,2214.0,6.6,716928,666163,518934,650402,643396,683011,656185,664056,641856,53.94,,,,,,,,64,4,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,229.0,0.01,-0.076,63.1,7.4,0.42491322,,0.076,,0,0,0.541,0.4589999999999999,28,26,29,27,1,3,1.0,1.0,2.0,,1.27,1.48,-1.48,42.3,-6.619854692895041,8.67457305508385,39.81359933517839,35.937298340482194,16.551409103131103
CH,2023-08-20,92.1,-1.91,5.74,"Duran, Jarren",680776,642528,,ball,,,,,14.0,,R,L,R,NYY,BOS,B,,,1,1,2023,-1.53,0.74,0.4343551957642739,0.908868940808968,,,,1,8,Top,,,,,,,9.262905906097345,-133.63817140503875,-7.9819913687598545,-20.327612825296622,30.374050823829897,-21.67980256690953,3.44511845590925,1.76236420454198,,,,91.7,2043.0,6.4,716928,666163,518934,650402,643396,683011,656185,664056,641856,54.14,,,,,,,,64,3,Changeup,5,5,5,5,5,5,5,5,Infield shade,Standard,237.0,-0.007,0.054,,,,,-0.054,,0,0,0.548,0.4519999999999999,28,26,29,27,1,3,1.0,1.0,2.0,,1.98,1.53,-1.53,53.2,,,,,
SI,2023-08-20,99.1,-2.07,5.54,"Duran, Jarren",680776,642528,,ball,,,,,14.0,,R,L,R,NYY,BOS,B,,,0,1,2023,-1.47,1.05,0.3585378590499537,0.6670091876866703,,,,1,8,Top,,,,,,,10.07508275242794,-143.65900984248515,-10.322723443035514,-22.720983313613026,34.01367027131543,-15.300226612676308,3.55000269115033,1.6579804222694,,,,99.0,2179.0,6.5,716928,666163,518934,650402,643396,683011,656185,664056,641856,54.01,,,,,,,,64,2,Sinker,5,5,5,5,5,5,5,5,Infield shade,Standard,228.0,-0.003,0.03,,,,,-0.03,,0,0,0.551,0.4489999999999999,28,26,29,27,1,3,1.0,1.0,2.0,,1.29,1.47,-1.47,46.4,,,,,
SI,2023-08-20,94.9,-2.38,5.71,"Duran, Jarren",680776,650633,single,hit_into_play,,,,,5.0,Jarren Duran singles on a sharp line drive to center fielder Harrison Bader. Masataka Yoshida to 2nd.,R,L,R,NYY,BOS,X,8.0,line_drive,2,2,2023,-1.53,0.15,-0.1038778932427928,2.381174775045809,,,807799.0,2,6,Top,96.56,74.24,,,,,9.405394937507571,-137.8964659901607,-3.350663217742869,-21.614235218940788,31.915701995725673,-29.729376340087477,3.42,1.71,271.0,103.8,11.0,95.0,2208.0,6.5,716928,543309,518934,650402,643396,683011,641856,664056,641343,53.99,0.924,0.914,0.9,1.0,1.0,0.0,4.0,42,6,Sinker,1,2,2,1,2,1,2,1,Standard,Standard,213.0,-0.027,0.414,70.1,7.0,,1.192,-0.414,103.8,-1,1,0.374,0.626,28,26,28,27,1,2,4.0,1.0,4.0,,2.4,1.53,-1.53,30.6,-2.655789802425468,12.509555616128834,32.021974877601814,39.83725938012126,21.6799745415096
CU,2023-08-20,87.2,-2.13,5.65,"Duran, Jarren",680776,642528,,swinging_strike,,,,,14.0,,R,L,R,NYY,BOS,S,,,0,0,2023,0.83,0.26,1.0991168101984794,2.222620679755496,,,,1,8,Top,,,,,,,6.07433714113136,-126.738325480562,-2.4767155178753244,7.331771120632027,30.98728934062591,-29.103238010374127,3.42,1.71,,,,86.9,2627.0,6.6,716928,666163,518934,650402,643396,683011,656185,664056,641856,53.88,,,,,,,,64,1,Curveball,5,5,5,5,5,5,5,5,Infield shade,Standard,74.0,0.005,-0.041,75.4,8.4,1.33114668,,0.041,,0,0,0.546,0.4539999999999999,28,26,29,27,1,3,1.0,1.0,2.0,,2.8,-0.83,0.83,55.8,22.745780153934707,-22.586004442964743,31.812031548448008,27.93036147544016,37.20392741868679
FF,2023-08-20,97.0,-2.29,6.0,"Duran, Jarren",680776,650633,,foul,,,,,4.0,,R,L,R,NYY,BOS,S,,,2,2,2023,-0.71,1.36,-0.3457518404652815,2.4477863657000087,,,807799.0,2,6,Top,,,,,,,6.806440922174001,-140.97873906582893,-7.0291528054653885,-11.110570676878105,33.2368208970303,-12.654789077598592,3.42,1.71,100.0,75.2,20.0,96.7,2355.0,6.2,716928,543309,518934,650402,643396,683011,641856,664056,641343,54.26,,,,,,,,42,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,212.0,0.0,0.0,71.6,6.9,,,0.0,88.0,-1,1,0.374,0.626,28,26,28,27,1,2,4.0,1.0,4.0,,1.08,0.71,-0.71,42.4,-12.596662078733152,21.577011089085975,36.347538068067976,43.42606985891744,9.999741240343454
CH,2023-08-20,86.6,-2.74,5.58,"Duran, Jarren",680776,650633,,ball,,,,,11.0,,R,L,R,NYY,BOS,B,,,1,2,2023,-1.32,0.46,-1.520590392534871,2.573852521581691,,,807799.0,2,6,Top,,,,,,,5.635662055394337,-126.05915577549676,-1.9034692492061425,-15.275932359792826,26.141420129668283,-27.091319924229012,3.39269206394038,1.71016845650058,,,,86.7,1811.0,6.4,716928,543309,518934,650402,643396,683011,641856,664056,641343,54.13,,,,,,,,42,4,Changeup,1,2,2,1,2,1,2,1,Infield shade,Standard,245.0,-0.004,0.034,,,,,-0.034,,-1,1,0.378,0.622,28,26,28,27,1,2,4.0,1.0,4.0,,2.58,1.32,-1.32,27.2,,,,,
CH,2023-08-20,87.0,-2.75,5.39,"Duran, Jarren",680776,650633,,ball,,,,,13.0,,R,L,R,NYY,BOS,B,,,0,2,2023,-1.56,0.61,-2.6387441551894044,2.2790294329532848,,,807799.0,2,6,Top,,,,,,,3.4703313295810636,-126.71518788424888,-2.503304039380263,-17.47335056363002,27.119189178719417,-25.3603446751193,3.41890395701487,1.6318892554881,,,,86.9,2068.0,6.3,716928,543309,518934,650402,643396,683011,641856,664056,641343,54.21,,,,,,,,42,3,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,249.0,-0.002,0.02,,,,,-0.02,,-1,1,0.38,0.62,28,26,28,27,1,2,4.0,1.0,4.0,,2.41,1.56,-1.56,24.9,,,,,
FF,2023-08-20,96.1,-2.54,5.99,"Duran, Jarren",680776,650633,,called_strike,,,,,4.0,,R,L,R,NYY,BOS,S,,,0,1,2023,-0.6,1.36,-0.710347922999014,2.302479337567614,,,807799.0,2,6,Top,,,,,,,6.1613127120165885,-139.71160971384626,-7.202740776445116,-9.31215654732972,32.37912438930978,-12.854249804187573,3.41890395701487,1.60579996610279,,,,95.3,2320.0,5.9,716928,543309,518934,650402,643396,683011,641856,664056,641343,54.56,,,,,,,,42,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,216.0,0.006,-0.055,,,,,0.055,,-1,1,0.374,0.626,28,26,28,27,1,2,4.0,1.0,4.0,,1.11,0.6,-0.6,37.3,,,,,
ST,2023-08-20,80.8,-2.91,5.58,"Duran, Jarren",680776,650633,,swinging_strike,,,,,14.0,,R,L,R,NYY,BOS,S,,,0,0,2023,1.64,0.17,0.1968446820284852,1.143679167515974,,,807799.0,2,6,Top,,,,,,,3.797160314072635,-117.6111035190938,-3.4769111013552036,14.22726296195383,25.08830750113028,-30.116069879257868,3.42,1.71,,,,80.3,2758.0,6.2,716928,543309,518934,650402,643396,683011,641856,664056,641343,54.26,,,,,,,,42,1,Sweeper,1,2,2,1,2,1,2,1,Infield shade,Standard,61.0,0.004,-0.045,83.1,9.5,6.112949988,,0.045,,-1,1,0.37,0.63,28,26,28,27,1,2,4.0,1.0,4.0,,3.36,-1.64,1.64,28.9,25.446974035372573,-27.856687750158756,35.469860568658234,39.21576003735497,50.61855373458695
FF,2023-08-19,98.1,-2.06,5.93,"Duran, Jarren",680776,543037,strikeout,called_strike,,,,,9.0,Jarren Duran called out on strikes.,R,L,R,NYY,BOS,S,2.0,,2,2,2023,-0.83,1.54,0.733879950735638,1.5134393931362586,,,,2,3,Top,,,,,,,9.47131231373115,-142.28651140807102,-10.010397535503978,-13.52759328100451,33.55319193951914,-9.003437177810113,3.4102202111107,1.6057609095146,,,,97.9,2539.0,6.4,716943,666163,518934,650402,643396,683011,656185,664056,592450,54.06,,0.0,0.0,1.0,0.0,0.0,,21,5,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,213.0,0.004,-0.233,,,,,0.233,,-4,4,0.16,0.84,32,26,33,27,2,1,6.0,1.0,6.0,1.0,0.85,0.83,-0.83,41.2,,,,,
SL,2023-08-19,89.4,-2.43,5.87,"Duran, Jarren",680776,543037,,ball,,,,,13.0,,R,L,R,NYY,BOS,B,,,1,2,2023,0.39,0.13,-0.9269615924173876,1.33474471619602,,,,2,3,Top,,,,,,,2.8654404081613096,-130.189109003795,-5.478253055850785,3.9022285558883887,25.724188916959452,-29.82925445607334,3.4102202111107,1.6057609095146,,,,89.5,2640.0,6.2,716943,666163,518934,650402,643396,683011,656185,664056,592450,54.32,,,,,,,,21,4,Slider,0,4,4,0,4,0,4,0,Standard,Standard,115.0,-0.001,0.041,,,,,-0.041,,-4,4,0.161,0.839,32,26,33,27,2,1,6.0,1.0,6.0,1.0,2.71,-0.39,0.39,35.1,,,,,
FF,2023-08-19,98.5,-2.22,6.07,"Duran, Jarren",680776,543037,,ball,,,,,11.0,,R,L,R,NYY,BOS,B,,,0,2,2023,-0.37,1.53,-1.1135339060807583,2.8822165602764502,,,,2,3,Top,,,,,,,3.8630525084357625,-143.3197121493403,-6.7413295262151305,-6.002075479140887,34.98628122895511,-9.707787271844914,3.43643000036257,1.65792871429059,,,,98.3,2471.0,6.3,716943,666163,518934,650402,643396,683011,656185,664056,592450,54.18,,,,,,,,21,3,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,209.0,0.0,0.022,,,,,-0.022,,-4,4,0.161,0.839,32,26,33,27,2,1,6.0,1.0,6.0,1.0,0.83,0.37,-0.37,42.1,,,,,
FC,2023-08-19,92.5,-2.18,6.04,"Duran, Jarren",680776,543037,,swinging_strike,,,,,12.0,,R,L,R,NYY,BOS,S,,,0,1,2023,0.46,0.81,0.2758907501848976,3.74050544933581,,,,2,3,Top,,,,,,,5.255277992411418,-134.67194379637064,-1.8519294007725855,4.6283639317022995,26.936748147978054,-22.12675598687043,3.41,1.71,,,,92.9,2552.0,6.3,716943,666163,518934,650402,643396,683011,656185,664056,592450,54.2,,,,,,,,21,2,Cutter,0,4,4,0,4,0,4,0,Standard,Standard,184.0,0.001,-0.061,72.5,6.7,1.2853203,,0.061,,-4,4,0.16,0.84,32,26,33,27,2,1,6.0,1.0,6.0,1.0,1.84,-0.46,0.46,42.7,3.318807826402039,12.87476231292363,22.752864436285755,36.74814639195587,19.20085130454871
FF,2023-08-19,98.4,-2.14,6.01,"Duran, Jarren",680776,543037,,foul_tip,,,,,3.0,,R,L,R,NYY,BOS,S,,,0,0,2023,-0.38,1.56,0.4718550759198811,2.9639137201544545,,,,2,3,Top,,,,,,,8.002563820177567,-142.97987448486847,-6.438902417242846,-7.149748949918621,34.89902050783384,-9.409913334762877,3.41,1.71,,,,98.7,2455.0,6.7,716943,666163,518934,650402,643396,683011,656185,664056,592450,53.84,,,,,,,,21,1,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,210.0,0.001,-0.045,66.3,6.5,,,0.045,,-4,4,0.159,0.841,32,26,33,27,2,1,6.0,1.0,6.0,1.0,0.81,0.38,-0.38,41.9,-3.4987825655381477,19.41766182201413,33.92786736993069,33.62277170707188,15.926500767872648
SL,2023-08-19,88.6,-1.79,5.73,"Duran, Jarren",680776,656061,force_out,hit_into_play,,,,,8.0,"Jarren Duran grounds into a force out, first baseman DJ LeMahieu to shortstop Anthony Volpe. Justin Turner to 3rd. Adam Duvall out at 2nd. Jarren Duran to 1st.",R,L,R,NYY,BOS,X,3.0,ground_ball,3,1,2023,0.03,0.44,0.2201085840768956,2.0284886832918647,,457759.0,594807.0,1,9,Top,140.66,159.21,,,,,4.859357610914289,-128.9987403661763,-3.9044808318637303,-0.6664794058793961,27.29426252232718,-26.65381814479604,3.41,1.71,12.0,74.7,-9.0,88.8,2157.0,6.4,716943,666163,518934,650402,643396,683011,656185,664056,592450,54.07,0.069,0.071,0.0,1.0,0.0,0.0,2.0,71,5,Slider,1,8,8,1,8,1,8,1,Standard,Standard,191.0,0.0,-0.458,73.3,8.4,,0.073,0.458,88.0,-7,7,0.001,0.999,27,26,28,27,2,4,5.0,1.0,5.0,1.0,2.46,-0.03,0.03,37.3,15.048982729560636,-22.629124478596,30.505271312066224,37.819000301562774,41.01577967711434
SL,2023-08-19,89.6,-1.75,5.72,"Duran, Jarren",680776,656061,,ball,,,,,14.0,,R,L,R,NYY,BOS,B,,,2,1,2023,0.34,0.64,1.4966223826869784,0.2579311537678128,,457759.0,594807.0,1,9,Top,,,,,,,7.318917148673027,-130.11449123802274,-8.848570367643672,2.2389279805268965,28.369669857993205,-23.149577685591684,3.33183028302898,1.57980013539295,,,,89.7,2211.0,6.6,716943,666163,518934,650402,643396,683011,656185,664056,592450,53.92,,,,,,,,71,4,Slider,1,8,8,1,8,1,8,1,Standard,Standard,209.0,0.0,0.104,,,,,-0.104,,-7,7,0.001,0.999,27,26,28,27,2,4,5.0,1.0,5.0,1.0,2.22,-0.34,0.34,38.4,,,,,
CH,2023-08-19,89.1,-1.36,5.65,"Duran, Jarren",680776,656061,,ball,,,,,14.0,,R,L,R,NYY,BOS,B,,,1,1,2023,-1.54,0.67,0.6031247753899589,1.2516286228252826,,457759.0,594807.0,1,9,Top,,,,,,,8.130045598908621,-129.4205445910386,-6.197153175819874,-18.984100948999895,28.105789604020465,-23.471433115256644,3.4104481890461,1.57980013539295,,,,89.7,2073.0,6.9,716943,666163,518934,650402,643396,683011,656185,664056,592450,53.62,,,,,,,,71,3,Changeup,1,8,8,1,8,1,8,1,Standard,Standard,246.0,0.0,0.039,,,,,-0.039,,-7,7,0.001,0.999,27,26,28,27,2,4,5.0,1.0,5.0,1.0,2.22,1.54,-1.54,41.3,,,,,
FF,2023-08-19,96.7,-1.26,5.85,"Duran, Jarren",680776,656061,,ball,,,,,12.0,,R,L,R,NYY,BOS,B,,,0,1,2023,-0.84,1.2,0.2494891681485928,4.737156397063137,,457759.0,594807.0,1,9,Top,,,,,,,5.969202412835112,-140.74294798420607,-0.1292567708561732,-12.505397012855632,33.302282371406875,-16.438245569777415,3.4104481890461,1.57980013539295,,,,97.1,1967.0,6.6,716943,666163,518934,650402,643396,683011,656185,664056,592450,53.89,,,,,,,,71,2,4-Seam Fastball,1,8,8,1,8,1,8,1,Standard,Standard,221.0,0.0,0.031,,,,,-0.031,,-7,7,0.001,0.999,27,26,28,27,2,4,5.0,1.0,5.0,1.0,1.24,0.84,-0.84,44.1,,,,,
SI,2023-08-19,98.3,-1.31,5.75,"Duran, Jarren",680776,656061,,foul,,,,,8.0,,R,L,R,NYY,BOS,S,,,0,0,2023,-0.76,1.34,0.0516065113294748,2.1417609616214803,,457759.0,594807.0,1,9,Top,,,,,,,5.478167153226369,-142.91729644694863,-7.470793243789109,-11.602154106767868,31.98537600828275,-12.272006724356068,3.41,1.71,273.0,82.4,37.0,99.2,2056.0,6.8,716943,666163,518934,650402,643396,683011,656185,664056,592450,53.74,,,,,,,,71,1,Sinker,1,8,8,1,8,1,8,1,Standard,Standard,223.0,0.0,-0.04,67.0,6.9,,,0.04,88.0,-7,7,0.001,0.999,27,26,28,27,2,4,5.0,1.0,5.0,1.0,1.02,0.76,-0.76,39.9,-5.834151355804489,18.449564302695777,35.90684210873513,39.328607603684226,14.807121545284588
