"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2022,223,142,0.221,0.22,0.001,0.363,0.367,-0.004,0.284,0.286,-0.002,2022
