"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2024,735,515,0.285,0.267,0.0179999999999999,0.492,0.456,0.0359999999999999,0.357,0.34,0.0169999999999999,2024
