"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2023,362,244,0.295,0.266,0.0289999999999999,0.482,0.41,0.072,0.354,0.322,0.0319999999999999,2023
