pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2022-09-30,92.5,-2.75,5.92,"Duran, Jarren",680776,666201,single,hit_into_play,,,,,3.0,Jarren Duran singles on a fly ball to right fielder Teoscar Hernandez.,R,L,R,TOR,BOS,X,9.0,fly_ball,3,1,2022,-0.43,1.33,0.3171097219026908,3.4121378136891245,,,,0,6,Top,146.27,97.34,,,,,8.810630986689814,-134.33669229869614,-3.4766386052499674,-7.131466676578409,30.181944700466317,-15.465985526218834,3.6,1.76,238.0,69.4,34.0,93.1,2370.0,6.8,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.68,0.766,0.74,0.9,1.0,1.0,0.0,4.0,43,5,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shift,Standard,214.0,-0.019,0.269,,,,0.853,-0.269,88.0,4,-4,0.906,0.0939999999999999,24,25,24,26,3,2,6.0,35.0,7.0,,1.35,0.43,-0.43,38.2,,,,,
SI,2022-09-30,93.4,-2.7,5.9,"Duran, Jarren",680776,666201,,ball,,,,,14.0,,R,L,R,TOR,BOS,B,,,2,1,2022,-1.21,0.89,0.9845796865382668,1.8510087624531857,,,,0,6,Top,,,,,,,12.211008131591086,-135.36835056226963,-6.652380324378427,-17.552826761608692,28.95071027038159,-19.886300215969676,3.43526322112404,1.5952314750463,,,,93.9,2182.0,6.7,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.75,,,,,,,,43,4,Sinker,4,0,0,4,0,4,0,4,Infield shift,Standard,221.0,-0.009,0.127,,,,,-0.127,,4,-4,0.915,0.0849999999999999,24,25,24,26,3,2,6.0,35.0,7.0,,1.74,1.21,-1.21,37.2,,,,,
SI,2022-09-30,89.9,-2.64,5.95,"Duran, Jarren",680776,666201,,called_strike,,,,,7.0,,R,L,R,TOR,BOS,S,,,2,0,2022,-1.37,0.87,-0.5253100730346603,2.212486110735381,,,,0,6,Top,,,,,,,8.191788515336095,-130.579686345647,-5.119796204109346,-17.420210760529756,28.917260585551144,-21.249846381677536,3.75638669366439,1.64883712201221,,,,90.1,2112.0,6.7,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.84,,,,,,,,43,3,Sinker,4,0,0,4,0,4,0,4,Infield shift,Standard,217.0,0.006,-0.063,,,,,0.063,,4,-4,0.909,0.0909999999999999,24,25,24,26,3,2,6.0,35.0,7.0,,1.97,1.37,-1.37,39.0,,,,,
FF,2022-09-30,92.0,-2.72,6.07,"Duran, Jarren",680776,666201,,ball,,,,,11.0,,R,L,R,TOR,BOS,B,,,1,0,2022,-0.55,1.4,-0.5924896297522657,4.496609812573009,,,,0,6,Top,,,,,,,6.623458378309562,-133.86927204787509,-1.1630839041171128,-8.097756036393704,30.391693876481497,-15.391790259970518,3.46202566155308,1.64883712201221,,,,92.2,2355.0,6.6,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.95,,,,,,,,43,2,4-Seam Fastball,4,0,0,4,0,4,0,4,Infield shift,Standard,214.0,-0.006,0.07,,,,,-0.07,,4,-4,0.915,0.0849999999999999,24,25,24,26,3,2,6.0,35.0,7.0,,1.31,0.55,-0.55,38.6,,,,,
SI,2022-09-30,90.5,-2.72,5.93,"Duran, Jarren",680776,666201,,ball,,,,,9.0,,R,L,R,TOR,BOS,B,,,0,0,2022,-1.32,0.98,0.7243582788067828,1.9533249297908084,,,,0,6,Top,,,,,,,11.48201653369983,-131.25936128190705,-6.098668920486126,-17.714200277298072,27.59426445022715,-19.641482683647425,3.07459430007236,1.52096847132809,,,,91.1,2092.0,6.8,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.7,,,,,,,,43,1,Sinker,4,0,0,4,0,4,0,4,Infield shift,Standard,214.0,-0.003,0.037,,,,,-0.037,,4,-4,0.918,0.0819999999999999,24,25,24,26,3,2,6.0,35.0,7.0,,1.82,1.32,-1.32,36.5,,,,,
SI,2022-09-30,93.4,-2.6,5.97,"Duran, Jarren",680776,666201,field_out,hit_into_play,,,,,4.0,"Jarren Duran grounds out, pitcher Alek Manoah to first baseman Vladimir Guerrero Jr.",R,L,R,TOR,BOS,X,1.0,ground_ball,2,2,2022,-1.5,0.65,-0.813224149601453,2.579273039253944,,,,2,3,Top,126.83,167.12,,,,,7.942248449778734,-135.73166647655975,-4.3659843832531315,-20.365715382061968,32.47766262516071,-23.302630607867833,3.6,1.76,11.0,90.7,-13.0,93.4,2247.0,6.6,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.9,0.151,0.144,0.0,1.0,0.0,0.0,2.0,20,6,Sinker,2,0,0,2,0,2,0,2,Infield shift,Standard,218.0,0.008,-0.216,,,,0.154,0.216,90.7,2,-2,0.756,0.244,24,25,24,26,2,1,6.0,35.0,7.0,,1.99,1.5,-1.5,35.7,,,,,
FF,2022-09-30,93.7,-2.77,6.02,"Duran, Jarren",680776,666201,,ball,,,,,11.0,,R,L,R,TOR,BOS,B,,,1,2,2022,-0.48,1.29,-0.6121645329389883,4.034307086406394,,,,2,3,Top,,,,,,,6.647932730527884,-136.30695508017786,-2.2085129258623883,-7.471153216000919,32.47236477293269,-15.886928396942192,3.38261189490365,1.51558219237815,,,,93.8,2360.0,6.6,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.94,,,,,,,,20,5,4-Seam Fastball,2,0,0,2,0,2,0,2,Infield shift,Standard,216.0,-0.001,0.036,,,,,-0.036,,2,-2,0.757,0.243,24,25,24,26,2,1,6.0,35.0,7.0,,1.33,0.48,-0.48,38.2,,,,,
SL,2022-09-30,79.9,-2.82,5.88,"Duran, Jarren",680776,666201,,ball,,,,,13.0,,R,L,R,TOR,BOS,B,,,0,2,2022,1.49,-0.19,-0.6552543602313476,1.4951422451018055,,,,2,3,Top,,,,,,,1.9565307808909052,-116.26172175113852,-2.482012650720184,12.898952566451127,25.176010059925467,-33.57533232067365,3.42878736695787,1.63432136381481,,,,79.4,2165.0,6.3,661751,672386,665489,593160,656305,666182,606132,543807,606192,54.19,,,,,,,,20,4,Slider,2,0,0,2,0,2,0,2,Infield shift,Standard,53.0,-0.001,0.028,,,,,-0.028,,2,-2,0.758,0.242,24,25,24,26,2,1,6.0,35.0,7.0,,3.81,-1.49,1.49,34.7,,,,,
SI,2022-09-30,93.6,-2.55,6.05,"Duran, Jarren",680776,666201,,foul,,,,,1.0,,R,L,R,TOR,BOS,S,,,0,2,2022,-1.37,1.02,-0.4737506866106211,3.605319266568829,,,,2,3,Top,,,,,,,8.401011727656785,-136.1107637015753,-2.813450600575671,-18.866815668094052,30.725276415217852,-19.033267408585495,3.6,1.76,313.0,94.2,32.0,93.8,2283.0,6.5,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.97,,,,,,,,20,3,Sinker,2,0,0,2,0,2,0,2,Infield shift,Standard,217.0,0.0,0.0,,,,,0.0,94.2,2,-2,0.758,0.242,24,25,24,26,2,1,6.0,35.0,7.0,,1.59,1.37,-1.37,37.1,,,,,
CH,2022-09-30,85.8,-2.66,6.07,"Duran, Jarren",680776,666201,,foul,,,,,11.0,,R,L,R,TOR,BOS,S,,,0,1,2022,-1.25,0.7,-1.0682792332971638,2.8738622853249773,,,,2,3,Top,,,,,,,6.324067597461181,-124.74340692289546,-2.6557089876839397,-14.317739761309433,27.27864787718122,-24.54267623507577,3.6,1.76,188.0,66.2,47.0,85.8,1959.0,6.5,661751,672386,665489,593160,656305,666182,606132,543807,606192,53.96,,,,,,,,20,2,Changeup,2,0,0,2,0,2,0,2,Infield shift,Standard,231.0,0.002,-0.059,,,,,0.059,88.0,2,-2,0.756,0.244,24,25,24,26,2,1,6.0,35.0,7.0,,2.42,1.25,-1.25,38.3,,,,,
