"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2025,696,455,0.256,0.248,0.008,0.442,0.41,0.032,0.335,0.326,0.009,2025
