"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,season
"Duran, Jarren",680776,2021,112,68,0.215,0.22,-0.005,0.336,0.308,0.028,0.247,0.246,0.001,2021
