pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
KC,2026-06-30,87.1,-1.72,5.86,"Duran, Jarren",680776,676917,strikeout,called_strike,,,,,4,Jarren Duran called out on strikes.,R,L,R,BOS,WSH,S,2.0,,3,2,2026,0.76,-0.93,-0.6215941601120443,2.673202735877598,,,,2,7,Bot,,,,,,,1.006417753980671,-127.00130273005432,0.5872194560809567,8.113024521569637,23.93524679875127,-42.62712476067793,3.229658793,1.62992126,,,,87.8,2205.0,6.4,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.09,,0.0,0.0,1.0,0.0,0.0,,53,7,Knuckle Curve,1,4,1,4,4,1,1,4,Infield shade,Strategic,32.0,-0.011,-0.307,,,,,0.307,,-3,-3,0.083,0.083,27,29,28,30,3,2,5.0,1.0,,,3.9,-0.76,0.76,37.5,,,,,
FF,2026-06-30,98.7,-1.61,5.82,"Duran, Jarren",680776,676917,,foul,,,,,2,,R,L,R,BOS,WSH,S,,,3,2,2026,-0.66,1.24,-0.1004411387522231,3.1865095306959725,,,,2,7,Bot,,,,,,,5.636324718888146,-143.70653601737567,-4.511344077896725,-10.458246550663716,32.936748653535744,-14.114706669718714,3.229658793,1.62992126,194.0,76.2,28.0,99.2,2329.0,6.5,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.0,,,,,,,,53,6,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Strategic,219.0,0.0,0.0,70.0,6.3,,,0.0,88.0,-3,-3,0.083,0.083,27,29,28,30,3,2,5.0,1.0,,,1.09,0.66,-0.66,39.6,-3.454344251849846,20.23409699063894,24.223051372907378,36.91334348489234,20.286773220560733
SI,2026-06-30,97.1,-1.79,5.59,"Duran, Jarren",680776,676917,,foul_tip,,,,,4,,R,L,R,BOS,WSH,S,,,3,1,2026,-1.29,0.44,-0.5305069954879627,2.3708346595379464,,,,2,7,Bot,,,,,,,6.353102934490144,-141.27193051218492,-3.8997698951530513,-18.765773308380183,32.210282127858264,-25.560184925197195,3.229658793,1.62992126,,,,97.2,2175.0,6.3,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.16,,,,,,,,53,5,Sinker,1,4,1,4,4,1,1,4,Standard,Strategic,224.0,-0.004,-0.095,78.2,7.5,,,0.095,,-3,-3,0.087,0.087,27,29,28,30,3,2,5.0,1.0,,,1.98,1.29,-1.29,33.1,6.919718256135753,-5.05988790351122,22.995228600070952,41.77028343472439,34.74032193525879
ST,2026-06-30,87.1,-2.01,5.47,"Duran, Jarren",680776,676917,,ball,,,,,14,,R,L,R,BOS,WSH,B,,,2,1,2026,1.32,-0.42,0.8442726195245531,2.023003905297709,,,,2,7,Bot,,,,,,,4.005705611081771,-126.87409444633867,-1.0448164539256843,13.429383589995435,25.745997709086247,-36.71699413361885,3.229658793,1.62992126,,,,87.2,2264.0,6.2,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.25,,,,,,,,53,4,Sweeper,1,4,1,4,4,1,1,4,Strategic,Strategic,43.0,0.004,0.103,,,,,-0.103,,-3,-3,0.083,0.083,27,29,28,30,3,2,5.0,1.0,,,3.42,-1.32,1.32,28.5,,,,,
FF,2026-06-30,98.6,-1.62,5.78,"Duran, Jarren",680776,676917,,called_strike,,,,,9,,R,L,R,BOS,WSH,S,,,2,0,2026,-0.48,1.37,0.6664491335320563,1.602280284426371,,,,2,7,Bot,,,,,,,7.305458759329992,-143.33348983397977,-8.981343420242366,-8.199294572450047,30.34378119558637,-11.446151903630495,3.229658793,1.62992126,,,,99.4,2318.0,6.6,824742,660688,671277,683083,678554,682928,677588,686611,695734,53.88,,,,,,,,53,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Strategic,Strategic,214.0,-0.002,-0.063,,,,,0.063,,-3,-3,0.085,0.085,27,29,28,30,3,2,5.0,1.0,,,0.97,0.48,-0.48,37.5,,,,,
CH,2026-06-30,89.2,-1.94,5.65,"Duran, Jarren",680776,676917,,ball,,,,,13,,R,L,R,BOS,WSH,B,,,1,0,2026,-1.46,0.3,-0.2327805377573051,1.1420408181011157,,,,2,7,Bot,,,,,,,7.2635955325876544,-129.68962116427107,-5.4835627311500055,-18.031713332395924,26.203698737762647,-27.80194018899608,3.229658793,1.62992126,,,,89.4,1858.0,6.4,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.13,,,,,,,,53,2,Changeup,1,4,1,4,4,1,1,4,Standard,Strategic,247.0,0.002,0.062,,,,,-0.062,,-3,-3,0.083,0.083,27,29,28,30,3,2,5.0,1.0,,,2.56,1.46,-1.46,31.2,,,,,
ST,2026-06-30,84.8,-2.21,5.57,"Duran, Jarren",680776,676917,,ball,,,,,11,,R,L,R,BOS,WSH,B,,,0,0,2026,1.47,-0.67,-1.2068173204395105,2.579815074290767,,,,2,7,Bot,,,,,,,-0.6778004568638599,-123.49199310559406,0.9386173534982696,15.140287020726632,26.01521328475522,-39.469235014776686,3.229658793,1.62992126,,,,84.4,2175.0,6.1,824742,660688,671277,683083,678554,682928,677588,686611,695734,54.4,,,,,,,,53,1,Sweeper,1,4,1,4,4,1,1,4,Standard,Standard,45.0,0.002,0.041,,,,,-0.041,,-3,-3,0.081,0.081,27,29,28,30,3,2,5.0,1.0,,,3.85,-1.47,1.47,30.4,,,,,
FF,2026-06-30,98.9,-1.61,5.89,"Duran, Jarren",680776,676917,field_out,hit_into_play,,,,,5,"Jarren Duran grounds out, second baseman Nasim Nuñez to first baseman Andrés Chaparro.",R,L,R,BOS,WSH,X,4.0,ground_ball,1,1,2026,-0.4,1.26,-0.095599255394739,2.406143570178865,,,,2,4,Bot,144.71,159.79,,,,,5.052197041381425,-143.92961068636242,-6.8815499889969285,-6.780830644524657,32.62440200477264,-13.232468279958484,3.229658793,1.62992126,10.0,102.5,-13.0,99.4,2339.0,6.5,824742,660688,665953,683083,678554,682928,695734,696285,686611,53.99,0.292,0.263,0.0,1.0,0.0,0.0,2.0,29,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Strategic,218.0,-0.01,-0.247,76.4,7.2,,0.295,0.247,102.5,1,1,0.648,0.648,27,29,28,30,2,1,5.0,1.0,,,1.06,0.4,-0.4,39.5,-1.025559947430146,7.328143105997199,30.529037465423364,35.24857829818542,26.41032669827768
FF,2026-06-30,97.8,-1.63,5.89,"Duran, Jarren",680776,676917,,foul,,,,,4,,R,L,R,BOS,WSH,S,,,1,0,2026,-0.55,1.19,-0.5922080711216738,2.2566265089599344,,,,2,4,Bot,,,,,,,4.061086363158959,-142.18394232092575,-6.816103944515038,-8.397829718442177,34.15749650379001,-14.72377447109383,3.229658793,1.62992126,126.0,82.0,73.0,97.7,2360.0,6.4,824742,660688,665953,683083,678554,682928,695734,696285,686611,54.12,,,,,,,,29,2,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,218.0,-0.002,-0.053,73.7,8.3,,,0.053,88.0,1,1,0.65,0.65,27,29,28,30,2,1,5.0,1.0,,,1.21,0.55,-0.55,37.7,7.927334431427977,-5.512303039815859,27.97201214702282,41.84517466420928,34.6514531762751
SI,2026-06-30,98.2,-1.71,5.68,"Duran, Jarren",680776,676917,,ball,,,,,13,,R,L,R,BOS,WSH,B,,,0,0,2026,-1.13,0.83,-0.2862763078932193,1.4497477361689697,,,,2,4,Bot,,,,,,,6.469622793987256,-142.73706314347868,-7.711920159023578,-16.920442027062098,31.894318808432217,-19.22036278502006,3.229658793,1.62992126,,,,98.5,2136.0,6.4,824742,660688,665953,683083,678554,682928,695734,696285,686611,54.05,,,,,,,,29,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,228.0,0.001,0.041,,,,,-0.041,,1,1,0.649,0.649,27,29,28,30,2,1,5.0,1.0,,,1.53,1.13,-1.13,33.1,,,,,
