playerid,Name,Age,PA,wOBA
24064,"<a href=""statss.aspx?playerid=24064&position=SS"">Ezequiel Tovar</a>",22.0,361.0,0.3360387483122628
11477,"<a href=""statss.aspx?playerid=11477&position=OF"">Christian Yelich</a>",32.0,249.0,0.38126404431401467
27506,"<a href=""statss.aspx?playerid=27506&position=SS"">Ha-seong Kim</a>",28.0,341.0,0.31664677609258624
7304,"<a href=""statss.aspx?playerid=7304&position=C"">Salvador Perez</a>",34.0,334.0,0.35181283678223446
19556,"<a href=""statss.aspx?playerid=19556&position=DH/OF"">Yordan Alvarez</a>",27.0,348.0,0.3763952072252307
13624,"<a href=""statss.aspx?playerid=13624&position=SS"">Corey Seager</a>",30.0,310.0,0.33919481082324543
16512,"<a href=""statss.aspx?playerid=16512&position=SS"">Isiah Kiner-Falefa</a>",29.0,281.0,0.3308695518284393
15112,"<a href=""statss.aspx?playerid=15112&position=3B"">Ryan McMahon</a>",29.0,349.0,0.3498807651409204
25768,"<a href=""statss.aspx?playerid=25768&position=SS"">CJ Abrams</a>",23.0,332.0,0.3644884734168241
19611,"<a href=""statss.aspx?playerid=19611&position=1B"">Vladimir Guerrero Jr.</a>",25.0,367.0,0.3689760468045219
12533,"<a href=""statss.aspx?playerid=12533&position=2B/SS"">Marcus Semien</a>",33.0,374.0,0.29879313387755735
13419,"<a href=""statss.aspx?playerid=13419&position=1B"">Christian Walker</a>",33.0,358.0,0.34325581955976514
21534,"<a href=""statss.aspx?playerid=21534&position=C"">Cal Raleigh</a>",27.0,305.0,0.2939246629330978
24934,"<a href=""statss.aspx?playerid=24934&position=DH"">David Fry</a>",28.0,211.0,0.40280977539394214
21523,"<a href=""statss.aspx?playerid=21523&position=2B"">Jonathan India</a>",27.0,315.0,0.3504441605673896
24729,"<a href=""statss.aspx?playerid=24729&position=C"">Logan O'Hoppe</a>",24.0,268.0,0.3458382882428973
20308,"<a href=""statss.aspx?playerid=20308&position=OF"">Jake Meyers</a>",28.0,242.0,0.33374846575171124
15986,"<a href=""statss.aspx?playerid=15986&position=SS"">Willy Adames</a>",28.0,365.0,0.3194784595541758
27479,"<a href=""statss.aspx?playerid=27479&position=SS"">Masyn Winn</a>",22.0,292.0,0.32132684441998755
19197,"<a href=""statss.aspx?playerid=19197&position=C"">Will Smith</a>",29.0,301.0,0.3419898312363849
16252,"<a href=""statss.aspx?playerid=16252&position=SS"">Trea Turner</a>",31.0,205.0,0.3643898373696862
23772,"<a href=""statss.aspx?playerid=23772&position=OF"">Wilyer Abreu</a>",25.0,214.0,0.34910404654306787
29591,"<a href=""statss.aspx?playerid=29591&position=OF"">Colton Cowser</a>",24.0,265.0,0.3228119675197529
26368,"<a href=""statss.aspx?playerid=26368&position=OF"">JJ Bleday</a>",26.0,344.0,0.33011409037274
21479,"<a href=""statss.aspx?playerid=21479&position=2B/SS"">Nico Hoerner</a>",27.0,320.0,0.3052509120639215
19858,"<a href=""statss.aspx?playerid=19858&position=2B/3B"">Luis Rengifo</a>",27.0,261.0,0.3535369879924334
2396,"<a href=""statss.aspx?playerid=2396&position=1B"">Carlos Santana</a>",38.0,303.0,0.3340628279800035
17919,"<a href=""statss.aspx?playerid=17919&position=OF"">Ian Happ</a>",29.0,330.0,0.336220476221531
17452,"<a href=""statss.aspx?playerid=17452&position=OF"">Jose Siri</a>",28.0,253.0,0.3058404104709625
19918,"<a href=""statss.aspx?playerid=19918&position=OF"">Daulton Varsho</a>",27.0,288.0,0.29640788419379127
18042,"<a href=""statss.aspx?playerid=18042&position=2B/OF"">Dylan Moore</a>",31.0,250.0,0.32080517763114835
17678,"<a href=""statss.aspx?playerid=17678&position=3B"">Alex Bregman</a>",30.0,345.0,0.3073115454203841
17548,"<a href=""statss.aspx?playerid=17548&position=OF"">Taylor Ward</a>",30.0,341.0,0.33271541413673555
19627,"<a href=""statss.aspx?playerid=19627&position=DH/OF"">Brent Rooker</a>",29.0,292.0,0.3592067823786916
7802,"<a href=""statss.aspx?playerid=7802&position=SS"">Miguel Rojas</a>",35.0,160.0,0.34222520180046556
22515,"<a href=""statss.aspx?playerid=22515&position=OF"">Heliot Ramos</a>",24.0,212.0,0.3733488270214626
19950,"<a href=""statss.aspx?playerid=19950&position=2B/SS"">Andres Gimenez</a>",25.0,332.0,0.28662733080884123
16725,"<a href=""statss.aspx?playerid=16725&position=C"">Jose Trevino</a>",31.0,171.0,0.3073045141556684
20454,"<a href=""statss.aspx?playerid=20454&position=2B/OF"">Jazz Chisholm Jr.</a>",26.0,336.0,0.32389173988836356
16478,"<a href=""statss.aspx?playerid=16478&position=DH/OF"">Kyle Schwarber</a>",31.0,367.0,0.35727539846341905
18036,"<a href=""statss.aspx?playerid=18036&position=1B/2B"">Jake Cronenworth</a>",30.0,359.0,0.33010772214808937
14161,"<a href=""statss.aspx?playerid=14161&position=OF"">Byron Buxton</a>",30.0,233.0,0.33018315861665126
17022,"<a href=""statss.aspx?playerid=17022&position=3B/SS"">Edmundo Sosa</a>",28.0,167.0,0.34478743859084254
23401,"<a href=""statss.aspx?playerid=23401&position=SS"">Jose Caballero</a>",27.0,261.0,0.29925478471292033
29931,"<a href=""statss.aspx?playerid=29931&position=OF"">Jacob Young</a>",24.0,247.0,0.2980983264622141
19734,"<a href=""statss.aspx?playerid=19734&position=2B/3B"">Josh Rojas</a>",30.0,258.0,0.3079513928387314
14551,"<a href=""statss.aspx?playerid=14551&position=OF"">Anthony Santander</a>",29.0,334.0,0.3413406016227014
18839,"<a href=""statss.aspx?playerid=18839&position=1B"">Josh Naylor</a>",27.0,327.0,0.3440378531117306
18314,"<a href=""statss.aspx?playerid=18314&position=SS"">Dansby Swanson</a>",30.0,287.0,0.2887016693195263
15711,"<a href=""statss.aspx?playerid=15711&position=OF"">Tyler O'Neill</a>",29.0,244.0,0.36741874557159937
24679,"<a href=""statss.aspx?playerid=24679&position=2B/OF"">Brendan Donovan</a>",27.0,339.0,0.32551451840583556
20287,"<a href=""statss.aspx?playerid=20287&position=C"">Ben Rortvedt</a>",26.0,171.0,0.33319889767128125
21622,"<a href=""statss.aspx?playerid=21622&position=OF"">Jake McCarthy</a>",26.0,219.0,0.332474266096603
12434,"<a href=""statss.aspx?playerid=12434&position=OF"">Kevin Pillar</a>",35.0,162.0,0.37119401241681593
18373,"<a href=""statss.aspx?playerid=18373&position=1B"">Ryan Mountcastle</a>",27.0,325.0,0.33287886252770055
24618,"<a href=""statss.aspx?playerid=24618&position=C"">Ryan Jeffers</a>",27.0,264.0,0.3391982158327284
15491,"<a href=""statss.aspx?playerid=15491&position=SS"">J.P. Crawford</a>",29.0,268.0,0.3004874295707959
31347,"<a href=""statss.aspx?playerid=31347&position=SS"">Zach Neto</a>",23.0,300.0,0.31914725550839734
21636,"<a href=""statss.aspx?playerid=21636&position=SS"">Jeremy Pena</a>",26.0,337.0,0.30513482965640165
19326,"<a href=""statss.aspx?playerid=19326&position=OF"">Bryan Reynolds</a>",29.0,372.0,0.34787424571430586
9777,"<a href=""statss.aspx?playerid=9777&position=3B"">Nolan Arenado</a>",33.0,324.0,0.30328734936537566
11899,"<a href=""statss.aspx?playerid=11899&position=DH/OF"">Joc Pederson</a>",32.0,237.0,0.37681219301510266
18126,"<a href=""statss.aspx?playerid=18126&position=1B/OF"">LaMonte Wade Jr.</a>",30.0,176.0,0.39146263160924805
19896,"<a href=""statss.aspx?playerid=19896&position=C"">Connor Wong</a>",28.0,231.0,0.37289242620591995
26319,"<a href=""statss.aspx?playerid=26319&position=1B"">Michael Busch</a>",26.0,281.0,0.34806708970240186
22184,"<a href=""statss.aspx?playerid=22184&position=3B/DH"">Mark Vientos</a>",24.0,146.0,0.3887113577699008
25479,"<a href=""statss.aspx?playerid=25479&position=OF"">Brenton Doyle</a>",26.0,324.0,0.3045172279700637
11609,"<a href=""statss.aspx?playerid=11609&position=C"">Willson Contreras</a>",32.0,157.0,0.37902115514645207
26121,"<a href=""statss.aspx?playerid=26121&position=C"">Francisco Alvarez</a>",22.0,116.0,0.37611052702213155
20202,"<a href=""statss.aspx?playerid=20202&position=OF"">Brandon Marsh</a>",26.0,234.0,0.33905443345379627
26294,"<a href=""statss.aspx?playerid=26294&position=2B"">Bryson Stott</a>",26.0,304.0,0.30753766447797465
27531,"<a href=""statss.aspx?playerid=27531&position=2B/SS"">David Hamilton</a>",26.0,178.0,0.32021471523167044
18030,"<a href=""statss.aspx?playerid=18030&position=OF"">Harrison Bader</a>",30.0,246.0,0.3120008016119198
19251,"<a href=""statss.aspx?playerid=19251&position=1B"">Pete Alonso</a>",29.0,354.0,0.3458162254078096
21840,"<a href=""statss.aspx?playerid=21840&position=C"">Freddy Fermin</a>",29.0,161.0,0.33019430115818976
19921,"<a href=""statss.aspx?playerid=19921&position=OF"">Blake Perkins</a>",27.0,257.0,0.3005892098645756
18360,"<a href=""statss.aspx?playerid=18360&position=3B"">Austin Riley</a>",27.0,293.0,0.32565418363838067
16442,"<a href=""statss.aspx?playerid=16442&position=1B"">Ryan O'Hearn</a>",30.0,251.0,0.34724054279097594
25961,"<a href=""statss.aspx?playerid=25961&position=DH/OF"">Kerry Carpenter</a>",26.0,163.0,0.38190855607390406
20437,"<a href=""statss.aspx?playerid=20437&position=3B"">Royce Lewis</a>",25.0,97.0,0.4242266571770112
13620,"<a href=""statss.aspx?playerid=13620&position=C"">Carson Kelly</a>",29.0,155.0,0.3148026216414667
20538,"<a href=""statss.aspx?playerid=20538&position=1B/3B"">Jose Miranda</a>",26.0,241.0,0.3526592453320821
29622,"<a href=""statss.aspx?playerid=29622&position=OF"">Sal Frelick</a>",24.0,284.0,0.30537774736154166
21711,"<a href=""statss.aspx?playerid=21711&position=SS/OF"">Oneil Cruz</a>",25.0,303.0,0.3082737823327382
6184,"<a href=""statss.aspx?playerid=6184&position=DH/OF"">J.D. Martinez</a>",36.0,234.0,0.362094475335373
13066,"<a href=""statss.aspx?playerid=13066&position=OF"">Teoscar Hernandez</a>",31.0,350.0,0.3374347472670435
19452,"<a href=""statss.aspx?playerid=19452&position=C"">Jake Rogers</a>",29.0,171.0,0.26672569248411393
26323,"<a href=""statss.aspx?playerid=26323&position=1B/OF"">Spencer Steer</a>",26.0,342.0,0.32666590294180725
23565,"<a href=""statss.aspx?playerid=23565&position=2B/OF"">Davis Schneider</a>",25.0,272.0,0.31541165928630266
33333,"<a href=""statss.aspx?playerid=33333&position=OF"">Wyatt Langford</a>",22.0,245.0,0.3092750497315646
18015,"<a href=""statss.aspx?playerid=18015&position=SS"">Paul DeJong</a>",30.0,286.0,0.3129469170853808
27562,"<a href=""statss.aspx?playerid=27562&position=C"">Austin Wells</a>",24.0,163.0,0.2891001050457633
22558,"<a href=""statss.aspx?playerid=22558&position=OF"">Jarred Kelenic</a>",24.0,241.0,0.3362763791163433
23697,"<a href=""statss.aspx?playerid=23697&position=OF"">Julio Rodriguez</a>",23.0,360.0,0.27831934458679625
15998,"<a href=""statss.aspx?playerid=15998&position=1B/OF"">Cody Bellinger</a>",28.0,309.0,0.319397256022594
20599,"<a href=""statss.aspx?playerid=20599&position=C/DH"">Ivan Herrera</a>",24.0,192.0,0.31700403122377646
16556,"<a href=""statss.aspx?playerid=16556&position=2B"">Ozzie Albies</a>",27.0,327.0,0.31000377315264593
11493,"<a href=""statss.aspx?playerid=11493&position=3B"">Manny Machado</a>",31.0,330.0,0.31147444816736075
11680,"<a href=""statss.aspx?playerid=11680&position=C"">Elias Diaz</a>",33.0,220.0,0.34445936034578795
16530,"<a href=""statss.aspx?playerid=16530&position=OF"">Mauricio Dubon</a>",29.0,220.0,0.3124346714041549
23003,"<a href=""statss.aspx?playerid=23003&position=C"">Yainer Diaz</a>",25.0,290.0,0.3125159051911584
30116,"<a href=""statss.aspx?playerid=30116&position=DH/OF"">Seiya Suzuki</a>",29.0,258.0,0.3383299431135488
13770,"<a href=""statss.aspx?playerid=13770&position=OF"">Rob Refsnyder</a>",33.0,171.0,0.37774796845644887
19844,"<a href=""statss.aspx?playerid=19844&position=2B/3B"">Abraham Toro</a>",27.0,295.0,0.30024300419023014
19566,"<a href=""statss.aspx?playerid=19566&position=1B"">Nathaniel Lowe</a>",28.0,252.0,0.3199043470242667
7739,"<a href=""statss.aspx?playerid=7739&position=C"">Travis d'Arnaud</a>",35.0,182.0,0.31690223662407846
13301,"<a href=""statss.aspx?playerid=13301&position=1B/3B"">Max Muncy</a>",33.0,167.0,0.3355144648840933
18401,"<a href=""statss.aspx?playerid=18401&position=OF"">Ronald Acuna Jr.</a>",26.0,222.0,0.32185090957461177
22857,"<a href=""statss.aspx?playerid=22857&position=OF"">Wenceel Perez</a>",24.0,248.0,0.31231135105797153
13590,"<a href=""statss.aspx?playerid=13590&position=OF"">Jesse Winker</a>",30.0,311.0,0.3444798824849067
10155,"<a href=""statss.aspx?playerid=10155&position=OF"">Mike Trout</a>",32.0,126.0,0.365490749835968
22664,"<a href=""statss.aspx?playerid=22664&position=C"">Gabriel Moreno</a>",24.0,217.0,0.2916126267777549
15274,"<a href=""statss.aspx?playerid=15274&position=OF"">Mike Tauchman</a>",33.0,256.0,0.33091508550569415
20391,"<a href=""statss.aspx?playerid=20391&position=2B"">Luis Garcia Jr.</a>",24.0,277.0,0.2978382902455244
27684,"<a href=""statss.aspx?playerid=27684&position=2B"">Michael Massey</a>",26.0,125.0,0.3513202320356838
27676,"<a href=""statss.aspx?playerid=27676&position=1B"">Vinnie Pasquantino</a>",26.0,336.0,0.3243278631523474
21558,"<a href=""statss.aspx?playerid=21558&position=OF"">Matt Vierling</a>",27.0,284.0,0.3088058224866088
24589,"<a href=""statss.aspx?playerid=24589&position=2B/OF"">Richie Palacios</a>",27.0,235.0,0.3011785278032566
17273,"<a href=""statss.aspx?playerid=17273&position=SS"">Jorge Mateo</a>",29.0,176.0,0.3018898429541752
27490,"<a href=""statss.aspx?playerid=27490&position=2B"">Nick Gonzales</a>",25.0,178.0,0.3223028968680989
19238,"<a href=""statss.aspx?playerid=19238&position=OF"">Lourdes Gurriel Jr.</a>",30.0,328.0,0.3131156294811063
14344,"<a href=""statss.aspx?playerid=14344&position=1B"">Matt Olson</a>",30.0,344.0,0.3235009319601003
17988,"<a href=""statss.aspx?playerid=17988&position=C"">Tyler Stephenson</a>",27.0,230.0,0.311644110877441
19354,"<a href=""statss.aspx?playerid=19354&position=OF"">Luke Raley</a>",29.0,221.0,0.325617116689682
16426,"<a href=""statss.aspx?playerid=16426&position=2B"">Thairo Estrada</a>",28.0,311.0,0.27706109442511556
22715,"<a href=""statss.aspx?playerid=22715&position=3B"">Maikel Garcia</a>",24.0,376.0,0.2730184114330895
24816,"<a href=""statss.aspx?playerid=24816&position=OF"">Andy Pages</a>",23.0,266.0,0.3139133305477917
17027,"<a href=""statss.aspx?playerid=17027&position=OF"">Alex Verdugo</a>",28.0,342.0,0.3012012511666058
27735,"<a href=""statss.aspx?playerid=27735&position=2B"">Brett Wisely</a>",25.0,114.0,0.33134425888981733
11739,"<a href=""statss.aspx?playerid=11739&position=C"">J.T. Realmuto</a>",33.0,223.0,0.313488369832659
17696,"<a href=""statss.aspx?playerid=17696&position=2B/SS"">Kevin Newman</a>",30.0,184.0,0.3000357815852532
21614,"<a href=""statss.aspx?playerid=21614&position=OF"">Kyle Isbel</a>",27.0,220.0,0.29039513075956
21865,"<a href=""statss.aspx?playerid=21865&position=C"">Bo Naylor</a>",24.0,197.0,0.26742279012592474
28806,"<a href=""statss.aspx?playerid=28806&position=OF"">Jackson Chourio</a>",20.0,254.0,0.29399784997342127
25878,"<a href=""statss.aspx?playerid=25878&position=OF"">Corbin Carroll</a>",23.0,348.0,0.2790814543935074
16572,"<a href=""statss.aspx?playerid=16572&position=1B/OF"">Connor Joe</a>",31.0,277.0,0.3216366582158683
4949,"<a href=""statss.aspx?playerid=4949&position=DH/OF"">Giancarlo Stanton</a>",34.0,281.0,0.34050481535785987
18819,"<a href=""statss.aspx?playerid=18819&position=2B/3B"">Andy Ibanez</a>",31.0,126.0,0.3201364477475484
9241,"<a href=""statss.aspx?playerid=9241&position=OF"">Starling Marte</a>",35.0,266.0,0.3247481159444125
12144,"<a href=""statss.aspx?playerid=12144&position=OF"">Max Kepler</a>",31.0,228.0,0.3056127145426914
5517,"<a href=""statss.aspx?playerid=5517&position=C"">Kyle Higashioka</a>",34.0,103.0,0.32444053251766464
16535,"<a href=""statss.aspx?playerid=16535&position=C"">Danny Jansen</a>",29.0,191.0,0.311063183539825
21454,"<a href=""statss.aspx?playerid=21454&position=OF"">Lars Nootbaar</a>",26.0,164.0,0.3254632460482327
22581,"<a href=""statss.aspx?playerid=22581&position=C"">Alejandro Kirk</a>",25.0,152.0,0.2639781981706619
19262,"<a href=""statss.aspx?playerid=19262&position=2B/OF"">Garrett Hampson</a>",29.0,122.0,0.29561910331249236
27615,"<a href=""statss.aspx?playerid=27615&position=1B/OF"">Alec Burleson</a>",25.0,281.0,0.33054046647950314
20352,"<a href=""statss.aspx?playerid=20352&position=2B/3B"">Ernie Clement</a>",28.0,152.0,0.29239405671755475
14968,"<a href=""statss.aspx?playerid=14968&position=C"">Victor Caratini</a>",30.0,115.0,0.3048173225444296
16578,"<a href=""statss.aspx?playerid=16578&position=1B/3B/DH"">Yandy Diaz</a>",32.0,367.0,0.31370532707557364
18882,"<a href=""statss.aspx?playerid=18882&position=2B"">Brandon Lowe</a>",29.0,138.0,0.32612178490979826
14854,"<a href=""statss.aspx?playerid=14854&position=OF"">Mike Yastrzemski</a>",33.0,215.0,0.30841282975505774
26477,"<a href=""statss.aspx?playerid=26477&position=1B"">Spencer Horwitz</a>",26.0,73.0,0.3862689957022667
24488,"<a href=""statss.aspx?playerid=24488&position=SS"">Max Schuemann</a>",27.0,208.0,0.2814686286796644
19608,"<a href=""statss.aspx?playerid=19608&position=2B/SS"">Otto Lopez</a>",25.0,175.0,0.2739416547985964
15905,"<a href=""statss.aspx?playerid=15905&position=C"">Luis Torrens</a>",28.0,32.0,0.4337257854640484
25931,"<a href=""statss.aspx?playerid=25931&position=OF"">Michael Harris II</a>",23.0,278.0,0.2852343886767914
22557,"<a href=""statss.aspx?playerid=22557&position=OF"">Michael Siani</a>",24.0,186.0,0.26121936713234856
23690,"<a href=""statss.aspx?playerid=23690&position=SS"">Brayan Rocchio</a>",23.0,245.0,0.27622327613241876
20043,"<a href=""statss.aspx?playerid=20043&position=OF"">Luis Robert Jr.</a>",26.0,129.0,0.3212589002031041
25660,"<a href=""statss.aspx?playerid=25660&position=OF"">Will Brennan</a>",26.0,226.0,0.31464031312082497
26208,"<a href=""statss.aspx?playerid=26208&position=2B/SS"">Tyler Fitzgerald</a>",26.0,76.0,0.3311460425979213
10231,"<a href=""statss.aspx?playerid=10231&position=SS"">Jose Iglesias</a>",34.0,43.0,0.40494371028173537
4940,"<a href=""statss.aspx?playerid=4940&position=OF"">Jason Heyward</a>",34.0,130.0,0.31545029190870433
29766,"<a href=""statss.aspx?playerid=29766&position=2B"">Zack Gelof</a>",24.0,256.0,0.27156605964570535
16939,"<a href=""statss.aspx?playerid=16939&position=OF"">Lane Thomas</a>",28.0,238.0,0.31071761500935596
25575,"<a href=""statss.aspx?playerid=25575&position=C"">Kyle McCann</a>",26.0,95.0,0.3549298130451365
25816,"<a href=""statss.aspx?playerid=25816&position=C"">Shea Langeliers</a>",26.0,269.0,0.2914259380169129
18900,"<a href=""statss.aspx?playerid=18900&position=OF"">Leody Taveras</a>",25.0,287.0,0.27547351276124277
19612,"<a href=""statss.aspx?playerid=19612&position=SS"">Bo Bichette</a>",26.0,297.0,0.2733222252211055
18568,"<a href=""statss.aspx?playerid=18568&position=1B/2B"">Luis Arraez</a>",27.0,375.0,0.3239534617109529
26123,"<a href=""statss.aspx?playerid=26123&position=3B"">Brett Baty</a>",24.0,171.0,0.2822889675050092
11445,"<a href=""statss.aspx?playerid=11445&position=OF"">Mark Canha</a>",35.0,316.0,0.304396656857934
25180,"<a href=""statss.aspx?playerid=25180&position=2B/OF"">Daniel Schneemann</a>",27.0,69.0,0.3567338274872821
26299,"<a href=""statss.aspx?playerid=26299&position=3B"">Josh Jung</a>",26.0,19.0,0.5772089424886202
21501,"<a href=""statss.aspx?playerid=21501&position=DH/OF"">Trevor Larnach</a>",27.0,183.0,0.32144596179326373
17929,"<a href=""statss.aspx?playerid=17929&position=OF"">Cedric Mullins</a>",29.0,257.0,0.28072507469914854
24336,"<a href=""statss.aspx?playerid=24336&position=OF"">Johan Rojas</a>",23.0,202.0,0.25395778182781104
5235,"<a href=""statss.aspx?playerid=5235&position=3B"">Justin Turner</a>",39.0,277.0,0.3265408255993674
29547,"<a href=""statss.aspx?playerid=29547&position=2B"">Ryan Bliss</a>",24.0,62.0,0.31037314732869464
29630,"<a href=""statss.aspx?playerid=29630&position=OF"">Joey Loperfido</a>",25.0,65.0,0.3380252243950963
13621,"<a href=""statss.aspx?playerid=13621&position=3B"">Jeimer Candelario</a>",30.0,296.0,0.32956239520697983
12147,"<a href=""statss.aspx?playerid=12147&position=SS"">Nick Ahmed</a>",34.0,151.0,0.272753741517163
15194,"<a href=""statss.aspx?playerid=15194&position=1B/OF"">Jake Bauers</a>",28.0,197.0,0.3184005529904852
18577,"<a href=""statss.aspx?playerid=18577&position=3B"">Ke'Bryan Hayes</a>",27.0,246.0,0.27116622188226963
21524,"<a href=""statss.aspx?playerid=21524&position=C"">Joey Bart</a>",27.0,73.0,0.35795091766200654
27534,"<a href=""statss.aspx?playerid=27534&position=2B"">Edouard Julien</a>",25.0,194.0,0.30170577057858106
13723,"<a href=""statss.aspx?playerid=13723&position=C"">Jacob Stallings</a>",34.0,143.0,0.34816940359666315
24262,"<a href=""statss.aspx?playerid=24262&position=OF"">Ceddanne Rafaela</a>",23.0,303.0,0.2816441478919349
31166,"<a href=""statss.aspx?playerid=31166&position=OF"">Heston Kjerstad</a>",25.0,37.0,0.42259930405351853
10243,"<a href=""statss.aspx?playerid=10243&position=OF"">Randal Grichuk</a>",32.0,140.0,0.3374887568610055
27769,"<a href=""statss.aspx?playerid=27769&position=OF"">Pete Crow-Armstrong</a>",22.0,144.0,0.23125779458454676
17907,"<a href=""statss.aspx?playerid=17907&position=2B"">Brendan Rodgers</a>",27.0,255.0,0.3141705206060034
19964,"<a href=""statss.aspx?playerid=19964&position=3B"">Eguy Rosario</a>",24.0,56.0,0.3509237538684498
16947,"<a href=""statss.aspx?playerid=16947&position=OF"">Derek Hill</a>",28.0,25.0,0.44215750217437744
19352,"<a href=""statss.aspx?playerid=19352&position=C"">Sean Murphy</a>",29.0,92.0,0.29083694906338403
12856,"<a href=""statss.aspx?playerid=12856&position=OF"">George Springer</a>",34.0,319.0,0.2905178126299156
16451,"<a href=""statss.aspx?playerid=16451&position=2B/3B"">Luis Guillorme</a>",29.0,101.0,0.2942613273859024
26438,"<a href=""statss.aspx?playerid=26438&position=DH/OF"">Dominic Canzone</a>",26.0,137.0,0.306926487123265
19901,"<a href=""statss.aspx?playerid=19901&position=DH/OF"">Gavin Sheets</a>",28.0,281.0,0.32347136693341394
22514,"<a href=""statss.aspx?playerid=22514&position=1B"">Triston Casas</a>",24.0,93.0,0.3566873630324563
13744,"<a href=""statss.aspx?playerid=13744&position=OF"">David Dahl</a>",30.0,52.0,0.3249440903847034
19953,"<a href=""statss.aspx?playerid=19953&position=OF"">Josh Lowe</a>",26.0,123.0,0.30641577820308874
20321,"<a href=""statss.aspx?playerid=20321&position=OF"">Stuart Fairchild</a>",28.0,174.0,0.2925984077370925
