playerid,Name,Age,PA,wOBA
22799,"<a href=""statss.aspx?playerid=22799&position=SS"">Geraldo Perdomo</a>",25.0,354.0,0.40341275500976387
25764,"<a href=""statss.aspx?playerid=25764&position=SS"">Bobby Witt Jr.</a>",25.0,319.0,0.37629036798086074
15640,"<a href=""statss.aspx?playerid=15640&position=OF"">Aaron Judge</a>",33.0,306.0,0.4447560752260274
35110,"<a href=""statss.aspx?playerid=35110&position=1B"">Nick Kurtz</a>",22.0,302.0,0.4613803583244018
12856,"<a href=""statss.aspx?playerid=12856&position=OF"">George Springer</a>",35.0,280.0,0.46625897944619077
12916,"<a href=""statss.aspx?playerid=12916&position=SS"">Francisco Lindor</a>",31.0,356.0,0.3687470761242877
23697,"<a href=""statss.aspx?playerid=23697&position=OF"">Julio Rodriguez</a>",24.0,333.0,0.37178706144489415
19755,"<a href=""statss.aspx?playerid=19755&position=DH"">Shohei Ohtani</a>",30.0,342.0,0.41560527277136855
21534,"<a href=""statss.aspx?playerid=21534&position=C"">Cal Raleigh</a>",28.0,338.0,0.35663656759838325
19709,"<a href=""statss.aspx?playerid=19709&position=SS/OF"">Fernando Tatis Jr.</a>",26.0,332.0,0.36449254104276985
20123,"<a href=""statss.aspx?playerid=20123&position=OF"">Juan Soto</a>",26.0,344.0,0.3963328203755225
15986,"<a href=""statss.aspx?playerid=15986&position=SS"">Willy Adames</a>",29.0,328.0,0.3635549406757413
25816,"<a href=""statss.aspx?playerid=25816&position=C"">Shea Langeliers</a>",27.0,289.0,0.4022655181818767
25878,"<a href=""statss.aspx?playerid=25878&position=OF"">Corbin Carroll</a>",24.0,319.0,0.3584441284212885
13510,"<a href=""statss.aspx?playerid=13510&position=3B"">Jose Ramirez</a>",32.0,339.0,0.35153674710276694
16252,"<a href=""statss.aspx?playerid=16252&position=SS"">Trea Turner</a>",32.0,267.0,0.35827114393836573
19612,"<a href=""statss.aspx?playerid=19612&position=SS"">Bo Bichette</a>",27.0,249.0,0.4259164160297763
15998,"<a href=""statss.aspx?playerid=15998&position=1B/OF"">Cody Bellinger</a>",29.0,332.0,0.35502080727054414
29712,"<a href=""statss.aspx?playerid=29712&position=SS"">Colson Montgomery</a>",23.0,284.0,0.35514040111649964
22186,"<a href=""statss.aspx?playerid=22186&position=2B"">Brice Turang</a>",25.0,312.0,0.3655795055051004
13624,"<a href=""statss.aspx?playerid=13624&position=SS"">Corey Seager</a>",31.0,215.0,0.4010601651210051
21479,"<a href=""statss.aspx?playerid=21479&position=2B/SS"">Nico Hoerner</a>",28.0,319.0,0.3317614521995281
33333,"<a href=""statss.aspx?playerid=33333&position=OF"">Wyatt Langford</a>",23.0,281.0,0.3610829823783466
31812,"<a href=""statss.aspx?playerid=31812&position=DH/OF"">Roman Anthony</a>",21.0,230.0,0.3997117993624314
28163,"<a href=""statss.aspx?playerid=28163&position=3B"">Junior Caminero</a>",21.0,320.0,0.36604648398755113
14344,"<a href=""statss.aspx?playerid=14344&position=1B"">Matt Olson</a>",31.0,359.0,0.3703981802783199
24617,"<a href=""statss.aspx?playerid=24617&position=OF"">Jarren Duran</a>",28.0,305.0,0.36235775935806724
12564,"<a href=""statss.aspx?playerid=12564&position=SS"">Trevor Story</a>",32.0,318.0,0.3540848288626325
16478,"<a href=""statss.aspx?playerid=16478&position=DH/OF"">Kyle Schwarber</a>",32.0,349.0,0.39291415611902875
26289,"<a href=""statss.aspx?playerid=26289&position=SS"">Gunnar Henderson</a>",24.0,322.0,0.33511640056967734
20454,"<a href=""statss.aspx?playerid=20454&position=2B/OF"">Jazz Chisholm Jr.</a>",27.0,307.0,0.34164616972013234
22715,"<a href=""statss.aspx?playerid=22715&position=3B"">Maikel Garcia</a>",25.0,326.0,0.3280519074660081
27464,"<a href=""statss.aspx?playerid=27464&position=C"">Dillon Dingler</a>",26.0,234.0,0.3369664898166409
31370,"<a href=""statss.aspx?playerid=31370&position=OF"">Jakob Marsee</a>",24.0,234.0,0.3633179086395818
20503,"<a href=""statss.aspx?playerid=20503&position=C"">William Contreras</a>",27.0,323.0,0.3486740745996174
13152,"<a href=""statss.aspx?playerid=13152&position=2B/SS"">Jorge Polanco</a>",31.0,275.0,0.3796242225696059
26294,"<a href=""statss.aspx?playerid=26294&position=2B"">Bryson Stott</a>",27.0,247.0,0.34835410069446177
4949,"<a href=""statss.aspx?playerid=4949&position=DH/OF"">Giancarlo Stanton</a>",35.0,239.0,0.4153698495093812
18030,"<a href=""statss.aspx?playerid=18030&position=OF"">Harrison Bader</a>",31.0,264.0,0.37010630626570096
27478,"<a href=""statss.aspx?playerid=27478&position=C"">Patrick Bailey</a>",26.0,238.0,0.28196397712965054
27467,"<a href=""statss.aspx?playerid=27467&position=1B/OF"">Tyler Soderstrom</a>",23.0,270.0,0.3797686800194496
11579,"<a href=""statss.aspx?playerid=11579&position=OF"">Bryce Harper</a>",32.0,323.0,0.366967570632229
14162,"<a href=""statss.aspx?playerid=14162&position=SS"">Carlos Correa</a>",30.0,300.0,0.34319403767585754
22581,"<a href=""statss.aspx?playerid=22581&position=C"">Alejandro Kirk</a>",26.0,231.0,0.3237988023654274
25931,"<a href=""statss.aspx?playerid=25931&position=OF"">Michael Harris II</a>",24.0,315.0,0.33809285273977147
14161,"<a href=""statss.aspx?playerid=14161&position=OF"">Byron Buxton</a>",31.0,254.0,0.34871831524419594
26197,"<a href=""statss.aspx?playerid=26197&position=1B/OF"">Andrew Vaughn</a>",27.0,254.0,0.3728628719277062
26151,"<a href=""statss.aspx?playerid=26151&position=OF"">Kyle Stowers</a>",27.0,156.0,0.42534445284248945
19611,"<a href=""statss.aspx?playerid=19611&position=1B"">Vladimir Guerrero Jr.</a>",26.0,317.0,0.36760286616671617
17548,"<a href=""statss.aspx?playerid=17548&position=OF"">Taylor Ward</a>",31.0,315.0,0.35476482709248863
29576,"<a href=""statss.aspx?playerid=29576&position=1B/DH"">Ben Rice</a>",26.0,254.0,0.37524660137802246
20202,"<a href=""statss.aspx?playerid=20202&position=OF"">Brandon Marsh</a>",27.0,233.0,0.3651586452256078
29995,"<a href=""statss.aspx?playerid=29995&position=OF"">Daylen Lile</a>",22.0,266.0,0.389682375035196
5361,"<a href=""statss.aspx?playerid=5361&position=1B"">Freddie Freeman</a>",35.0,321.0,0.36035320060006504
13611,"<a href=""statss.aspx?playerid=13611&position=OF"">Mookie Betts</a>",32.0,320.0,0.32602276988327505
31539,"<a href=""statss.aspx?playerid=31539&position=C"">Drake Baldwin</a>",24.0,267.0,0.34592734941382536
13613,"<a href=""statss.aspx?playerid=13613&position=2B"">Ketel Marte</a>",31.0,305.0,0.3504438069787356
16578,"<a href=""statss.aspx?playerid=16578&position=1B/3B/DH"">Yandy Diaz</a>",33.0,300.0,0.3823236071023365
29646,"<a href=""statss.aspx?playerid=29646&position=3B"">Caleb Durbin</a>",25.0,268.0,0.33104873685801073
18839,"<a href=""statss.aspx?playerid=18839&position=1B"">Josh Naylor</a>",28.0,280.0,0.3414982666064353
21636,"<a href=""statss.aspx?playerid=21636&position=SS"">Jeremy Pena</a>",27.0,193.0,0.3413907087718447
25477,"<a href=""statss.aspx?playerid=25477&position=OF"">Isaac Collins</a>",27.0,252.0,0.3542556226016041
26123,"<a href=""statss.aspx?playerid=26123&position=3B"">Brett Baty</a>",25.0,223.0,0.3485822888767773
24262,"<a href=""statss.aspx?playerid=24262&position=OF"">Ceddanne Rafaela</a>",24.0,288.0,0.30078803064922494
18564,"<a href=""statss.aspx?playerid=18564&position=OF"">Trent Grisham</a>",28.0,299.0,0.35245064967452083
19918,"<a href=""statss.aspx?playerid=19918&position=OF"">Daulton Varsho</a>",28.0,171.0,0.361604776995921
31347,"<a href=""statss.aspx?playerid=31347&position=SS"">Zach Neto</a>",24.0,288.0,0.3324756781401583
18314,"<a href=""statss.aspx?playerid=18314&position=SS"">Dansby Swanson</a>",31.0,296.0,0.3070633616801855
18036,"<a href=""statss.aspx?playerid=18036&position=1B/2B"">Jake Cronenworth</a>",31.0,287.0,0.33313417224075265
17919,"<a href=""statss.aspx?playerid=17919&position=OF"">Ian Happ</a>",30.0,309.0,0.34621019297391664
28806,"<a href=""statss.aspx?playerid=28806&position=OF"">Jackson Chourio</a>",21.0,215.0,0.3584932265147357
29715,"<a href=""statss.aspx?playerid=29715&position=C"">Hunter Goodman</a>",25.0,269.0,0.35691770966611386
26319,"<a href=""statss.aspx?playerid=26319&position=1B"">Michael Busch</a>",27.0,300.0,0.36209518853637285
25807,"<a href=""statss.aspx?playerid=25807&position=3B/SS"">Jared Triolo</a>",27.0,224.0,0.3311762422189584
29490,"<a href=""statss.aspx?playerid=29490&position=OF"">Jackson Merrill</a>",22.0,262.0,0.32450639813339116
26477,"<a href=""statss.aspx?playerid=26477&position=1B"">Spencer Horwitz</a>",27.0,269.0,0.3620665241794515
27769,"<a href=""statss.aspx?playerid=27769&position=OF"">Pete Crow-Armstrong</a>",23.0,298.0,0.29045224715087375
5417,"<a href=""statss.aspx?playerid=5417&position=2B"">Jose Altuve</a>",35.0,312.0,0.3469778326337006
26121,"<a href=""statss.aspx?playerid=26121&position=C"">Francisco Alvarez</a>",23.0,139.0,0.3913295594908351
33549,"<a href=""statss.aspx?playerid=33549&position=C"">Kyle Teel</a>",23.0,240.0,0.3448489480437594
12552,"<a href=""statss.aspx?playerid=12552&position=3B"">Eugenio Suarez</a>",33.0,321.0,0.3171977045014501
18401,"<a href=""statss.aspx?playerid=18401&position=OF"">Ronald Acuna Jr.</a>",27.0,266.0,0.36700940719156555
29622,"<a href=""statss.aspx?playerid=29622&position=OF"">Sal Frelick</a>",25.0,262.0,0.3287827514140542
33824,"<a href=""statss.aspx?playerid=33824&position=OF"">Jung Hoo Lee</a>",26.0,273.0,0.33614384494858346
