playerid,Name,Age,PA,wOBA
10324,"<a href=""statss.aspx?playerid=10324&position=DH/OF"">Marcell Ozuna</a>",33.0,688.0,0.39450213334856243
13624,"<a href=""statss.aspx?playerid=13624&position=SS"">Corey Seager</a>",30.0,533.0,0.364663478286787
25878,"<a href=""statss.aspx?playerid=25878&position=OF"">Corbin Carroll</a>",23.0,684.0,0.3248603077011837
10815,"<a href=""statss.aspx?playerid=10815&position=OF"">Jurickson Profar</a>",31.0,668.0,0.365296050431334
27478,"<a href=""statss.aspx?playerid=27478&position=C"">Patrick Bailey</a>",25.0,448.0,0.2813692890290979
13611,"<a href=""statss.aspx?playerid=13611&position=OF"">Mookie Betts</a>",31.0,516.0,0.3709689515573969
12533,"<a href=""statss.aspx?playerid=12533&position=2B/SS"">Marcus Semien</a>",33.0,718.0,0.30588280763373027
14162,"<a href=""statss.aspx?playerid=14162&position=SS"">Carlos Correa</a>",29.0,367.0,0.3853048369370771
18314,"<a href=""statss.aspx?playerid=18314&position=SS"">Dansby Swanson</a>",30.0,593.0,0.30656940884598216
18345,"<a href=""statss.aspx?playerid=18345&position=OF"">Kyle Tucker</a>",27.0,339.0,0.4188836233035938
17350,"<a href=""statss.aspx?playerid=17350&position=3B"">Rafael Devers</a>",27.0,601.0,0.36402783280133794
24610,"<a href=""statss.aspx?playerid=24610&position=OF"">Steven Kwan</a>",26.0,540.0,0.3494486094185854
17678,"<a href=""statss.aspx?playerid=17678&position=3B"">Alex Bregman</a>",30.0,634.0,0.3307042115295856
20454,"<a href=""statss.aspx?playerid=20454&position=2B/OF"">Jazz Chisholm Jr.</a>",26.0,621.0,0.32729744707996195
5361,"<a href=""statss.aspx?playerid=5361&position=1B"">Freddie Freeman</a>",34.0,638.0,0.36535710949207906
23697,"<a href=""statss.aspx?playerid=23697&position=OF"">Julio Rodriguez</a>",23.0,613.0,0.32055336402522194
25976,"<a href=""statss.aspx?playerid=25976&position=OF"">Riley Greene</a>",23.0,584.0,0.35539623961366457
29591,"<a href=""statss.aspx?playerid=29591&position=OF"">Colton Cowser</a>",24.0,561.0,0.3314574734042923
28806,"<a href=""statss.aspx?playerid=28806&position=OF"">Jackson Chourio</a>",20.0,573.0,0.33854969905715593
16252,"<a href=""statss.aspx?playerid=16252&position=SS"">Trea Turner</a>",31.0,539.0,0.3490665514084315
12552,"<a href=""statss.aspx?playerid=12552&position=3B"">Eugenio Suarez</a>",32.0,640.0,0.3372951490804553
5417,"<a href=""statss.aspx?playerid=5417&position=2B"">Jose Altuve</a>",34.0,682.0,0.344237520589548
21479,"<a href=""statss.aspx?playerid=21479&position=2B/SS"">Nico Hoerner</a>",27.0,641.0,0.3131190129555762
14161,"<a href=""statss.aspx?playerid=14161&position=OF"">Byron Buxton</a>",30.0,388.0,0.3656734152665742
24064,"<a href=""statss.aspx?playerid=24064&position=SS"">Ezequiel Tovar</a>",22.0,695.0,0.3244099165637826
17919,"<a href=""statss.aspx?playerid=17919&position=OF"">Ian Happ</a>",29.0,657.0,0.34104491788439634
27479,"<a href=""statss.aspx?playerid=27479&position=SS"">Masyn Winn</a>",22.0,637.0,0.315483457292614
21711,"<a href=""statss.aspx?playerid=21711&position=SS/OF"">Oneil Cruz</a>",25.0,599.0,0.3310161504881952
25479,"<a href=""statss.aspx?playerid=25479&position=OF"">Brenton Doyle</a>",26.0,603.0,0.3279812993811923
31347,"<a href=""statss.aspx?playerid=31347&position=SS"">Zach Neto</a>",23.0,602.0,0.32995627543435024
11493,"<a href=""statss.aspx?playerid=11493&position=3B"">Manny Machado</a>",31.0,643.0,0.3396645368923385
27647,"<a href=""statss.aspx?playerid=27647&position=SS"">Anthony Volpe</a>",23.0,689.0,0.28735230665137296
27562,"<a href=""statss.aspx?playerid=27562&position=C"">Austin Wells</a>",24.0,414.0,0.3147913115076522
30116,"<a href=""statss.aspx?playerid=30116&position=DH/OF"">Seiya Suzuki</a>",29.0,585.0,0.36487284691882704
21618,"<a href=""statss.aspx?playerid=21618&position=3B"">Alec Bohm</a>",27.0,606.0,0.3352790382129467
13066,"<a href=""statss.aspx?playerid=13066&position=OF"">Teoscar Hernandez</a>",31.0,652.0,0.359840165041847
16478,"<a href=""statss.aspx?playerid=16478&position=DH/OF"">Kyle Schwarber</a>",31.0,692.0,0.36580757077696713
20036,"<a href=""statss.aspx?playerid=20036&position=3B"">Isaac Paredes</a>",25.0,641.0,0.327380766424588
7304,"<a href=""statss.aspx?playerid=7304&position=C"">Salvador Perez</a>",34.0,652.0,0.33502383720466283
19709,"<a href=""statss.aspx?playerid=19709&position=SS/OF"">Fernando Tatis Jr.</a>",25.0,438.0,0.3587745542395605
14551,"<a href=""statss.aspx?playerid=14551&position=OF"">Anthony Santander</a>",29.0,665.0,0.3451743663437777
9777,"<a href=""statss.aspx?playerid=9777&position=3B"">Nolan Arenado</a>",33.0,635.0,0.3136587862538386
26368,"<a href=""statss.aspx?playerid=26368&position=OF"">JJ Bleday</a>",26.0,642.0,0.33021923363302047
25493,"<a href=""statss.aspx?playerid=25493&position=3B/SS"">Joey Ortiz</a>",25.0,511.0,0.3187137223838821
24679,"<a href=""statss.aspx?playerid=24679&position=2B/OF"">Brendan Donovan</a>",27.0,652.0,0.33223725133146975
19918,"<a href=""statss.aspx?playerid=19918&position=OF"">Daulton Varsho</a>",27.0,513.0,0.304275134421608
18363,"<a href=""statss.aspx?playerid=18363&position=OF"">Victor Robles</a>",27.0,295.0,0.357417311222908
22542,"<a href=""statss.aspx?playerid=22542&position=OF"">Lawrence Butler</a>",23.0,451.0,0.3445680385946963
33333,"<a href=""statss.aspx?playerid=33333&position=OF"">Wyatt Langford</a>",22.0,557.0,0.32110500604667386
23772,"<a href=""statss.aspx?playerid=23772&position=OF"">Wilyer Abreu</a>",25.0,447.0,0.33560124473017067
17988,"<a href=""statss.aspx?playerid=17988&position=C"">Tyler Stephenson</a>",27.0,515.0,0.33936225926434554
13419,"<a href=""statss.aspx?playerid=13419&position=1B"">Christian Walker</a>",33.0,552.0,0.3434478165241924
20391,"<a href=""statss.aspx?playerid=20391&position=2B"">Luis Garcia Jr.</a>",24.0,528.0,0.3281335896412229
11477,"<a href=""statss.aspx?playerid=11477&position=OF"">Christian Yelich</a>",32.0,315.0,0.39138049156435073
26208,"<a href=""statss.aspx?playerid=26208&position=2B/SS"">Tyler Fitzgerald</a>",26.0,341.0,0.35674211146894436
11899,"<a href=""statss.aspx?playerid=11899&position=DH/OF"">Joc Pederson</a>",32.0,449.0,0.3910353168878966
21622,"<a href=""statss.aspx?playerid=21622&position=OF"">Jake McCarthy</a>",26.0,495.0,0.3292398854998723
23003,"<a href=""statss.aspx?playerid=23003&position=C"">Yainer Diaz</a>",25.0,619.0,0.3288189165028939
19566,"<a href=""statss.aspx?playerid=19566&position=1B"">Nathaniel Lowe</a>",28.0,565.0,0.3372676782574214
26396,"<a href=""statss.aspx?playerid=26396&position=3B/SS"">Josh Smith</a>",26.0,592.0,0.3227134973367325
2396,"<a href=""statss.aspx?playerid=2396&position=1B"">Carlos Santana</a>",38.0,594.0,0.32645044845171184
17338,"<a href=""statss.aspx?playerid=17338&position=2B/OF"">Willi Castro</a>",27.0,635.0,0.3171236067540262
21523,"<a href=""statss.aspx?playerid=21523&position=2B"">Jonathan India</a>",27.0,637.0,0.33337109332948217
22184,"<a href=""statss.aspx?playerid=22184&position=3B/DH"">Mark Vientos</a>",24.0,454.0,0.35599902613572615
17548,"<a href=""statss.aspx?playerid=17548&position=OF"">Taylor Ward</a>",30.0,663.0,0.32538151929820824
7802,"<a href=""statss.aspx?playerid=7802&position=SS"">Miguel Rojas</a>",35.0,337.0,0.327027644328217
12927,"<a href=""statss.aspx?playerid=12927&position=OF"">Brandon Nimmo</a>",31.0,663.0,0.32051343887234024
19950,"<a href=""statss.aspx?playerid=19950&position=2B/SS"">Andres Gimenez</a>",25.0,633.0,0.28149777878259435
21636,"<a href=""statss.aspx?playerid=21636&position=SS"">Jeremy Pena</a>",26.0,650.0,0.3050573243998891
22581,"<a href=""statss.aspx?playerid=22581&position=C"">Alejandro Kirk</a>",25.0,386.0,0.29695486263795334
26288,"<a href=""statss.aspx?playerid=26288&position=C/DH"">Adley Rutschman</a>",26.0,638.0,0.30890228964212374
29931,"<a href=""statss.aspx?playerid=29931&position=OF"">Jacob Young</a>",24.0,521.0,0.2896075388416648
11609,"<a href=""statss.aspx?playerid=11609&position=C"">Willson Contreras</a>",32.0,358.0,0.37018280752589194
27815,"<a href=""statss.aspx?playerid=27815&position=2B/3B"">Jordan Westburg</a>",25.0,447.0,0.3395621362288437
27506,"<a href=""statss.aspx?playerid=27506&position=SS"">Ha-seong Kim</a>",28.0,470.0,0.3083755688749867
19197,"<a href=""statss.aspx?playerid=19197&position=C"">Will Smith</a>",29.0,544.0,0.3257519090928996
27769,"<a href=""statss.aspx?playerid=27769&position=OF"">Pete Crow-Armstrong</a>",22.0,410.0,0.2894473162293434
14344,"<a href=""statss.aspx?playerid=14344&position=1B"">Matt Olson</a>",30.0,685.0,0.33945008884457983
22186,"<a href=""statss.aspx?playerid=22186&position=2B"">Brice Turang</a>",24.0,619.0,0.29423238577694916
10231,"<a href=""statss.aspx?playerid=10231&position=SS"">Jose Iglesias</a>",34.0,291.0,0.3617972910404205
15711,"<a href=""statss.aspx?playerid=15711&position=OF"">Tyler O'Neill</a>",29.0,473.0,0.35966480504243803
22664,"<a href=""statss.aspx?playerid=22664&position=C"">Gabriel Moreno</a>",24.0,351.0,0.324803192785808
19608,"<a href=""statss.aspx?playerid=19608&position=2B/SS"">Otto Lopez</a>",25.0,434.0,0.30242097917123073
18360,"<a href=""statss.aspx?playerid=18360&position=3B"">Austin Riley</a>",27.0,469.0,0.33795924811983413
18042,"<a href=""statss.aspx?playerid=18042&position=2B/OF"">Dylan Moore</a>",31.0,441.0,0.3058058915485825
25961,"<a href=""statss.aspx?playerid=25961&position=DH/OF"">Kerry Carpenter</a>",26.0,296.0,0.3904375917699239
21558,"<a href=""statss.aspx?playerid=21558&position=OF"">Matt Vierling</a>",27.0,567.0,0.3174157493316664
22515,"<a href=""statss.aspx?playerid=22515&position=OF"">Heliot Ramos</a>",24.0,518.0,0.3387795454540918
13301,"<a href=""statss.aspx?playerid=13301&position=1B/3B"">Max Muncy</a>",33.0,293.0,0.3617018884625928
19354,"<a href=""statss.aspx?playerid=19354&position=OF"">Luke Raley</a>",29.0,455.0,0.3390953546065105
20202,"<a href=""statss.aspx?playerid=20202&position=OF"">Brandon Marsh</a>",26.0,476.0,0.3257733355070415
18839,"<a href=""statss.aspx?playerid=18839&position=1B"">Josh Naylor</a>",27.0,633.0,0.33160023488998414
18882,"<a href=""statss.aspx?playerid=18882&position=2B"">Brandon Lowe</a>",29.0,425.0,0.334698090739284
22266,"<a href=""statss.aspx?playerid=22266&position=2B/SS"">Xavier Edwards</a>",24.0,303.0,0.3586137106648315
26319,"<a href=""statss.aspx?playerid=26319&position=1B"">Michael Busch</a>",26.0,567.0,0.3364596908168321
19326,"<a href=""statss.aspx?playerid=19326&position=OF"">Bryan Reynolds</a>",29.0,692.0,0.3427446141990418
19452,"<a href=""statss.aspx?playerid=19452&position=C"">Jake Rogers</a>",29.0,337.0,0.2641894125512668
23800,"<a href=""statss.aspx?playerid=23800&position=OF"">Parker Meadows</a>",24.0,298.0,0.32112619310918483
24729,"<a href=""statss.aspx?playerid=24729&position=C"">Logan O'Hoppe</a>",24.0,522.0,0.31106662246865185
20352,"<a href=""statss.aspx?playerid=20352&position=2B/3B"">Ernie Clement</a>",28.0,452.0,0.2974025495599267
20599,"<a href=""statss.aspx?playerid=20599&position=C/DH"">Ivan Herrera</a>",24.0,259.0,0.35088068015815677
19238,"<a href=""statss.aspx?playerid=19238&position=OF"">Lourdes Gurriel Jr.</a>",30.0,553.0,0.32670330580161966
17929,"<a href=""statss.aspx?playerid=17929&position=OF"">Cedric Mullins</a>",29.0,499.0,0.3102922748501708
15998,"<a href=""statss.aspx?playerid=15998&position=1B/OF"">Cody Bellinger</a>",28.0,569.0,0.32181783715176837
18036,"<a href=""statss.aspx?playerid=18036&position=1B/2B"">Jake Cronenworth</a>",30.0,656.0,0.31488512410708
16512,"<a href=""statss.aspx?playerid=16512&position=SS"">Isiah Kiner-Falefa</a>",29.0,496.0,0.29883789133590327
19251,"<a href=""statss.aspx?playerid=19251&position=1B"">Pete Alonso</a>",29.0,695.0,0.3398528206020637
26466,"<a href=""statss.aspx?playerid=26466&position=OF"">Matt Wallner</a>",26.0,261.0,0.38523802583701766
22799,"<a href=""statss.aspx?playerid=22799&position=SS"">Geraldo Perdomo</a>",24.0,388.0,0.3171501502277344
12161,"<a href=""statss.aspx?playerid=12161&position=SS"">Xander Bogaerts</a>",31.0,463.0,0.2997738561928916
25931,"<a href=""statss.aspx?playerid=25931&position=OF"">Michael Harris II</a>",23.0,470.0,0.3120455870242007
19290,"<a href=""statss.aspx?playerid=19290&position=OF"">Randy Arozarena</a>",29.0,648.0,0.3203924835464101
11739,"<a href=""statss.aspx?playerid=11739&position=C"">J.T. Realmuto</a>",33.0,413.0,0.32606597331542414
25816,"<a href=""statss.aspx?playerid=25816&position=C"">Shea Langeliers</a>",26.0,534.0,0.31521909476671006
20308,"<a href=""statss.aspx?playerid=20308&position=OF"">Jake Meyers</a>",28.0,513.0,0.28458094643611537
21840,"<a href=""statss.aspx?playerid=21840&position=C"">Freddy Fermin</a>",29.0,368.0,0.30039438133031293
16578,"<a href=""statss.aspx?playerid=16578&position=1B/3B/DH"">Yandy Diaz</a>",32.0,621.0,0.3305333292234731
15112,"<a href=""statss.aspx?playerid=15112&position=3B"">Ryan McMahon</a>",29.0,645.0,0.31540381861777744
23401,"<a href=""statss.aspx?playerid=23401&position=SS"">Jose Caballero</a>",27.0,483.0,0.27710887074221646
19734,"<a href=""statss.aspx?playerid=19734&position=2B/3B"">Josh Rojas</a>",30.0,476.0,0.2855414129414801
14968,"<a href=""statss.aspx?playerid=14968&position=C"">Victor Caratini</a>",30.0,274.0,0.32435033915243744
26121,"<a href=""statss.aspx?playerid=26121&position=C"">Francisco Alvarez</a>",22.0,342.0,0.3098268491482874
17022,"<a href=""statss.aspx?playerid=17022&position=3B/SS"">Edmundo Sosa</a>",28.0,274.0,0.3184949926593724
27555,"<a href=""statss.aspx?playerid=27555&position=OF"">Garrett Mitchell</a>",25.0,224.0,0.3512370078950315
26477,"<a href=""statss.aspx?playerid=26477&position=1B"">Spencer Horwitz</a>",26.0,381.0,0.34409546867838636
7739,"<a href=""statss.aspx?playerid=7739&position=C"">Travis d'Arnaud</a>",35.0,341.0,0.31879015821865225
16997,"<a href=""statss.aspx?playerid=16997&position=2B"">Gleyber Torres</a>",27.0,665.0,0.31267272580982514
17452,"<a href=""statss.aspx?playerid=17452&position=OF"">Jose Siri</a>",28.0,448.0,0.2707812407532254
25768,"<a href=""statss.aspx?playerid=25768&position=SS"">CJ Abrams</a>",23.0,602.0,0.32224908431238153
18015,"<a href=""statss.aspx?playerid=18015&position=SS"">Paul DeJong</a>",30.0,482.0,0.3023871950094136
26294,"<a href=""statss.aspx?playerid=26294&position=2B"">Bryson Stott</a>",26.0,571.0,0.2959171467705777
13620,"<a href=""statss.aspx?playerid=13620&position=C"">Carson Kelly</a>",29.0,313.0,0.30414682855240455
24934,"<a href=""statss.aspx?playerid=24934&position=DH"">David Fry</a>",28.0,392.0,0.34722092886662853
27899,"<a href=""statss.aspx?playerid=27899&position=2B/DH"">Colt Keith</a>",22.0,556.0,0.3007700167838417
21454,"<a href=""statss.aspx?playerid=21454&position=OF"">Lars Nootbaar</a>",26.0,405.0,0.3307730666737058
14854,"<a href=""statss.aspx?playerid=14854&position=OF"">Mike Yastrzemski</a>",33.0,474.0,0.31878834445092635
16725,"<a href=""statss.aspx?playerid=16725&position=C"">Jose Trevino</a>",31.0,234.0,0.28372043192130814
27531,"<a href=""statss.aspx?playerid=27531&position=2B/SS"">David Hamilton</a>",26.0,317.0,0.3048386513622777
15491,"<a href=""statss.aspx?playerid=15491&position=SS"">J.P. Crawford</a>",29.0,451.0,0.2831537932355758
19913,"<a href=""statss.aspx?playerid=19913&position=OF"">Jesus Sanchez</a>",26.0,537.0,0.31695893931478153
21865,"<a href=""statss.aspx?playerid=21865&position=C"">Bo Naylor</a>",24.0,389.0,0.2685594781075117
10243,"<a href=""statss.aspx?playerid=10243&position=OF"">Randal Grichuk</a>",32.0,279.0,0.373031150269252
16442,"<a href=""statss.aspx?playerid=16442&position=1B"">Ryan O'Hearn</a>",30.0,494.0,0.3300667288826733
5517,"<a href=""statss.aspx?playerid=5517&position=C"">Kyle Higashioka</a>",34.0,263.0,0.31389006608315095
19921,"<a href=""statss.aspx?playerid=19921&position=OF"">Blake Perkins</a>",27.0,434.0,0.28822558540119586
24618,"<a href=""statss.aspx?playerid=24618&position=C"">Ryan Jeffers</a>",27.0,465.0,0.316508739159025
27684,"<a href=""statss.aspx?playerid=27684&position=2B"">Michael Massey</a>",26.0,356.0,0.3165411601323244
26323,"<a href=""statss.aspx?playerid=26323&position=1B/OF"">Spencer Steer</a>",26.0,656.0,0.3164798483593773
29622,"<a href=""statss.aspx?playerid=29622&position=OF"">Sal Frelick</a>",24.0,524.0,0.29205405206808926
27676,"<a href=""statss.aspx?playerid=27676&position=1B"">Vinnie Pasquantino</a>",26.0,554.0,0.3245793902787609
19858,"<a href=""statss.aspx?playerid=19858&position=2B/3B"">Luis Rengifo</a>",27.0,304.0,0.3346977892881966
21614,"<a href=""statss.aspx?playerid=21614&position=OF"">Kyle Isbel</a>",27.0,426.0,0.28624969877694784
19955,"<a href=""statss.aspx?playerid=19955&position=2B"">Gavin Lux</a>",26.0,487.0,0.3096331884239244
21501,"<a href=""statss.aspx?playerid=21501&position=DH/OF"">Trevor Larnach</a>",27.0,400.0,0.33586232494889645
18373,"<a href=""statss.aspx?playerid=18373&position=1B"">Ryan Mountcastle</a>",27.0,507.0,0.3155164792692873
29766,"<a href=""statss.aspx?playerid=29766&position=2B"">Zack Gelof</a>",24.0,547.0,0.2764205327805351
13590,"<a href=""statss.aspx?playerid=13590&position=OF"">Jesse Winker</a>",30.0,508.0,0.33783508328691364
17696,"<a href=""statss.aspx?playerid=17696&position=2B/SS"">Kevin Newman</a>",30.0,311.0,0.2984641043371276
22275,"<a href=""statss.aspx?playerid=22275&position=1B/3B"">Jake Burger</a>",28.0,579.0,0.3254176387547207
16939,"<a href=""statss.aspx?playerid=16939&position=OF"">Lane Thomas</a>",28.0,528.0,0.3088420941662291
20287,"<a href=""statss.aspx?playerid=20287&position=C"">Ben Rortvedt</a>",26.0,328.0,0.283089577061374
11368,"<a href=""statss.aspx?playerid=11368&position=C"">Yasmani Grandal</a>",35.0,243.0,0.3082559163371722
13770,"<a href=""statss.aspx?playerid=13770&position=OF"">Rob Refsnyder</a>",33.0,307.0,0.35831892098251145
27490,"<a href=""statss.aspx?playerid=27490&position=2B"">Nick Gonzales</a>",25.0,387.0,0.3070752961294992
18126,"<a href=""statss.aspx?playerid=18126&position=1B/OF"">LaMonte Wade Jr.</a>",30.0,401.0,0.3374564818189114
24488,"<a href=""statss.aspx?playerid=24488&position=SS"">Max Schuemann</a>",27.0,459.0,0.28090951227406574
21524,"<a href=""statss.aspx?playerid=21524&position=C"">Joey Bart</a>",27.0,282.0,0.3469483698090763
16376,"<a href=""statss.aspx?playerid=16376&position=OF"">Michael Conforto</a>",31.0,488.0,0.32669340829829663
16556,"<a href=""statss.aspx?playerid=16556&position=2B"">Ozzie Albies</a>",27.0,435.0,0.3070691708860726
24589,"<a href=""statss.aspx?playerid=24589&position=2B/OF"">Richie Palacios</a>",27.0,316.0,0.30282458691551284
29518,"<a href=""statss.aspx?playerid=29518&position=OF"">James Wood</a>",21.0,336.0,0.34206041827130673
15362,"<a href=""statss.aspx?playerid=15362&position=2B/OF"">Jeff McNeil</a>",32.0,472.0,0.3035550645057191
24816,"<a href=""statss.aspx?playerid=24816&position=OF"">Andy Pages</a>",23.0,443.0,0.3098208853022545
22715,"<a href=""statss.aspx?playerid=22715&position=3B"">Maikel Garcia</a>",24.0,626.0,0.27008225181861706
18030,"<a href=""statss.aspx?playerid=18030&position=OF"">Harrison Bader</a>",30.0,437.0,0.2853290042199126
18900,"<a href=""statss.aspx?playerid=18900&position=OF"">Leody Taveras</a>",25.0,529.0,0.28214366399743257
19296,"<a href=""statss.aspx?playerid=19296&position=OF"">Alex Call</a>",29.0,113.0,0.4119153708483266
9218,"<a href=""statss.aspx?playerid=9218&position=1B"">Paul Goldschmidt</a>",36.0,654.0,0.30982255549342547
5235,"<a href=""statss.aspx?playerid=5235&position=3B"">Justin Turner</a>",39.0,539.0,0.32655321508368523
20437,"<a href=""statss.aspx?playerid=20437&position=3B"">Royce Lewis</a>",25.0,325.0,0.3174114555766339
19896,"<a href=""statss.aspx?playerid=19896&position=C"">Connor Wong</a>",28.0,487.0,0.3301827815390125
18568,"<a href=""statss.aspx?playerid=18568&position=1B/2B"">Luis Arraez</a>",27.0,672.0,0.3227873320343612
16530,"<a href=""statss.aspx?playerid=16530&position=OF"">Mauricio Dubon</a>",29.0,428.0,0.2863087520879858
24336,"<a href=""statss.aspx?playerid=24336&position=OF"">Johan Rojas</a>",23.0,363.0,0.26546722213986895
13675,"<a href=""statss.aspx?playerid=13675&position=OF"">Tyrone Taylor</a>",30.0,345.0,0.3036750242244398
22557,"<a href=""statss.aspx?playerid=22557&position=OF"">Michael Siani</a>",24.0,334.0,0.25681112332978856
23690,"<a href=""statss.aspx?playerid=23690&position=SS"">Brayan Rocchio</a>",23.0,442.0,0.2758581871866908
24703,"<a href=""statss.aspx?playerid=24703&position=1B/3B"">Jonah Bride</a>",28.0,272.0,0.3511037305272373
14221,"<a href=""statss.aspx?playerid=14221&position=DH/OF"">Jorge Soler</a>",32.0,574.0,0.33977710313429554
12856,"<a href=""statss.aspx?playerid=12856&position=OF"">George Springer</a>",34.0,614.0,0.2983212936760745
15274,"<a href=""statss.aspx?playerid=15274&position=OF"">Mike Tauchman</a>",33.0,350.0,0.3253509421007974
20538,"<a href=""statss.aspx?playerid=20538&position=1B/3B"">Jose Miranda</a>",26.0,429.0,0.3278782245154693
22857,"<a href=""statss.aspx?playerid=22857&position=OF"">Wenceel Perez</a>",24.0,425.0,0.29876415132067163
24262,"<a href=""statss.aspx?playerid=24262&position=OF"">Ceddanne Rafaela</a>",23.0,571.0,0.28604016988210273
19392,"<a href=""statss.aspx?playerid=19392&position=3B/OF"">Zach McKinstry</a>",29.0,325.0,0.27027658737622773
19953,"<a href=""statss.aspx?playerid=19953&position=OF"">Josh Lowe</a>",26.0,387.0,0.29874266905821956
21707,"<a href=""statss.aspx?playerid=21707&position=3B/OF"">Oswaldo Cabrera</a>",25.0,326.0,0.2897587115014041
12144,"<a href=""statss.aspx?playerid=12144&position=OF"">Max Kepler</a>",31.0,399.0,0.2980898906238115
18401,"<a href=""statss.aspx?playerid=18401&position=OF"">Ronald Acuna Jr.</a>",26.0,222.0,0.32185090957461177
19260,"<a href=""statss.aspx?playerid=19260&position=OF"">Jake Fraley</a>",29.0,382.0,0.31398372625181187
19892,"<a href=""statss.aspx?playerid=19892&position=1B/OF"">Pavin Smith</a>",28.0,158.0,0.3774610286272025
10155,"<a href=""statss.aspx?playerid=10155&position=OF"">Mike Trout</a>",32.0,126.0,0.365490749835968
18795,"<a href=""statss.aspx?playerid=18795&position=3B"">Ramon Urias</a>",30.0,301.0,0.3252721706102061
13723,"<a href=""statss.aspx?playerid=13723&position=C"">Jacob Stallings</a>",34.0,281.0,0.352632313646296
19339,"<a href=""statss.aspx?playerid=19339&position=2B/SS"">Nicky Lopez</a>",29.0,445.0,0.2751438505014146
17128,"<a href=""statss.aspx?playerid=17128&position=OF"">Ramon Laureano</a>",29.0,309.0,0.32408985736686435
31837,"<a href=""statss.aspx?playerid=31837&position=DH/OF"">Masataka Yoshida</a>",30.0,421.0,0.33647743681547476
26365,"<a href=""statss.aspx?playerid=26365&position=OF"">Jonny DeLuca</a>",25.0,362.0,0.26887733275511805
4940,"<a href=""statss.aspx?playerid=4940&position=OF"">Jason Heyward</a>",34.0,258.0,0.30021066759146897
11445,"<a href=""statss.aspx?playerid=11445&position=OF"">Mark Canha</a>",35.0,462.0,0.309831370478091
19352,"<a href=""statss.aspx?playerid=19352&position=C"">Sean Murphy</a>",29.0,264.0,0.28139100781864995
4949,"<a href=""statss.aspx?playerid=4949&position=DH/OF"">Giancarlo Stanton</a>",34.0,459.0,0.3298972602485306
13185,"<a href=""statss.aspx?playerid=13185&position=SS"">Orlando Arcia</a>",29.0,602.0,0.2726847584048907
19470,"<a href=""statss.aspx?playerid=19470&position=2B"">Tommy Edman</a>",29.0,153.0,0.30703503360935286
15905,"<a href=""statss.aspx?playerid=15905&position=C"">Luis Torrens</a>",28.0,130.0,0.29180257182854874
8623,"<a href=""statss.aspx?playerid=8623&position=2B"">Donovan Solano</a>",36.0,309.0,0.3331028579894007
17273,"<a href=""statss.aspx?playerid=17273&position=SS"">Jorge Mateo</a>",29.0,208.0,0.28582991789845585
17907,"<a href=""statss.aspx?playerid=17907&position=2B"">Brendan Rodgers</a>",27.0,539.0,0.31360177787322574
29554,"<a href=""statss.aspx?playerid=29554&position=C/DH"">Adrian Del Castillo</a>",24.0,87.0,0.383930592016242
9774,"<a href=""statss.aspx?playerid=9774&position=C"">Christian Vazquez</a>",33.0,315.0,0.25004671965875935
