playerid,Name,Age,PA,wOBA
11579,"<a href=""statss.aspx?playerid=11579&position=OF"">Bryce Harper</a>",32.0,257.0,0.3534540627516952
20599,"<a href=""statss.aspx?playerid=20599&position=C/DH"">Ivan Herrera</a>",25.0,171.0,0.3963872413886221
18839,"<a href=""statss.aspx?playerid=18839&position=1B"">Josh Naylor</a>",28.0,324.0,0.3585304221751527
13624,"<a href=""statss.aspx?playerid=13624&position=SS"">Corey Seager</a>",31.0,230.0,0.33280120337061947
22515,"<a href=""statss.aspx?playerid=22515&position=OF"">Heliot Ramos</a>",25.0,364.0,0.34864170508608017
11609,"<a href=""statss.aspx?playerid=11609&position=C"">Willson Contreras</a>",33.0,346.0,0.33330670172391935
19470,"<a href=""statss.aspx?playerid=19470&position=2B"">Tommy Edman</a>",30.0,254.0,0.3119338854091374
26396,"<a href=""statss.aspx?playerid=26396&position=3B/SS"">Josh Smith</a>",27.0,287.0,0.3332204067371261
18882,"<a href=""statss.aspx?playerid=18882&position=2B"">Brandon Lowe</a>",30.0,324.0,0.3491557720275855
22664,"<a href=""statss.aspx?playerid=22664&position=C"">Gabriel Moreno</a>",25.0,188.0,0.3224352664769964
12533,"<a href=""statss.aspx?playerid=12533&position=2B/SS"">Marcus Semien</a>",34.0,345.0,0.29601642619008606
27467,"<a href=""statss.aspx?playerid=27467&position=1B/OF"">Tyler Soderstrom</a>",23.0,354.0,0.3335354621957449
31539,"<a href=""statss.aspx?playerid=31539&position=C"">Drake Baldwin</a>",24.0,179.0,0.35769895135357394
12856,"<a href=""statss.aspx?playerid=12856&position=OF"">George Springer</a>",35.0,306.0,0.3538197314858835
28806,"<a href=""statss.aspx?playerid=28806&position=OF"">Jackson Chourio</a>",21.0,374.0,0.3113711474732282
11477,"<a href=""statss.aspx?playerid=11477&position=OF"">Christian Yelich</a>",33.0,338.0,0.3417154465148698
18036,"<a href=""statss.aspx?playerid=18036&position=1B/2B"">Jake Cronenworth</a>",31.0,228.0,0.33302610743362293
27465,"<a href=""statss.aspx?playerid=27465&position=1B"">Spencer Torkelson</a>",25.0,333.0,0.342101007154802
13897,"<a href=""statss.aspx?playerid=13897&position=C"">Tyler Heineman</a>",34.0,81.0,0.39138251170516014
35322,"<a href=""statss.aspx?playerid=35322&position=2B/SS"">Hyeseong Kim</a>",26.0,87.0,0.41832058525633536
24598,"<a href=""statss.aspx?playerid=24598&position=3B/OF"">Addison Barger</a>",25.0,222.0,0.33648077710108326
15362,"<a href=""statss.aspx?playerid=15362&position=2B/OF"">Jeff McNeil</a>",33.0,191.0,0.34696635840431095
29576,"<a href=""statss.aspx?playerid=29576&position=1B/DH"">Ben Rice</a>",26.0,276.0,0.34301202709024603
17919,"<a href=""statss.aspx?playerid=17919&position=OF"">Ian Happ</a>",30.0,354.0,0.32230529424834387
27647,"<a href=""statss.aspx?playerid=27647&position=SS"">Anthony Volpe</a>",24.0,336.0,0.3136105567661684
16725,"<a href=""statss.aspx?playerid=16725&position=C"">Jose Trevino</a>",32.0,168.0,0.34445934381313664
27478,"<a href=""statss.aspx?playerid=27478&position=C"">Patrick Bailey</a>",26.0,214.0,0.24678841049637273
14854,"<a href=""statss.aspx?playerid=14854&position=OF"">Mike Yastrzemski</a>",34.0,297.0,0.31773891558452527
16578,"<a href=""statss.aspx?playerid=16578&position=1B/3B/DH"">Yandy Diaz</a>",33.0,351.0,0.34889388955425055
25180,"<a href=""statss.aspx?playerid=25180&position=2B/OF"">Daniel Schneemann</a>",28.0,206.0,0.30831370517319323
18030,"<a href=""statss.aspx?playerid=18030&position=OF"">Harrison Bader</a>",31.0,237.0,0.31995235440097275
15112,"<a href=""statss.aspx?playerid=15112&position=3B"">Ryan McMahon</a>",30.0,332.0,0.3152648338378376
22266,"<a href=""statss.aspx?playerid=22266&position=2B/SS"">Xavier Edwards</a>",25.0,301.0,0.30763487887862545
22857,"<a href=""statss.aspx?playerid=22857&position=OF"">Wenceel Perez</a>",25.0,100.0,0.39456659376621245
17338,"<a href=""statss.aspx?playerid=17338&position=2B/OF"">Willi Castro</a>",28.0,239.0,0.34384339041850737
26202,"<a href=""statss.aspx?playerid=26202&position=OF"">Jake Mangum</a>",29.0,186.0,0.32589801485474046
33189,"<a href=""statss.aspx?playerid=33189&position=1B"">Nolan Schanuel</a>",23.0,339.0,0.3359379297997578
17548,"<a href=""statss.aspx?playerid=17548&position=OF"">Taylor Ward</a>",31.0,348.0,0.32421479857277113
26288,"<a href=""statss.aspx?playerid=26288&position=C/DH"">Adley Rutschman</a>",27.0,276.0,0.30670284274695575
27790,"<a href=""statss.aspx?playerid=27790&position=OF"">Evan Carter</a>",22.0,113.0,0.35613534652761053
19901,"<a href=""statss.aspx?playerid=19901&position=DH/OF"">Gavin Sheets</a>",29.0,304.0,0.336511758884581
16530,"<a href=""statss.aspx?playerid=16530&position=OF"">Mauricio Dubon</a>",30.0,170.0,0.2890849159314082
9777,"<a href=""statss.aspx?playerid=9777&position=3B"">Nolan Arenado</a>",34.0,333.0,0.30161915071829476
18577,"<a href=""statss.aspx?playerid=18577&position=3B"">Ke'Bryan Hayes</a>",28.0,311.0,0.2696645361761893
26294,"<a href=""statss.aspx?playerid=26294&position=2B"">Bryson Stott</a>",27.0,313.0,0.2891758229487982
19363,"<a href=""statss.aspx?playerid=19363&position=OF"">Austin Hays</a>",29.0,143.0,0.37645237840397255
20220,"<a href=""statss.aspx?playerid=20220&position=OF"">Jo Adell</a>",26.0,270.0,0.34956509450997564
33824,"<a href=""statss.aspx?playerid=33824&position=OF"">Jung Hoo Lee</a>",26.0,344.0,0.3071638564037722
22054,"<a href=""statss.aspx?playerid=22054&position=OF"">Dane Myers</a>",29.0,183.0,0.33950980471783
19612,"<a href=""statss.aspx?playerid=19612&position=SS"">Bo Bichette</a>",27.0,379.0,0.31820594050266127
9218,"<a href=""statss.aspx?playerid=9218&position=1B"">Paul Goldschmidt</a>",37.0,326.0,0.33147866688668726
15905,"<a href=""statss.aspx?playerid=15905&position=C"">Luis Torrens</a>",29.0,159.0,0.2828790785381629
23401,"<a href=""statss.aspx?playerid=23401&position=SS"">Jose Caballero</a>",28.0,221.0,0.2930649185722524
10324,"<a href=""statss.aspx?playerid=10324&position=DH/OF"">Marcell Ozuna</a>",34.0,351.0,0.34160202143868607
25477,"<a href=""statss.aspx?playerid=25477&position=OF"">Isaac Collins</a>",27.0,189.0,0.3312125604420422
29646,"<a href=""statss.aspx?playerid=29646&position=3B"">Caleb Durbin</a>",25.0,238.0,0.3060444729813075
29695,"<a href=""statss.aspx?playerid=29695&position=2B/SS"">Matt McLain</a>",25.0,304.0,0.2904435378490108
31580,"<a href=""statss.aspx?playerid=31580&position=2B/SS"">Chase Meidroth</a>",23.0,250.0,0.30457404017448425
29844,"<a href=""statss.aspx?playerid=29844&position=C/1B/DH"">Liam Hicks</a>",26.0,164.0,0.3494701150022907
27615,"<a href=""statss.aspx?playerid=27615&position=1B/OF"">Alec Burleson</a>",26.0,270.0,0.33821230948860964
22277,"<a href=""statss.aspx?playerid=22277&position=SS"">Nick Allen</a>",26.0,245.0,0.269255829005202
15986,"<a href=""statss.aspx?playerid=15986&position=SS"">Willy Adames</a>",29.0,358.0,0.28148458512981284
22563,"<a href=""statss.aspx?playerid=22563&position=SS"">Gabriel Arias</a>",25.0,281.0,0.29047066888638906
18795,"<a href=""statss.aspx?playerid=18795&position=3B"">Ramon Urias</a>",31.0,232.0,0.3056658424180129
21618,"<a href=""statss.aspx?playerid=21618&position=3B"">Alec Bohm</a>",28.0,342.0,0.31102023243206983
16472,"<a href=""statss.aspx?playerid=16472&position=1B"">Rhys Hoskins</a>",32.0,308.0,0.3259996078372781
24618,"<a href=""statss.aspx?playerid=24618&position=C"">Ryan Jeffers</a>",28.0,259.0,0.3185369212960088
21454,"<a href=""statss.aspx?playerid=21454&position=OF"">Lars Nootbaar</a>",27.0,350.0,0.31648135373647185
31781,"<a href=""statss.aspx?playerid=31781&position=2B"">Jackson Holliday</a>",21.0,325.0,0.3145946493515602
31431,"<a href=""statss.aspx?playerid=31431&position=OF"">Jordan Beck</a>",24.0,294.0,0.3358055458587854
21693,"<a href=""statss.aspx?playerid=21693&position=C"">Miguel Amaya</a>",26.0,100.0,0.34723531718205924
25816,"<a href=""statss.aspx?playerid=25816&position=C"">Shea Langeliers</a>",27.0,234.0,0.3161314377968915
20178,"<a href=""statss.aspx?playerid=20178&position=3B"">Miguel Vargas</a>",25.0,334.0,0.31546309108505705
25782,"<a href=""statss.aspx?playerid=25782&position=C"">Pedro Pages</a>",26.0,216.0,0.2723371316896421
25961,"<a href=""statss.aspx?playerid=25961&position=DH/OF"">Kerry Carpenter</a>",27.0,280.0,0.33098077644940316
29931,"<a href=""statss.aspx?playerid=29931&position=OF"">Jacob Young</a>",25.0,186.0,0.2881136516506752
15274,"<a href=""statss.aspx?playerid=15274&position=OF"">Mike Tauchman</a>",34.0,132.0,0.36568524440129596
11739,"<a href=""statss.aspx?playerid=11739&position=C"">J.T. Realmuto</a>",34.0,287.0,0.29385487516443215
27899,"<a href=""statss.aspx?playerid=27899&position=2B/DH"">Colt Keith</a>",23.0,251.0,0.32072577747215786
16512,"<a href=""statss.aspx?playerid=16512&position=SS"">Isiah Kiner-Falefa</a>",30.0,263.0,0.294470823269624
19318,"<a href=""statss.aspx?playerid=19318&position=C"">Matt Thaiss</a>",30.0,157.0,0.31550255761696744
13066,"<a href=""statss.aspx?playerid=13066&position=OF"">Teoscar Hernandez</a>",32.0,283.0,0.32996142121916966
20572,"<a href=""statss.aspx?playerid=20572&position=1B"">Kody Clemens</a>",29.0,147.0,0.3318981017968426
17982,"<a href=""statss.aspx?playerid=17982&position=1B"">Ty France</a>",30.0,326.0,0.31010154840405
19892,"<a href=""statss.aspx?playerid=19892&position=1B/OF"">Pavin Smith</a>",29.0,255.0,0.3547838302109185
19296,"<a href=""statss.aspx?playerid=19296&position=OF"">Alex Call</a>",30.0,188.0,0.33998252329279166
18123,"<a href=""statss.aspx?playerid=18123&position=OF"">Nathan Lukes</a>",30.0,178.0,0.3181703717902649
27490,"<a href=""statss.aspx?playerid=27490&position=2B"">Nick Gonzales</a>",26.0,102.0,0.3519109697902904
31595,"<a href=""statss.aspx?playerid=31595&position=3B/SS"">Brooks Lee</a>",24.0,257.0,0.31403449792342425
19953,"<a href=""statss.aspx?playerid=19953&position=OF"">Josh Lowe</a>",27.0,164.0,0.34043823136873774
2396,"<a href=""statss.aspx?playerid=2396&position=1B"">Carlos Santana</a>",39.0,310.0,0.30544278922590234
15271,"<a href=""statss.aspx?playerid=15271&position=C"">Austin Wynns</a>",34.0,83.0,0.36343131850405436
35110,"<a href=""statss.aspx?playerid=35110&position=1B"">Nick Kurtz</a>",22.0,187.0,0.35067698744035536
21562,"<a href=""statss.aspx?playerid=21562&position=1B/2B"">Romy Gonzalez</a>",28.0,121.0,0.3622842018802961
24488,"<a href=""statss.aspx?playerid=24488&position=SS"">Max Schuemann</a>",28.0,103.0,0.3059352948827651
5417,"<a href=""statss.aspx?playerid=5417&position=2B"">Jose Altuve</a>",35.0,342.0,0.3171178649308759
10155,"<a href=""statss.aspx?playerid=10155&position=OF"">Mike Trout</a>",33.0,239.0,0.33566054039531285
20084,"<a href=""statss.aspx?playerid=20084&position=C"">J.C. Escarra</a>",30.0,81.0,0.3199164808532338
26299,"<a href=""statss.aspx?playerid=26299&position=3B"">Josh Jung</a>",27.0,297.0,0.28412218828393954
19913,"<a href=""statss.aspx?playerid=19913&position=OF"">Jesus Sanchez</a>",27.0,248.0,0.3108514965541901
27577,"<a href=""statss.aspx?playerid=27577&position=2B/3B"">Casey Schmitt</a>",26.0,112.0,0.35139417111336646
26123,"<a href=""statss.aspx?playerid=26123&position=3B"">Brett Baty</a>",25.0,209.0,0.29696217036018
29591,"<a href=""statss.aspx?playerid=29591&position=OF"">Colton Cowser</a>",25.0,105.0,0.34344284647987
13675,"<a href=""statss.aspx?playerid=13675&position=OF"">Tyrone Taylor</a>",31.0,242.0,0.26661220255257195
12564,"<a href=""statss.aspx?playerid=12564&position=SS"">Trevor Story</a>",32.0,336.0,0.2883481596832845
14162,"<a href=""statss.aspx?playerid=14162&position=SS"">Carlos Correa</a>",30.0,284.0,0.3000277960804147
20202,"<a href=""statss.aspx?playerid=20202&position=OF"">Brandon Marsh</a>",27.0,192.0,0.30779174252560265
11737,"<a href=""statss.aspx?playerid=11737&position=3B/OF"">Nick Castellanos</a>",33.0,345.0,0.33363131526587664
19950,"<a href=""statss.aspx?playerid=19950&position=2B/SS"">Andres Gimenez</a>",26.0,226.0,0.26389221376842925
21865,"<a href=""statss.aspx?playerid=21865&position=C"">Bo Naylor</a>",25.0,214.0,0.2785866545959258
13770,"<a href=""statss.aspx?playerid=13770&position=OF"">Rob Refsnyder</a>",34.0,106.0,0.36859855651855467
17620,"<a href=""statss.aspx?playerid=17620&position=OF"">Myles Straw</a>",30.0,160.0,0.2734636211550081
19918,"<a href=""statss.aspx?playerid=19918&position=OF"">Daulton Varsho</a>",28.0,100.0,0.3163754632978728
20391,"<a href=""statss.aspx?playerid=20391&position=2B"">Luis Garcia Jr.</a>",25.0,294.0,0.31002447515928827
28080,"<a href=""statss.aspx?playerid=28080&position=OF"">Jasson Dominguez</a>",22.0,263.0,0.32083719810152234
25493,"<a href=""statss.aspx?playerid=25493&position=3B/SS"">Joey Ortiz</a>",26.0,289.0,0.2555231754208954
17929,"<a href=""statss.aspx?playerid=17929&position=OF"">Cedric Mullins</a>",30.0,277.0,0.30541297123915906
13152,"<a href=""statss.aspx?playerid=13152&position=2B/SS"">Jorge Polanco</a>",31.0,249.0,0.3172416684608306
17022,"<a href=""statss.aspx?playerid=17022&position=3B/SS"">Edmundo Sosa</a>",29.0,123.0,0.31020185595653094
26546,"<a href=""statss.aspx?playerid=26546&position=C/DH"">Agustin Ramirez</a>",23.0,249.0,0.3356061931098661
16947,"<a href=""statss.aspx?playerid=16947&position=OF"">Derek Hill</a>",29.0,82.0,0.29575190246105193
21524,"<a href=""statss.aspx?playerid=21524&position=C"">Joey Bart</a>",28.0,205.0,0.2980599240558903
27815,"<a href=""statss.aspx?playerid=27815&position=2B/3B"">Jordan Westburg</a>",26.0,147.0,0.31059260230486085
15674,"<a href=""statss.aspx?playerid=15674&position=C"">Reese McGuire</a>",30.0,54.0,0.34181718331462935
21009,"<a href=""statss.aspx?playerid=21009&position=2B/SS"">Leo Rivas</a>",27.0,73.0,0.3341184976982744
33321,"<a href=""statss.aspx?playerid=33321&position=2B"">Luke Keaschall</a>",22.0,26.0,0.46874638474904573
26517,"<a href=""statss.aspx?playerid=26517&position=3B/OF"">Noelvi Marte</a>",23.0,73.0,0.36644693351771734
9847,"<a href=""statss.aspx?playerid=9847&position=OF"">Andrew McCutchen</a>",38.0,304.0,0.3297449403823016
19238,"<a href=""statss.aspx?playerid=19238&position=OF"">Lourdes Gurriel Jr.</a>",31.0,331.0,0.30618849963940165
21538,"<a href=""statss.aspx?playerid=21538&position=C"">Nick Fortes</a>",28.0,112.0,0.2776276870207353
21614,"<a href=""statss.aspx?playerid=21614&position=OF"">Kyle Isbel</a>",28.0,213.0,0.27612438725262156
12976,"<a href=""statss.aspx?playerid=12976&position=C"">Austin Hedges</a>",32.0,84.0,0.21844191292682327
17232,"<a href=""statss.aspx?playerid=17232&position=3B"">Yoan Moncada</a>",30.0,113.0,0.3591005786330299
26365,"<a href=""statss.aspx?playerid=26365&position=OF"">Jonny DeLuca</a>",26.0,25.0,0.43636417627334595
24878,"<a href=""statss.aspx?playerid=24878&position=OF"">Heriberto Hernandez</a>",25.0,62.0,0.3761238984523281
29858,"<a href=""statss.aspx?playerid=29858&position=OF"">Denzel Clarke</a>",25.0,107.0,0.23306965939352445
17988,"<a href=""statss.aspx?playerid=17988&position=C"">Tyler Stephenson</a>",28.0,188.0,0.3090662943488136
23003,"<a href=""statss.aspx?playerid=23003&position=C"">Yainer Diaz</a>",26.0,294.0,0.2855122373217628
29617,"<a href=""statss.aspx?playerid=29617&position=C"">Henry Davis</a>",25.0,124.0,0.27552938707603897
33549,"<a href=""statss.aspx?playerid=33549&position=C"">Kyle Teel</a>",23.0,57.0,0.3678658907873589
19955,"<a href=""statss.aspx?playerid=19955&position=2B"">Gavin Lux</a>",27.0,276.0,0.33305329192375793
23986,"<a href=""statss.aspx?playerid=23986&position=1B/3B"">Curtis Mead</a>",24.0,125.0,0.30522627305984495
19354,"<a href=""statss.aspx?playerid=19354&position=OF"">Luke Raley</a>",30.0,118.0,0.3225698654468243
18568,"<a href=""statss.aspx?playerid=18568&position=1B/2B"">Luis Arraez</a>",28.0,341.0,0.31187940988059565
18848,"<a href=""statss.aspx?playerid=18848&position=C/DH"">Yohel Pozo</a>",28.0,77.0,0.32175083903523233
7802,"<a href=""statss.aspx?playerid=7802&position=SS"">Miguel Rojas</a>",36.0,115.0,0.29198607384112846
33322,"<a href=""statss.aspx?playerid=33322&position=3B"">Matt Shaw</a>",23.0,200.0,0.2778112295269966
15194,"<a href=""statss.aspx?playerid=15194&position=1B/OF"">Jake Bauers</a>",29.0,123.0,0.3251904278505044
29668,"<a href=""statss.aspx?playerid=29668&position=2B/3B"">Marcelo Mayer</a>",22.0,89.0,0.30148652229416234
19287,"<a href=""statss.aspx?playerid=19287&position=OF"">Adolis Garcia</a>",32.0,317.0,0.28328581018026694
16622,"<a href=""statss.aspx?playerid=16622&position=2B/3B"">Luis Urias</a>",28.0,253.0,0.30480692434310913
