playerid,Name,Age,PA,wOBA
24679,"<a href=""statss.aspx?playerid=24679&position=2B/OF"">Brendan Donovan</a>",28.0,515.0,0.33701156775156654
15491,"<a href=""statss.aspx?playerid=15491&position=SS"">J.P. Crawford</a>",30.0,654.0,0.3224378884115027
17919,"<a href=""statss.aspx?playerid=17919&position=OF"">Ian Happ</a>",30.0,663.0,0.3334078720225509
11609,"<a href=""statss.aspx?playerid=11609&position=C"">Willson Contreras</a>",33.0,563.0,0.34426162796361104
31812,"<a href=""statss.aspx?playerid=31812&position=DH/OF"">Roman Anthony</a>",21.0,303.0,0.3763852876798548
22664,"<a href=""statss.aspx?playerid=22664&position=C"">Gabriel Moreno</a>",25.0,309.0,0.3396805127461751
19722,"<a href=""statss.aspx?playerid=19722&position=C"">Carlos Narvaez</a>",26.0,446.0,0.31507636646966675
29712,"<a href=""statss.aspx?playerid=29712&position=SS"">Colson Montgomery</a>",23.0,284.0,0.35514040111649964
20599,"<a href=""statss.aspx?playerid=20599&position=C/DH"">Ivan Herrera</a>",25.0,452.0,0.36456602705613544
13620,"<a href=""statss.aspx?playerid=13620&position=C"">Carson Kelly</a>",30.0,421.0,0.33160556651067846
29646,"<a href=""statss.aspx?playerid=29646&position=3B"">Caleb Durbin</a>",25.0,506.0,0.31931711404508434
13152,"<a href=""statss.aspx?playerid=13152&position=2B/SS"">Jorge Polanco</a>",31.0,524.0,0.3498725429177284
14162,"<a href=""statss.aspx?playerid=14162&position=SS"">Carlos Correa</a>",30.0,584.0,0.3222022352561559
25477,"<a href=""statss.aspx?playerid=25477&position=OF"">Isaac Collins</a>",27.0,441.0,0.3444176029124761
30116,"<a href=""statss.aspx?playerid=30116&position=DH/OF"">Seiya Suzuki</a>",30.0,651.0,0.34336035976043117
16997,"<a href=""statss.aspx?playerid=16997&position=2B"">Gleyber Torres</a>",28.0,628.0,0.331659921130557
21837,"<a href=""statss.aspx?playerid=21837&position=1B"">Jonathan Aranda</a>",27.0,422.0,0.38089629275133047
22266,"<a href=""statss.aspx?playerid=22266&position=2B/SS"">Xavier Edwards</a>",25.0,619.0,0.3083631902059437
11477,"<a href=""statss.aspx?playerid=11477&position=OF"">Christian Yelich</a>",33.0,644.0,0.3431630712878368
20036,"<a href=""statss.aspx?playerid=20036&position=3B"">Isaac Paredes</a>",26.0,438.0,0.35253073935095036
20202,"<a href=""statss.aspx?playerid=20202&position=OF"">Brandon Marsh</a>",27.0,425.0,0.33920695114703403
19627,"<a href=""statss.aspx?playerid=19627&position=DH/OF"">Brent Rooker</a>",30.0,699.0,0.34876540475001594
23772,"<a href=""statss.aspx?playerid=23772&position=OF"">Wilyer Abreu</a>",26.0,417.0,0.33351583666464996
33824,"<a href=""statss.aspx?playerid=33824&position=OF"">Jung Hoo Lee</a>",26.0,617.0,0.3199864445281376
14854,"<a href=""statss.aspx?playerid=14854&position=OF"">Mike Yastrzemski</a>",34.0,558.0,0.3208266536610714
27465,"<a href=""statss.aspx?playerid=27465&position=1B"">Spencer Torkelson</a>",25.0,649.0,0.3386429640034309
26123,"<a href=""statss.aspx?playerid=26123&position=3B"">Brett Baty</a>",25.0,432.0,0.3236704915416213
19608,"<a href=""statss.aspx?playerid=19608&position=2B/SS"">Otto Lopez</a>",26.0,594.0,0.2948251313253029
20308,"<a href=""statss.aspx?playerid=20308&position=OF"">Jake Meyers</a>",29.0,381.0,0.3225737253405488
19918,"<a href=""statss.aspx?playerid=19918&position=OF"">Daulton Varsho</a>",28.0,271.0,0.34502069530663665
16530,"<a href=""statss.aspx?playerid=16530&position=OF"">Mauricio Dubon</a>",30.0,398.0,0.2827766662911524
24598,"<a href=""statss.aspx?playerid=24598&position=3B/OF"">Addison Barger</a>",25.0,502.0,0.3217406139767146
31370,"<a href=""statss.aspx?playerid=31370&position=OF"">Jakob Marsee</a>",24.0,234.0,0.3633179086395818
5417,"<a href=""statss.aspx?playerid=5417&position=2B"">Jose Altuve</a>",35.0,654.0,0.33135664582620433
12533,"<a href=""statss.aspx?playerid=12533&position=2B/SS"">Marcus Semien</a>",34.0,534.0,0.29480341478679956
15362,"<a href=""statss.aspx?playerid=15362&position=2B/OF"">Jeff McNeil</a>",33.0,462.0,0.3237252002745344
23401,"<a href=""statss.aspx?playerid=23401&position=SS"">Jose Caballero</a>",28.0,370.0,0.3089980033577466
27615,"<a href=""statss.aspx?playerid=27615&position=1B/OF"">Alec Burleson</a>",26.0,546.0,0.3455924883319883
11739,"<a href=""statss.aspx?playerid=11739&position=C"">J.T. Realmuto</a>",34.0,550.0,0.3065890470777985
24618,"<a href=""statss.aspx?playerid=24618&position=C"">Ryan Jeffers</a>",28.0,464.0,0.3331341904388906
13897,"<a href=""statss.aspx?playerid=13897&position=C"">Tyler Heineman</a>",34.0,174.0,0.34140931607703484
22542,"<a href=""statss.aspx?playerid=22542&position=OF"">Lawrence Butler</a>",24.0,630.0,0.31035382931779143
19352,"<a href=""statss.aspx?playerid=19352&position=C"">Sean Murphy</a>",30.0,337.0,0.3087859581268969
15112,"<a href=""statss.aspx?playerid=15112&position=3B"">Ryan McMahon</a>",30.0,586.0,0.3061282659188295
4949,"<a href=""statss.aspx?playerid=4949&position=DH/OF"">Giancarlo Stanton</a>",35.0,281.0,0.3948756402580316
33549,"<a href=""statss.aspx?playerid=33549&position=C"">Kyle Teel</a>",23.0,297.0,0.34928126472073634
27815,"<a href=""statss.aspx?playerid=27815&position=2B/3B"">Jordan Westburg</a>",26.0,352.0,0.3320749026130546
26202,"<a href=""statss.aspx?playerid=26202&position=OF"">Jake Mangum</a>",29.0,428.0,0.3074701635005603
26121,"<a href=""statss.aspx?playerid=26121&position=C"">Francisco Alvarez</a>",23.0,277.0,0.3429317134382062
18123,"<a href=""statss.aspx?playerid=18123&position=OF"">Nathan Lukes</a>",30.0,438.0,0.3169723537974146
10155,"<a href=""statss.aspx?playerid=10155&position=OF"">Mike Trout</a>",33.0,556.0,0.3431537466311674
17620,"<a href=""statss.aspx?playerid=17620&position=OF"">Myles Straw</a>",30.0,299.0,0.29904223585294354
26396,"<a href=""statss.aspx?playerid=26396&position=3B/SS"">Josh Smith</a>",27.0,563.0,0.31112834688148977
31349,"<a href=""statss.aspx?playerid=31349&position=OF"">Victor Scott II</a>",24.0,463.0,0.27411075209413405
21618,"<a href=""statss.aspx?playerid=21618&position=3B"">Alec Bohm</a>",28.0,504.0,0.32239461855755913
7802,"<a href=""statss.aspx?playerid=7802&position=SS"">Miguel Rojas</a>",36.0,317.0,0.3121508561765043
26477,"<a href=""statss.aspx?playerid=26477&position=1B"">Spencer Horwitz</a>",27.0,411.0,0.3435342260977117
22857,"<a href=""statss.aspx?playerid=22857&position=OF"">Wenceel Perez</a>",25.0,383.0,0.31809386105201265
18882,"<a href=""statss.aspx?playerid=18882&position=2B"">Brandon Lowe</a>",30.0,553.0,0.3343621486986893
18360,"<a href=""statss.aspx?playerid=18360&position=3B"">Austin Riley</a>",28.0,447.0,0.318424928883266
26299,"<a href=""statss.aspx?playerid=26299&position=3B"">Josh Jung</a>",27.0,511.0,0.2979579804694816
27899,"<a href=""statss.aspx?playerid=27899&position=2B/DH"">Colt Keith</a>",23.0,468.0,0.3255416244204601
17022,"<a href=""statss.aspx?playerid=17022&position=3B/SS"">Edmundo Sosa</a>",29.0,261.0,0.33199099367230783
23003,"<a href=""statss.aspx?playerid=23003&position=C"">Yainer Diaz</a>",26.0,567.0,0.30015097265749907
15905,"<a href=""statss.aspx?playerid=15905&position=C"">Luis Torrens</a>",29.0,283.0,0.2776417647693174
25782,"<a href=""statss.aspx?playerid=25782&position=C"">Pedro Pages</a>",26.0,389.0,0.2755867348088847
21711,"<a href=""statss.aspx?playerid=21711&position=SS/OF"">Oneil Cruz</a>",26.0,544.0,0.29478162118682155
33321,"<a href=""statss.aspx?playerid=33321&position=2B"">Luke Keaschall</a>",22.0,207.0,0.3626820203186809
25961,"<a href=""statss.aspx?playerid=25961&position=DH/OF"">Kerry Carpenter</a>",27.0,464.0,0.33451348607954773
25807,"<a href=""statss.aspx?playerid=25807&position=3B/SS"">Jared Triolo</a>",27.0,376.0,0.2958116839008947
21865,"<a href=""statss.aspx?playerid=21865&position=C"">Bo Naylor</a>",25.0,414.0,0.28858633473551765
27676,"<a href=""statss.aspx?playerid=27676&position=1B"">Vinnie Pasquantino</a>",27.0,682.0,0.3398104663965797
26438,"<a href=""statss.aspx?playerid=26438&position=DH/OF"">Dominic Canzone</a>",27.0,268.0,0.36261874125964605
33322,"<a href=""statss.aspx?playerid=33322&position=3B"">Matt Shaw</a>",23.0,437.0,0.3000826541018977
21562,"<a href=""statss.aspx?playerid=21562&position=1B/2B"">Romy Gonzalez</a>",28.0,341.0,0.35186136066913604
27790,"<a href=""statss.aspx?playerid=27790&position=OF"">Evan Carter</a>",22.0,220.0,0.32129226128260296
12979,"<a href=""statss.aspx?playerid=12979&position=SS"">Javier Baez</a>",32.0,437.0,0.2933799858213565
33189,"<a href=""statss.aspx?playerid=33189&position=1B"">Nolan Schanuel</a>",23.0,564.0,0.32701259369910085
20572,"<a href=""statss.aspx?playerid=20572&position=1B"">Kody Clemens</a>",29.0,386.0,0.3066799095965552
29695,"<a href=""statss.aspx?playerid=29695&position=2B/SS"">Matt McLain</a>",25.0,577.0,0.28649665659313
29995,"<a href=""statss.aspx?playerid=29995&position=OF"">Daylen Lile</a>",22.0,351.0,0.360405582411583
15274,"<a href=""statss.aspx?playerid=15274&position=OF"">Mike Tauchman</a>",34.0,385.0,0.3351602622440883
18577,"<a href=""statss.aspx?playerid=18577&position=3B"">Ke'Bryan Hayes</a>",28.0,570.0,0.26588957431450694
25493,"<a href=""statss.aspx?playerid=25493&position=3B/SS"">Joey Ortiz</a>",26.0,506.0,0.2631502192020416
25931,"<a href=""statss.aspx?playerid=25931&position=OF"">Michael Harris II</a>",24.0,641.0,0.28865430508769535
26466,"<a href=""statss.aspx?playerid=26466&position=OF"">Matt Wallner</a>",27.0,392.0,0.33423137467126457
31580,"<a href=""statss.aspx?playerid=31580&position=2B/SS"">Chase Meidroth</a>",23.0,505.0,0.2935514285032493
20178,"<a href=""statss.aspx?playerid=20178&position=3B"">Miguel Vargas</a>",25.0,569.0,0.31439264566491903
19901,"<a href=""statss.aspx?playerid=19901&position=DH/OF"">Gavin Sheets</a>",29.0,545.0,0.3230827439795522
22896,"<a href=""statss.aspx?playerid=22896&position=2B"">Lenyn Sosa</a>",25.0,544.0,0.3125737317139712
16556,"<a href=""statss.aspx?playerid=16556&position=2B"">Ozzie Albies</a>",28.0,667.0,0.2945410410264381
25180,"<a href=""statss.aspx?playerid=25180&position=2B/OF"">Daniel Schneemann</a>",28.0,422.0,0.28045916401204607
21524,"<a href=""statss.aspx?playerid=21524&position=C"">Joey Bart</a>",28.0,332.0,0.3166347312999059
16535,"<a href=""statss.aspx?playerid=16535&position=C"">Danny Jansen</a>",30.0,337.0,0.31808197657976833
23565,"<a href=""statss.aspx?playerid=23565&position=2B/OF"">Davis Schneider</a>",26.0,227.0,0.3511749143642476
29858,"<a href=""statss.aspx?playerid=29858&position=OF"">Denzel Clarke</a>",25.0,159.0,0.2811638747051263
17929,"<a href=""statss.aspx?playerid=17929&position=OF"">Cedric Mullins</a>",30.0,498.0,0.3015061449522924
20043,"<a href=""statss.aspx?playerid=20043&position=OF"">Luis Robert Jr.</a>",27.0,431.0,0.289241316745866
10815,"<a href=""statss.aspx?playerid=10815&position=OF"">Jurickson Profar</a>",32.0,371.0,0.34613171484913785
24878,"<a href=""statss.aspx?playerid=24878&position=OF"">Heriberto Hernandez</a>",25.0,294.0,0.34113205148249254
19363,"<a href=""statss.aspx?playerid=19363&position=OF"">Austin Hays</a>",29.0,416.0,0.32672177060790686
31781,"<a href=""statss.aspx?playerid=31781&position=2B"">Jackson Holliday</a>",21.0,649.0,0.3042718896895279
20220,"<a href=""statss.aspx?playerid=20220&position=OF"">Jo Adell</a>",26.0,573.0,0.3325408399105072
10324,"<a href=""statss.aspx?playerid=10324&position=DH/OF"">Marcell Ozuna</a>",34.0,592.0,0.3340776355238236
19470,"<a href=""statss.aspx?playerid=19470&position=2B"">Tommy Edman</a>",30.0,377.0,0.28409642139647867
12976,"<a href=""statss.aspx?playerid=12976&position=C"">Austin Hedges</a>",32.0,180.0,0.2392774224281311
29794,"<a href=""statss.aspx?playerid=29794&position=1B/DH"">Kyle Manzardo</a>",24.0,531.0,0.3294161449984026
26288,"<a href=""statss.aspx?playerid=26288&position=C/DH"">Adley Rutschman</a>",27.0,365.0,0.29792877729624917
17988,"<a href=""statss.aspx?playerid=17988&position=C"">Tyler Stephenson</a>",28.0,342.0,0.3193265329008578
21614,"<a href=""statss.aspx?playerid=21614&position=OF"">Kyle Isbel</a>",28.0,409.0,0.2869579293812164
13419,"<a href=""statss.aspx?playerid=13419&position=1B"">Christian Walker</a>",34.0,640.0,0.31036424403645807
15878,"<a href=""statss.aspx?playerid=15878&position=3B/DH/OF"">Miguel Andujar</a>",30.0,341.0,0.3538973501499961
22515,"<a href=""statss.aspx?playerid=22515&position=OF"">Heliot Ramos</a>",25.0,695.0,0.318876088267625
18795,"<a href=""statss.aspx?playerid=18795&position=3B"">Ramon Urias</a>",31.0,391.0,0.2918309205023529
22563,"<a href=""statss.aspx?playerid=22563&position=SS"">Gabriel Arias</a>",25.0,471.0,0.2776332849632702
19326,"<a href=""statss.aspx?playerid=19326&position=OF"">Bryan Reynolds</a>",30.0,654.0,0.3146605150257829
17276,"<a href=""statss.aspx?playerid=17276&position=C"">Alex Jackson</a>",29.0,100.0,0.32725711703300475
18872,"<a href=""statss.aspx?playerid=18872&position=DH/OF"">Jahmai Jones</a>",27.0,150.0,0.3988108642949354
23789,"<a href=""statss.aspx?playerid=23789&position=3B"">Blaze Alexander</a>",26.0,266.0,0.31340044510228554
21538,"<a href=""statss.aspx?playerid=21538&position=C"">Nick Fortes</a>",28.0,242.0,0.2860824043552081
19950,"<a href=""statss.aspx?playerid=19950&position=2B/SS"">Andres Gimenez</a>",26.0,369.0,0.26894045556369034
19913,"<a href=""statss.aspx?playerid=19913&position=OF"">Jesus Sanchez</a>",27.0,497.0,0.30433660637467136
35108,"<a href=""statss.aspx?playerid=35108&position=OF"">Cam Smith</a>",22.0,493.0,0.2978117181853397
27647,"<a href=""statss.aspx?playerid=27647&position=SS"">Anthony Volpe</a>",24.0,596.0,0.28633192176561534
29931,"<a href=""statss.aspx?playerid=29931&position=OF"">Jacob Young</a>",25.0,364.0,0.264013409614563
29844,"<a href=""statss.aspx?playerid=29844&position=C/1B/DH"">Liam Hicks</a>",26.0,390.0,0.31273318353549456
13770,"<a href=""statss.aspx?playerid=13770&position=OF"">Rob Refsnyder</a>",34.0,209.0,0.3591034584320508
5517,"<a href=""statss.aspx?playerid=5517&position=C"">Kyle Higashioka</a>",35.0,327.0,0.3005201559547984
20437,"<a href=""statss.aspx?playerid=20437&position=3B"">Royce Lewis</a>",26.0,403.0,0.2915320652294396
26517,"<a href=""statss.aspx?playerid=26517&position=3B/OF"">Noelvi Marte</a>",23.0,360.0,0.3211678052941958
31363,"<a href=""statss.aspx?playerid=31363&position=3B"">Graham Pauley</a>",24.0,184.0,0.3001943393483188
21840,"<a href=""statss.aspx?playerid=21840&position=C"">Freddy Fermin</a>",30.0,347.0,0.2804202034761772
27462,"<a href=""statss.aspx?playerid=27462&position=OF"">Austin Martin</a>",26.0,181.0,0.33281635205838933
15271,"<a href=""statss.aspx?playerid=15271&position=C"">Austin Wynns</a>",34.0,110.0,0.36528077858303665
26323,"<a href=""statss.aspx?playerid=26323&position=1B/OF"">Spencer Steer</a>",27.0,568.0,0.315815327554363
19296,"<a href=""statss.aspx?playerid=19296&position=OF"">Alex Call</a>",30.0,322.0,0.3314664688291429
27490,"<a href=""statss.aspx?playerid=27490&position=2B"">Nick Gonzales</a>",26.0,408.0,0.28886351690572853
17982,"<a href=""statss.aspx?playerid=17982&position=1B"">Ty France</a>",30.0,490.0,0.3018532001655282
18568,"<a href=""statss.aspx?playerid=18568&position=1B/2B"">Luis Arraez</a>",28.0,675.0,0.3134299959891882
16472,"<a href=""statss.aspx?playerid=16472&position=1B"">Rhys Hoskins</a>",32.0,328.0,0.32435598439234165
31431,"<a href=""statss.aspx?playerid=31431&position=OF"">Jordan Beck</a>",24.0,588.0,0.3189856100326096
9777,"<a href=""statss.aspx?playerid=9777&position=3B"">Nolan Arenado</a>",34.0,436.0,0.2865840035180251
21693,"<a href=""statss.aspx?playerid=21693&position=C"">Miguel Amaya</a>",26.0,103.0,0.3456735511620839
14968,"<a href=""statss.aspx?playerid=14968&position=C"">Victor Caratini</a>",31.0,386.0,0.3182932254255127
21454,"<a href=""statss.aspx?playerid=21454&position=OF"">Lars Nootbaar</a>",27.0,583.0,0.3041559130416633
24064,"<a href=""statss.aspx?playerid=24064&position=SS"">Ezequiel Tovar</a>",23.0,390.0,0.3005124718571703
35322,"<a href=""statss.aspx?playerid=35322&position=2B/SS"">Hyeseong Kim</a>",26.0,170.0,0.3056512221076785
15194,"<a href=""statss.aspx?playerid=15194&position=1B/OF"">Jake Bauers</a>",29.0,218.0,0.3328795608836934
22239,"<a href=""statss.aspx?playerid=22239&position=2B/OF"">Jeremiah Jackson</a>",25.0,183.0,0.33550918330260315
13675,"<a href=""statss.aspx?playerid=13675&position=OF"">Tyrone Taylor</a>",31.0,341.0,0.26436372598012287
9218,"<a href=""statss.aspx?playerid=9218&position=1B"">Paul Goldschmidt</a>",37.0,534.0,0.3161110693284314
