playerid,Name,Age,IP,ERA,FIP,GS
18694,"<a href=""statss.aspx?playerid=18694&position=P"">Kolby Allard</a>",27.0,32.2,2.4795920297733254,3.3494220491748523,1.0
19330,"<a href=""statss.aspx?playerid=19330&position=P"">Matt Festa</a>",32.0,33.2,3.207921840878229,3.4915720783043684,0.0
21461,"<a href=""statss.aspx?playerid=21461&position=P"">Cole Sands</a>",27.0,37.1,4.3392861045574245,3.5369220686287712,3.0
22872,"<a href=""statss.aspx?playerid=22872&position=P"">Yoendrys Gomez</a>",25.0,45.0,4.60000009748671,4.868469688274243,9.0
21455,"<a href=""statss.aspx?playerid=21455&position=P"">Kris Bubic</a>",27.0,20.1,3.983606806495967,3.774480620483918,4.0
19911,"<a href=""statss.aspx?playerid=19911&position=P"">Jose Suarez</a>",27.0,12.0,1.5,2.0518029848734542,1.0
20385,"<a href=""statss.aspx?playerid=20385&position=P"">Isaac Mattson</a>",29.0,33.0,2.7272729784989393,3.8018030462843058,0.0
30105,"<a href=""statss.aspx?playerid=30105&position=P"">Mike Vasil</a>",25.0,45.0,2.200000142786247,3.8018030281420137,0.0
19249,"<a href=""statss.aspx?playerid=19249&position=P"">Seranthony Dominguez</a>",30.0,28.1,3.176471198553975,3.5586658113473173,0.0
13074,"<a href=""statss.aspx?playerid=13074&position=P"">Yu Darvish</a>",38.0,72.0,5.375000213583319,4.815691940541623,15.0
19666,"<a href=""statss.aspx?playerid=19666&position=P"">Jason Alexander</a>",32.0,65.1,3.7193879360757522,4.726973130354434,12.0
20375,"<a href=""statss.aspx?playerid=20375&position=P"">Greg Weissert</a>",30.0,29.0,2.79310393911063,3.4109984356498124,0.0
27758,"<a href=""statss.aspx?playerid=27758&position=P"">Kyle Harrison</a>",23.0,12.0,3.0,2.468469651540121,2.0
16835,"<a href=""statss.aspx?playerid=16835&position=P"">Brennan Bernardino</a>",33.0,20.0,1.3500004063547881,2.785136212855546,3.0
3137,"<a href=""statss.aspx?playerid=3137&position=P"">Max Scherzer</a>",40.0,72.0,5.250000073884926,4.996247455509909,14.0
14542,"<a href=""statss.aspx?playerid=14542&position=P"">Carlos Estevez</a>",32.0,31.1,2.8723406459126184,3.805349135586398,0.0
30133,"<a href=""statss.aspx?playerid=30133&position=P"">Brant Hurter</a>",26.0,23.2,1.9014089902322382,3.1351363182067873,0.0
20423,"<a href=""statss.aspx?playerid=20423&position=P"">Ryan Walker</a>",29.0,28.1,3.4941181971252213,3.2057245646133574,0.0
21741,"<a href=""statss.aspx?playerid=21741&position=P"">Javier Assad</a>",27.0,37.0,3.6486487426925027,4.243244454876362,7.0
24282,"<a href=""statss.aspx?playerid=24282&position=P"">Kai-Wei Teng</a>",26.0,29.2,6.37078685818291,3.8092936576970424,7.0
29950,"<a href=""statss.aspx?playerid=29950&position=P"">Jordan Leasure</a>",26.0,34.2,3.3750009439315134,4.202444309022736,0.0
27914,"<a href=""statss.aspx?playerid=27914&position=P"">Daniel Palencia</a>",25.0,23.2,4.183099077922544,3.304150422365274,0.0
26056,"<a href=""statss.aspx?playerid=26056&position=P"">Brandon Walter</a>",28.0,24.0,3.375,4.385136318206788,4.0
33829,"<a href=""statss.aspx?playerid=33829&position=P"">Shota Imanaga</a>",31.0,95.0,4.3578948243371025,5.114083726359867,16.0
17948,"<a href=""statss.aspx?playerid=17948&position=P"">Trent Thornton</a>",31.0,14.2,3.0681819511839237,1.7033180743209562,0.0
19360,"<a href=""statss.aspx?playerid=19360&position=P"">Lucas Erceg</a>",30.0,30.2,3.22826104629821,3.5916580823297664,0.0
25756,"<a href=""statss.aspx?playerid=25756&position=P"">Matt Brash</a>",27.0,30.0,3.900000949204199,3.401803049776305,0.0
20000,"<a href=""statss.aspx?playerid=20000&position=P"">Tyler Wells</a>",30.0,21.2,2.907692393015125,4.150520963386672,4.0
26429,"<a href=""statss.aspx?playerid=26429&position=P"">Cody Laweryson</a>",27.0,7.2,1.173913149955377,1.3090491960539787,0.0
29608,"<a href=""statss.aspx?playerid=29608&position=P"">Joe Boyle</a>",25.0,47.0,5.170212870865941,4.41173208879097,8.0
21574,"<a href=""statss.aspx?playerid=21574&position=P"">Brendon Little</a>",28.0,30.0,4.200001723170987,3.501803135309016,0.0
27649,"<a href=""statss.aspx?playerid=27649&position=P"">Connor Phillips</a>",24.0,20.0,1.8000003513694496,3.1351363182067873,0.0
26108,"<a href=""statss.aspx?playerid=26108&position=P"">Andre Pallante</a>",26.0,75.1,6.33185859411379,4.807702739293449,15.0
22207,"<a href=""statss.aspx?playerid=22207&position=P"">DL Hall</a>",26.0,23.0,3.913043975154096,3.26557111737859,1.0
19427,"<a href=""statss.aspx?playerid=19427&position=P"">Shane Bieber</a>",30.0,40.1,3.57024804644145,4.473979335622331,7.0
14706,"<a href=""statss.aspx?playerid=14706&position=P"">Anthony Banda</a>",31.0,29.0,2.172414489648795,3.7213434027151924,1.0
4301,"<a href=""statss.aspx?playerid=4301&position=P"">Justin Wilson</a>",37.0,22.0,4.500001688573127,3.3624091307609856,0.0
17968,"<a href=""statss.aspx?playerid=17968&position=P"">Brock Burke</a>",28.0,29.1,2.7613639552569893,3.6805909266526124,1.0
26944,"<a href=""statss.aspx?playerid=26944&position=P"">Edgardo Henriquez</a>",23.0,19.0,2.3684216841768064,3.3982942831153213,0.0
12988,"<a href=""statss.aspx?playerid=12988&position=P"">Andrew Chafin</a>",35.0,22.1,2.0149258723515677,3.4037931011869964,0.0
29519,"<a href=""statss.aspx?playerid=29519&position=P"">Gordon Graceffo</a>",25.0,25.1,6.039474690735632,2.9772415550503,0.0
19876,"<a href=""statss.aspx?playerid=19876&position=P"">Kevin Ginkel</a>",31.0,8.2,2.0769232435692127,2.3274439457076492,0.0
11861,"<a href=""statss.aspx?playerid=11861&position=P"">Jason Adam</a>",33.0,22.2,2.3823533337628375,3.5763128614962016,0.0
22288,"<a href=""statss.aspx?playerid=22288&position=P"">Mason Englert</a>",25.0,22.1,2.820895562540532,3.2694646783277648,0.0
26641,"<a href=""statss.aspx?playerid=26641&position=P"">Wikelman Gonzalez</a>",23.0,16.1,2.20408194902195,2.951462822454958,0.0
26482,"<a href=""statss.aspx?playerid=26482&position=P"">Jayden Murray</a>",28.0,11.2,1.542857356995982,2.5351362349305715,1.0
20023,"<a href=""statss.aspx?playerid=20023&position=P"">Rico Garcia</a>",31.0,34.1,3.145631462973314,3.688534445952093,1.0
11423,"<a href=""statss.aspx?playerid=11423&position=P"">Jose Quintana</a>",36.0,71.2,4.520930392985868,5.102578248487674,13.0
24978,"<a href=""statss.aspx?playerid=24978&position=P"">Erik Sabrowski</a>",27.0,28.1,1.9058831942456405,3.7704307162886677,0.0
27669,"<a href=""statss.aspx?playerid=27669&position=P"">Tanner Gordon</a>",27.0,58.1,6.942857407706135,5.346564973994667,12.0
15507,"<a href=""statss.aspx?playerid=15507&position=P"">Hunter Harvey</a>",30.0,5.1,0.0,2.1976362570887398,0.0
17639,"<a href=""statss.aspx?playerid=17639&position=P"">Justin Lawrence</a>",30.0,6.1,0.0,1.5561888705330178,0.0
21623,"<a href=""statss.aspx?playerid=21623&position=P"">Grant Wolfram</a>",28.0,25.1,4.973684869747996,3.450925833746343,0.0
31764,"<a href=""statss.aspx?playerid=31764&position=P"">A.J. Blubaugh</a>",24.0,28.0,1.2857143295054547,3.992279204543757,2.0
24607,"<a href=""statss.aspx?playerid=24607&position=P"">Jonathan Bowlan</a>",28.0,29.1,4.295454884402111,3.612409083140355,1.0
30226,"<a href=""statss.aspx?playerid=30226&position=P"">Spencer Bivens</a>",31.0,40.1,4.685951142646341,3.655797556278603,0.0
13431,"<a href=""statss.aspx?playerid=13431&position=P"">Marcus Stroman</a>",34.0,24.2,5.1081082397695035,4.351352565770956,5.0
16647,"<a href=""statss.aspx?playerid=16647&position=P"">Ryan Thompson</a>",33.0,10.0,1.8000005632640694,2.335136067867201,0.0
25553,"<a href=""statss.aspx?playerid=25553&position=P"">Nic Enright</a>",28.0,18.0,2.000000552998802,3.4684697437065877,0.0
15256,"<a href=""statss.aspx?playerid=15256&position=P"">Cole Sulser</a>",35.0,8.2,0.0,2.096674696422181,0.0
33482,"<a href=""statss.aspx?playerid=33482&position=P"">Chase Dollander</a>",23.0,35.2,7.31775753112205,4.929528969516409,8.0
22191,"<a href=""statss.aspx?playerid=22191&position=P"">Tobias Myers</a>",26.0,30.2,2.6413046567048006,3.4938320123271924,1.0
6107,"<a href=""statss.aspx?playerid=6107&position=P"">Huascar Brazoban</a>",35.0,20.2,3.0483876389377667,3.619007372006432,1.0
27756,"<a href=""statss.aspx?playerid=27756&position=P"">Mick Abel</a>",23.0,15.2,10.340425951548879,3.5819448469774184,3.0
6175,"<a href=""statss.aspx?playerid=6175&position=P"">Albert Suarez</a>",35.0,9.0,2.0,2.3573585404290096,1.0
21420,"<a href=""statss.aspx?playerid=21420&position=P"">Yerry De Los Santos</a>",27.0,15.2,5.170213959291819,3.198966120173353,0.0
16358,"<a href=""statss.aspx?playerid=16358&position=P"">Tyler Mahle</a>",30.0,9.2,0.9310345439933608,3.031688035540858,2.0
30250,"<a href=""statss.aspx?playerid=30250&position=P"">Jaden Hill</a>",25.0,26.2,3.3750004576519754,3.622636384312073,0.0
22487,"<a href=""statss.aspx?playerid=22487&position=P"">Johan Oviedo</a>",27.0,40.1,3.57024804644145,4.920260341427513,9.0
31616,"<a href=""statss.aspx?playerid=31616&position=P"">David Morgan</a>",25.0,30.0,3.000000697374506,3.7018031165997494,2.0
17611,"<a href=""statss.aspx?playerid=17611&position=P"">Taylor Clarke</a>",32.0,33.1,2.9700002965182364,3.9451363990753974,0.0
31468,"<a href=""statss.aspx?playerid=31468&position=P"">Jackson Perkins</a>",25.0,32.1,5.010309332228452,4.43410540434009,4.0
24452,"<a href=""statss.aspx?playerid=24452&position=P"">Luinder Avila</a>",23.0,14.0,1.2857143787705236,2.135136245829714,0.0
17085,"<a href=""statss.aspx?playerid=17085&position=P"">Pablo Lopez</a>",29.0,15.0,2.4,3.801802984873454,3.0
17878,"<a href=""statss.aspx?playerid=17878&position=P"">Dennis Santana</a>",29.0,34.1,2.883495340027397,4.008922784881756,0.0
23488,"<a href=""statss.aspx?playerid=23488&position=P"">Ron Marinaccio</a>",29.0,10.2,0.843750050291422,2.010136251151558,0.0
20666,"<a href=""statss.aspx?playerid=20666&position=P"">Felix Bautista</a>",30.0,5.0,1.8,2.7351363182067874,0.0
33568,"<a href=""statss.aspx?playerid=33568&position=P"">Brandyn Garcia</a>",25.0,14.1,5.6511641380401985,3.0653688597124633,0.0
27702,"<a href=""statss.aspx?playerid=27702&position=P"">Brent Headrick</a>",27.0,9.2,0.9310346358454862,2.824791439591625,0.0
20546,"<a href=""statss.aspx?playerid=20546&position=P"">Grant Anderson</a>",28.0,28.1,3.4941184433688095,3.8410188320186682,0.0
32157,"<a href=""statss.aspx?playerid=32157&position=P"">Jonah Tong</a>",22.0,18.2,7.714286001665262,4.3137077906834245,5.0
22201,"<a href=""statss.aspx?playerid=22201&position=P"">MacKenzie Gore</a>",26.0,60.2,5.934066089537539,4.997773729644959,13.0
16990,"<a href=""statss.aspx?playerid=16990&position=P"">Tanner Banks</a>",33.0,30.1,2.670330149570966,3.992279329180184,0.0
19646,"<a href=""statss.aspx?playerid=19646&position=P"">Kyle Hart</a>",32.0,17.1,4.673077820287914,3.1351363182067873,0.0
16944,"<a href=""statss.aspx?playerid=16944&position=P"">Grant Holmes</a>",29.0,25.0,5.04,4.495136318206788,5.0
24609,"<a href=""statss.aspx?playerid=24609&position=P"">Braydon Fisher</a>",24.0,27.0,3.3333342237239436,3.7647661160213097,0.0
27494,"<a href=""statss.aspx?playerid=27494&position=P"">Clayton Beeter</a>",26.0,25.1,4.263158640331639,4.200925978289698,0.0
23590,"<a href=""statss.aspx?playerid=23590&position=P"">Ben Brown</a>",25.0,27.0,5.333333521713452,3.8758770851114335,1.0
19374,"<a href=""statss.aspx?playerid=19374&position=P"">Walker Buehler</a>",30.0,59.0,3.2033899340674816,5.185983842133588,10.0
25589,"<a href=""statss.aspx?playerid=25589&position=P"">Sammy Peralta</a>",27.0,10.2,7.593750452622798,3.322636329382659,0.0
22304,"<a href=""statss.aspx?playerid=22304&position=P"">Brenan Hanifee</a>",27.0,20.0,1.8000003620982898,3.235136338323359,0.0
19444,"<a href=""statss.aspx?playerid=19444&position=P"">Yohan Ramirez</a>",30.0,33.1,5.400000862598557,3.7951364236355,0.0
14295,"<a href=""statss.aspx?playerid=14295&position=P"">Wandy Peralta</a>",33.0,35.0,2.5714293136890762,3.8208508018572074,1.0
31900,"<a href=""statss.aspx?playerid=31900&position=P"">Adam Mazur</a>",24.0,24.1,4.438356222366388,4.696780174224591,5.0
21032,"<a href=""statss.aspx?playerid=21032&position=P"">Emmanuel Clase</a>",27.0,11.2,3.085714729756789,3.477993510401986,0.0
31741,"<a href=""statss.aspx?playerid=31741&position=P"">Mason Barnett</a>",24.0,22.1,6.850746658709322,4.881405074348379,5.0
29878,"<a href=""statss.aspx?playerid=29878&position=P"">Sean Burke</a>",25.0,53.1,4.218750176019974,4.953886394090954,8.0
26191,"<a href=""statss.aspx?playerid=26191&position=P"">Kade Strowd</a>",27.0,22.0,1.2272729500512851,3.589681855262819,0.0
21584,"<a href=""statss.aspx?playerid=21584&position=P"">Tristan Beck</a>",29.0,44.2,4.63432862516017,3.8739423309134806,1.0
23394,"<a href=""statss.aspx?playerid=23394&position=P"">PJ Poulin</a>",28.0,24.2,3.6486496728452567,3.8243257008553355,0.0
27487,"<a href=""statss.aspx?playerid=27487&position=P"">Landon Knack</a>",27.0,3.2,2.454545880152248,0.1351357980207064,0.0
19677,"<a href=""statss.aspx?playerid=19677&position=P"">Gregory Soto</a>",30.0,30.1,5.043957801563105,3.827444251754664,0.0
35323,"<a href=""statss.aspx?playerid=35323&position=P"">Roki Sasaki</a>",23.0,2.0,0.0,-0.8648636817932127,0.0
13164,"<a href=""statss.aspx?playerid=13164&position=P"">Eduardo Rodriguez</a>",32.0,82.1,4.9190284730285745,5.054164710153737,15.0
22113,"<a href=""statss.aspx?playerid=22113&position=P"">Cole Winn</a>",25.0,24.2,1.4594597315989055,3.8243256359062703,0.0
33628,"<a href=""statss.aspx?playerid=33628&position=P"">Mitch Farris</a>",24.0,24.1,6.657534333549583,4.778971956120265,5.0
27787,"<a href=""statss.aspx?playerid=27787&position=P"">Will Klein</a>",25.0,11.2,3.085714997758835,3.2208506237000885,0.0
31475,"<a href=""statss.aspx?playerid=31475&position=P"">Logan Henderson</a>",23.0,4.1,2.076923229285257,2.6735978228100636,1.0
31807,"<a href=""statss.aspx?playerid=31807&position=P"">Troy Melton</a>",24.0,45.2,2.7591242988639837,4.6022897152217634,4.0
17964,"<a href=""statss.aspx?playerid=17964&position=P"">Tyler Gilbert</a>",31.0,29.2,4.550562974118991,4.314911904089488,2.0
20349,"<a href=""statss.aspx?playerid=20349&position=P"">Zack Kelly</a>",30.0,12.2,2.8421056532298965,3.293031076719559,0.0
21101,"<a href=""statss.aspx?playerid=21101&position=P"">Dauri Moreta</a>",29.0,16.2,3.2400009173157427,3.6751364710927446,0.0
21924,"<a href=""statss.aspx?playerid=21924&position=P"">Juan Morillo</a>",26.0,9.2,4.655173753303342,3.031688012577824,0.0
19349,"<a href=""statss.aspx?playerid=19349&position=P"">Caleb Ferguson</a>",28.0,29.1,4.602273918057461,3.578318251056765,0.0
24968,"<a href=""statss.aspx?playerid=24968&position=P"">Reese Olson</a>",25.0,20.0,3.600000171661385,4.735136394500737,4.0
31776,"<a href=""statss.aspx?playerid=31776&position=P"">Orion Kerkering</a>",24.0,27.1,4.280488186027802,3.94001443865646,0.0
33174,"<a href=""statss.aspx?playerid=33174&position=P"">Hunter Barco</a>",24.0,3.0,0.0,1.1351363182067877,0.0
20353,"<a href=""statss.aspx?playerid=20353&position=P"">Steven Wilson</a>",30.0,29.1,4.909092164298548,4.4987730305119396,0.0
22717,"<a href=""statss.aspx?playerid=22717&position=P"">Angel Zerpa</a>",25.0,29.0,4.65517404034135,3.9282400435982767,2.0
26252,"<a href=""statss.aspx?playerid=26252&position=P"">Erik Miller</a>",27.0,1.0,0.0,-0.8648636817932127,0.0
17169,"<a href=""statss.aspx?playerid=17169&position=P"">Jose Castillo</a>",29.0,14.1,1.8837212305123605,3.2746712241706657,0.0
22713,"<a href=""statss.aspx?playerid=22713&position=P"">Carlos Hernandez</a>",28.0,12.2,8.526316237499202,3.1351363182067873,0.0
30076,"<a href=""statss.aspx?playerid=30076&position=P"">Landen Roupp</a>",26.0,25.1,4.973684272937828,4.398294228794172,6.0
30179,"<a href=""statss.aspx?playerid=30179&position=P"">Pierson Ohl</a>",25.0,30.0,5.100000324249288,4.201803052690298,3.0
23429,"<a href=""statss.aspx?playerid=23429&position=P"">JP Sears</a>",29.0,49.0,4.9591838665080115,5.196360888236867,10.0
20020,"<a href=""statss.aspx?playerid=20020&position=P"">John Schreiber</a>",31.0,33.0,4.09091036181844,4.226045748025038,0.0
17732,"<a href=""statss.aspx?playerid=17732&position=P"">Nabil Crismatt</a>",30.0,34.0,3.70588245688838,4.8410187189966765,5.0
11426,"<a href=""statss.aspx?playerid=11426&position=P"">Drew Pomeranz</a>",36.0,27.0,4.000001068468732,4.098099538393704,2.0
24995,"<a href=""statss.aspx?playerid=24995&position=P"">Evan Sisk</a>",28.0,12.1,4.3783795809644594,3.6216229383139495,0.0
29628,"<a href=""statss.aspx?playerid=29628&position=P"">Alek Jacob</a>",27.0,10.0,0.9000000885129062,3.335136337876322,0.0
15463,"<a href=""statss.aspx?playerid=15463&position=P"">Jose De Leon</a>",32.0,6.2,4.050000386238135,4.035136404037484,1.0
19205,"<a href=""statss.aspx?playerid=19205&position=P"">Jesse Scholtens</a>",31.0,8.1,5.40000020599366,2.8951363090515136,0.0
15043,"<a href=""statss.aspx?playerid=15043&position=P"">Lou Trivino</a>",33.0,15.2,3.446809109491044,4.0925832930654105,0.0
10197,"<a href=""statss.aspx?playerid=10197&position=P"">Shelby Miller</a>",34.0,11.2,4.628572106458802,4.077993599152099,0.0
15369,"<a href=""statss.aspx?playerid=15369&position=P"">Kevin Herget</a>",34.0,11.0,2.454545880152248,3.5896818515683147,0.0
21662,"<a href=""statss.aspx?playerid=21662&position=P"">Elvis Alvarado</a>",26.0,35.1,2.5471700447846795,4.238910004280148,0.0
14874,"<a href=""statss.aspx?playerid=14874&position=P"">Sam Moll</a>",33.0,16.1,4.9591859597715535,4.237177642600466,0.0
29107,"<a href=""statss.aspx?playerid=29107&position=P"">Bradgley Rodriguez</a>",21.0,6.0,1.5000002458692,2.4684695422649208,0.0
30182,"<a href=""statss.aspx?playerid=30182&position=P"">Will Warren</a>",26.0,82.0,4.500000209343153,5.183916901322369,16.0
19309,"<a href=""statss.aspx?playerid=19309&position=P"">Trevor Richards</a>",32.0,2.2,3.3750008046628963,0.8851357817648564,0.0
19716,"<a href=""statss.aspx?playerid=19716&position=P"">Dustin May</a>",27.0,49.2,5.436241889095531,5.128425010875149,8.0
21131,"<a href=""statss.aspx?playerid=21131&position=P"">Jose Espada</a>",28.0,3.0,0.0,0.4684696515401212,0.0
24975,"<a href=""statss.aspx?playerid=24975&position=P"">Cooper Criswell</a>",28.0,8.2,1.0384616146426284,4.1735979328494155,1.0
19274,"<a href=""statss.aspx?playerid=19274&position=P"">Jacob Webb</a>",31.0,27.0,1.6666669683692443,4.246247630452951,0.0
21345,"<a href=""statss.aspx?playerid=21345&position=P"">Bennett Sousa</a>",30.0,20.1,4.426230226143674,4.167923370973645,0.0
23735,"<a href=""statss.aspx?playerid=23735&position=P"">Luis Garcia</a>",28.0,7.2,3.521739422486299,5.48296259986432,2.0
30016,"<a href=""statss.aspx?playerid=30016&position=P"">Joe Rock</a>",24.0,5.2,0.0,2.2527832780329717,0.0
29770,"<a href=""statss.aspx?playerid=29770&position=P"">Mason Montgomery</a>",25.0,17.0,5.823531177939551,3.958665979733593,0.0
21652,"<a href=""statss.aspx?playerid=21652&position=P"">Elvis Peguero</a>",28.0,2.0,13.500006638470577,3.1351363182067873,1.0
21992,"<a href=""statss.aspx?playerid=21992&position=P"">Camilo Doval</a>",27.0,28.2,4.709302944092492,4.007229456001693,0.0
30074,"<a href=""statss.aspx?playerid=30074&position=P"">Chase Silseth</a>",25.0,11.0,1.6363639245349035,3.8624091735556334,0.0
16727,"<a href=""statss.aspx?playerid=16727&position=P"">Brock Stewart</a>",33.0,13.2,2.6341468775862062,4.159526770601422,0.0
12972,"<a href=""statss.aspx?playerid=12972&position=P"">Joe Ross</a>",32.0,13.0,4.846154934908756,3.7505210718459945,0.0
30094,"<a href=""statss.aspx?playerid=30094&position=P"">Jordan Wicks</a>",25.0,12.1,5.1081082397695035,3.7027039004033995,0.0
13774,"<a href=""statss.aspx?playerid=13774&position=P"">Zach Eflin</a>",31.0,9.1,5.785714482774546,4.8494220908807275,2.0
25582,"<a href=""statss.aspx?playerid=25582&position=P"">Brady Basso</a>",27.0,11.2,2.3142860473175917,4.077993596743584,1.0
11589,"<a href=""statss.aspx?playerid=11589&position=P"">Jose Urena</a>",33.0,36.2,4.172727345080417,4.607863616470464,4.0
23363,"<a href=""statss.aspx?playerid=23363&position=P"">Robert Garcia</a>",29.0,30.2,2.934783262769452,4.080788702876944,0.0
33821,"<a href=""statss.aspx?playerid=33821&position=P"">Philip Abner</a>",23.0,3.2,4.909094633152532,2.862408838587202,0.0
19931,"<a href=""statss.aspx?playerid=19931&position=3B/OF"">Luke Williams</a>",28.0,4.0,0.0,2.385136128216934,0.0
27453,"<a href=""statss.aspx?playerid=27453&position=P"">Anthony Veneziano</a>",27.0,4.0,4.5,2.1351363182067873,0.0
21212,"<a href=""statss.aspx?playerid=21212&position=P"">J.P. France</a>",30.0,4.0,2.25,2.1351363182067873,0.0
21481,"<a href=""statss.aspx?playerid=21481&position=P"">Sean Hjelle</a>",28.0,3.0,12.0,2.8018029848734542,0.0
23455,"<a href=""statss.aspx?playerid=23455&position=P"">Hunter Stratton</a>",28.0,16.1,2.204081953043589,4.175952796032926,0.0
17536,"<a href=""statss.aspx?playerid=17536&position=P"">Ryan Burr</a>",31.0,2.0,0.0,1.6351355582471814,0.0
30056,"<a href=""statss.aspx?playerid=30056&position=P"">David Festa</a>",25.0,16.2,5.40000020599366,5.175136396026614,3.0
23499,"<a href=""statss.aspx?playerid=23499&position=P"">Keaton Winn</a>",27.0,10.0,4.5,3.2351363182067874,0.0
27570,"<a href=""statss.aspx?playerid=27570&position=P"">Cole Henry</a>",25.0,24.0,5.250001584180177,4.8018034877877955,0.0
26257,"<a href=""statss.aspx?playerid=26257&position=P"">Joey Estes</a>",23.0,4.0,0.0,2.6351363182067873,0.0
18403,"<a href=""statss.aspx?playerid=18403&position=P"">Enyel De Los Santos</a>",29.0,33.0,4.909091959807723,4.4684699369199965,0.0
30142,"<a href=""statss.aspx?playerid=30142&position=P"">Doug Nikhazy</a>",25.0,1.0,0.0,-0.8648636817932127,0.0
30240,"<a href=""statss.aspx?playerid=30240&position=P"">Hunter Dobbins</a>",25.0,1.2,5.400002059937309,2.535136089324864,1.0
13607,"<a href=""statss.aspx?playerid=13607&position=P"">Carl Edwards Jr.</a>",33.0,3.0,0.0,2.468469651540121,0.0
12763,"<a href=""statss.aspx?playerid=12763&position=P"">Chris Devenski</a>",34.0,11.2,1.5428572308773947,4.249422096062683,1.0
27498,"<a href=""statss.aspx?playerid=27498&position=P"">Spencer Strider</a>",26.0,76.1,4.834061215897293,5.1264027269232875,14.0
31815,"<a href=""statss.aspx?playerid=31815&position=P"">Cade Gibson</a>",27.0,29.0,3.1034491465437175,4.100653830464832,0.0
26231,"<a href=""statss.aspx?playerid=26231&position=P"">Tyler Holton</a>",29.0,41.1,3.048387779607266,4.344814008527131,2.0
11847,"<a href=""statss.aspx?playerid=11847&position=P"">Chris Martin</a>",39.0,15.1,4.108697126882367,4.178614953605484,0.0
28036,"<a href=""statss.aspx?playerid=28036&position=P"">Luke Little</a>",24.0,2.0,0.0,2.1351363182067873,0.0
13892,"<a href=""statss.aspx?playerid=13892&position=P"">Paul Sewald</a>",35.0,8.0,2.25000056996956,5.01013679318142,0.0
20422,"<a href=""statss.aspx?playerid=20422&position=P"">Jovani Moran</a>",28.0,4.0,6.75,2.8851363182067873,0.0
25703,"<a href=""statss.aspx?playerid=25703&position=P"">Zak Kent</a>",27.0,10.1,3.4838714265923207,4.006104174854867,0.0
23796,"<a href=""statss.aspx?playerid=23796&position=P"">Ryan Weathers</a>",25.0,13.2,5.268292928011496,4.818063225766015,3.0
30161,"<a href=""statss.aspx?playerid=30161&position=P"">Carlos Rodriguez</a>",23.0,6.1,5.684210811625571,4.714083765880558,0.0
31884,"<a href=""statss.aspx?playerid=31884&position=P"">Logan VanWey</a>",26.0,2.0,0.0,1.1351363182067873,0.0
24581,"<a href=""statss.aspx?playerid=24581&position=P"">Lyon Richardson</a>",25.0,12.1,7.297297503018228,4.108109318609218,0.0
17796,"<a href=""statss.aspx?playerid=17796&position=P"">Dillon Tate</a>",31.0,1.0,0.0,1.1351363182067873,0.0
23055,"<a href=""statss.aspx?playerid=23055&position=P"">Dedniel Nunez</a>",29.0,0.2,0.0,0.13513318895967297,0.0
11752,"<a href=""statss.aspx?playerid=11752&position=P"">Luke Jackson</a>",33.0,22.0,4.909091574101499,4.089681902059857,0.0
25890,"<a href=""statss.aspx?playerid=25890&position=P"">Bryan King</a>",28.0,34.0,2.3823532189104295,4.3410188117293504,0.0
31553,"<a href=""statss.aspx?playerid=31553&position=P"">Mason Fluharty</a>",23.0,18.2,2.410715303089595,4.045850988262856,0.0
16814,"<a href=""statss.aspx?playerid=16814&position=P"">Tim Hill</a>",35.0,30.1,3.8571436744378023,4.157114556733043,0.0
20160,"<a href=""statss.aspx?playerid=20160&position=P"">Nate Pearson</a>",28.0,4.0,0.0,3.3851363182067873,0.0
24710,"<a href=""statss.aspx?playerid=24710&position=P"">Luis Curvelo</a>",24.0,19.0,5.684211426824887,4.66145234948384,0.0
25844,"<a href=""statss.aspx?playerid=25844&position=1B"">Logan Davidson</a>",27.0,1.0,0.0,1.1351363182067873,0.0
22176,"<a href=""statss.aspx?playerid=22176&position=P"">Easton McGee</a>",27.0,10.2,6.750000402331376,3.7913863573223376,0.0
21189,"<a href=""statss.aspx?playerid=21189&position=P"">Brooks Kriske</a>",31.0,16.0,8.437500550062431,4.2601363915484445,0.0
18138,"<a href=""statss.aspx?playerid=18138&position=P"">Ryan Helsley</a>",30.0,27.0,5.666667323421625,4.35735868208204,0.0
16725,"<a href=""statss.aspx?playerid=16725&position=C"">Jose Trevino</a>",32.0,2.0,4.5,3.1351363182067873,0.0
20333,"<a href=""statss.aspx?playerid=20333&position=P"">Nick Raquet</a>",29.0,2.0,0.0,3.6351363182067873,0.0
19990,"<a href=""statss.aspx?playerid=19990&position=P"">Bryse Wilson</a>",27.0,2.0,0.0,2.1351363182067873,0.0
27636,"<a href=""statss.aspx?playerid=27636&position=P"">Mitchell Parker</a>",25.0,73.1,6.99545503633208,5.439681934464334,13.0
26152,"<a href=""statss.aspx?playerid=26152&position=P"">Jack Little</a>",27.0,1.0,0.0,1.1351363182067873,0.0
19754,"<a href=""statss.aspx?playerid=19754&position=P"">Reiver Sanmartin</a>",29.0,1.2,0.0,2.535136089324864,0.0
25501,"<a href=""statss.aspx?playerid=25501&position=P"">Paxton Schultz</a>",27.0,1.0,0.0,1.1351363182067873,0.0
13594,"<a href=""statss.aspx?playerid=13594&position=P"">Robert Stephenson</a>",32.0,9.0,3.0000003476938013,4.135136434104721,0.0
11836,"<a href=""statss.aspx?playerid=11836&position=P"">Taijuan Walker</a>",32.0,72.0,4.250000112586554,5.482358602609166,13.0
